course_id,course_name,platform,provider,difficulty,duration_hours,language,certificate,price,rating,skill_id,role_id,course_url
COURSE0400,Risk Assessment Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK200,ROLE020,https://example.com/course/400
COURSE0401,Compliance Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK201,ROLE021,https://example.com/course/401
COURSE0402,Compliance Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK201,ROLE021,https://example.com/course/402
COURSE0403,Vulnerability Assessment Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK202,ROLE022,https://example.com/course/403
COURSE0404,Vulnerability Assessment Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK202,ROLE022,https://example.com/course/404
COURSE0405,PKI Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK203,ROLE023,https://example.com/course/405
COURSE0406,PKI Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK203,ROLE023,https://example.com/course/406
COURSE0407,SSL/TLS Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK204,ROLE024,https://example.com/course/407
COURSE0408,SSL/TLS Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK204,ROLE024,https://example.com/course/408
COURSE0409,Flutter Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK205,ROLE025,https://example.com/course/409
COURSE0410,Flutter Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK205,ROLE025,https://example.com/course/410
COURSE0411,React Native Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK206,ROLE026,https://example.com/course/411
COURSE0412,React Native Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK206,ROLE026,https://example.com/course/412
COURSE0413,Android Studio Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK207,ROLE027,https://example.com/course/413
COURSE0414,Android Studio Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK207,ROLE027,https://example.com/course/414
COURSE0415,SwiftUI Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK208,ROLE028,https://example.com/course/415
COURSE0416,SwiftUI Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK208,ROLE028,https://example.com/course/416
COURSE0417,Jetpack Compose Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK209,ROLE029,https://example.com/course/417
COURSE0418,Jetpack Compose Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK209,ROLE029,https://example.com/course/418
COURSE0419,Firebase Mobile Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK210,ROLE030,https://example.com/course/419
COURSE0420,Firebase Mobile Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK210,ROLE030,https://example.com/course/420
COURSE0421,Room Database Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK211,ROLE031,https://example.com/course/421
COURSE0422,Room Database Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK211,ROLE031,https://example.com/course/422
COURSE0423,SQLite Mobile Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK212,ROLE032,https://example.com/course/423
COURSE0424,SQLite Mobile Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK212,ROLE032,https://example.com/course/424
COURSE0425,Push Notifications Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK213,ROLE033,https://example.com/course/425
COURSE0426,Push Notifications Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK213,ROLE033,https://example.com/course/426
COURSE0427,Google Maps API Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK214,ROLE034,https://example.com/course/427
COURSE0428,Google Maps API Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK214,ROLE034,https://example.com/course/428
COURSE0429,REST API Integration Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK215,ROLE035,https://example.com/course/429
COURSE0430,REST API Integration Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK215,ROLE035,https://example.com/course/430
COURSE0431,Material Design Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK216,ROLE036,https://example.com/course/431
COURSE0432,Material Design Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK216,ROLE036,https://example.com/course/432
COURSE0433,App Publishing Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK217,ROLE037,https://example.com/course/433
COURSE0434,App Publishing Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK217,ROLE037,https://example.com/course/434
COURSE0435,Play Store Deployment Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK218,ROLE038,https://example.com/course/435
COURSE0436,Play Store Deployment Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK218,ROLE038,https://example.com/course/436
COURSE0437,State Management Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK219,ROLE039,https://example.com/course/437
COURSE0438,State Management Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK219,ROLE039,https://example.com/course/438
COURSE0439,Selenium Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK220,ROLE040,https://example.com/course/439
COURSE0440,Selenium Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK220,ROLE040,https://example.com/course/440
COURSE0441,JUnit Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK221,ROLE041,https://example.com/course/441
COURSE0442,JUnit Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK221,ROLE041,https://example.com/course/442
COURSE0443,PyTest Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK222,ROLE042,https://example.com/course/443
COURSE0444,PyTest Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK222,ROLE042,https://example.com/course/444
COURSE0445,Cypress Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK223,ROLE043,https://example.com/course/445
COURSE0446,Cypress Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK223,ROLE043,https://example.com/course/446
COURSE0447,Playwright Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK224,ROLE044,https://example.com/course/447
COURSE0448,Playwright Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK224,ROLE044,https://example.com/course/448
COURSE0449,Manual Testing Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK225,ROLE045,https://example.com/course/449
COURSE0450,Manual Testing Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK225,ROLE045,https://example.com/course/450
COURSE0451,Automation Testing Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK226,ROLE046,https://example.com/course/451
COURSE0452,Automation Testing Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK226,ROLE046,https://example.com/course/452
COURSE0453,API Testing Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK227,ROLE047,https://example.com/course/453
COURSE0454,API Testing Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK227,ROLE047,https://example.com/course/454
COURSE0455,Performance Testing Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK228,ROLE048,https://example.com/course/455
COURSE0456,Performance Testing Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK228,ROLE048,https://example.com/course/456
COURSE0457,Load Testing Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK229,ROLE049,https://example.com/course/457
COURSE0458,Load Testing Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK229,ROLE049,https://example.com/course/458
COURSE0459,JMeter Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK230,ROLE050,https://example.com/course/459
COURSE0460,JMeter Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK230,ROLE050,https://example.com/course/460
COURSE0461,Postman Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK231,ROLE051,https://example.com/course/461
COURSE0462,Postman Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK231,ROLE051,https://example.com/course/462
COURSE0463,Unit Testing Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK232,ROLE052,https://example.com/course/463
COURSE0464,Unit Testing Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK232,ROLE052,https://example.com/course/464
COURSE0465,Integration Testing Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK233,ROLE053,https://example.com/course/465
COURSE0466,Integration Testing Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK233,ROLE053,https://example.com/course/466
COURSE0467,Regression Testing Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK234,ROLE054,https://example.com/course/467
COURSE0468,Regression Testing Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK234,ROLE054,https://example.com/course/468
COURSE0469,Communication Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK235,ROLE055,https://example.com/course/469
COURSE0470,Communication Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK235,ROLE055,https://example.com/course/470
COURSE0471,Leadership Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK236,ROLE056,https://example.com/course/471
COURSE0472,Leadership Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK236,ROLE056,https://example.com/course/472
COURSE0473,Problem Solving Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK237,ROLE057,https://example.com/course/473
COURSE0474,Problem Solving Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK237,ROLE057,https://example.com/course/474
COURSE0475,Critical Thinking Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK238,ROLE058,https://example.com/course/475
COURSE0476,Critical Thinking Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK238,ROLE058,https://example.com/course/476
COURSE0477,Analytical Thinking Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK239,ROLE059,https://example.com/course/477
COURSE0478,Analytical Thinking Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK239,ROLE059,https://example.com/course/478
COURSE0479,Teamwork Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK240,ROLE060,https://example.com/course/479
COURSE0480,Teamwork Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK240,ROLE060,https://example.com/course/480
COURSE0481,Presentation Skills Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK241,ROLE001,https://example.com/course/481
COURSE0482,Presentation Skills Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK241,ROLE001,https://example.com/course/482
COURSE0483,Negotiation Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK242,ROLE002,https://example.com/course/483
COURSE0484,Negotiation Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK242,ROLE002,https://example.com/course/484
COURSE0485,Public Speaking Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK243,ROLE003,https://example.com/course/485
COURSE0486,Public Speaking Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK243,ROLE003,https://example.com/course/486
COURSE0487,Time Management Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK244,ROLE004,https://example.com/course/487
COURSE0488,Time Management Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK244,ROLE004,https://example.com/course/488
COURSE0489,Adaptability Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK245,ROLE005,https://example.com/course/489
COURSE0490,Adaptability Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK245,ROLE005,https://example.com/course/490
COURSE0491,Creativity Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK246,ROLE006,https://example.com/course/491
COURSE0492,Creativity Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK246,ROLE006,https://example.com/course/492
COURSE0493,Decision Making Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK247,ROLE007,https://example.com/course/493
COURSE0494,Decision Making Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK247,ROLE007,https://example.com/course/494
COURSE0495,Conflict Resolution Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK248,ROLE008,https://example.com/course/495
COURSE0496,Conflict Resolution Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK248,ROLE008,https://example.com/course/496
COURSE0497,Emotional Intelligence Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK249,ROLE009,https://example.com/course/497
COURSE0498,Emotional Intelligence Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK249,ROLE009,https://example.com/course/498
COURSE0499,Active Listening Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK250,ROLE010,https://example.com/course/499
COURSE0500,Active Listening Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK250,ROLE010,https://example.com/course/500
COURSE0501,Documentation Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK251,ROLE011,https://example.com/course/501
COURSE0502,Documentation Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK251,ROLE011,https://example.com/course/502
COURSE0503,Research Skills Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK252,ROLE012,https://example.com/course/503
COURSE0504,Research Skills Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK252,ROLE012,https://example.com/course/504
COURSE0505,Mentoring Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK253,ROLE013,https://example.com/course/505
COURSE0506,Mentoring Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK253,ROLE013,https://example.com/course/506
COURSE0507,Networking Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK254,ROLE014,https://example.com/course/507
COURSE0508,Networking Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK254,ROLE014,https://example.com/course/508
COURSE0509,Customer Handling Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK255,ROLE015,https://example.com/course/509
COURSE0510,Customer Handling Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK255,ROLE015,https://example.com/course/510
COURSE0511,Business Communication Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK256,ROLE016,https://example.com/course/511
COURSE0512,Business Communication Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK256,ROLE016,https://example.com/course/512
COURSE0513,Professional Ethics Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK257,ROLE017,https://example.com/course/513
COURSE0514,Professional Ethics Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK257,ROLE017,https://example.com/course/514
COURSE0515,Project Planning Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK258,ROLE018,https://example.com/course/515
COURSE0516,Project Planning Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK258,ROLE018,https://example.com/course/516
COURSE0517,Agile Mindset Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK259,ROLE019,https://example.com/course/517
COURSE0518,Agile Mindset Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK259,ROLE019,https://example.com/course/518
COURSE0519,Figma Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK260,ROLE020,https://example.com/course/519
COURSE0520,Figma Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK260,ROLE020,https://example.com/course/520
COURSE0521,Adobe XD Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK261,ROLE021,https://example.com/course/521
COURSE0522,Adobe XD Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK261,ROLE021,https://example.com/course/522
COURSE0523,Photoshop Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK262,ROLE022,https://example.com/course/523
COURSE0524,Photoshop Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK262,ROLE022,https://example.com/course/524
COURSE0525,Illustrator Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK263,ROLE023,https://example.com/course/525
COURSE0526,Illustrator Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK263,ROLE023,https://example.com/course/526
COURSE0527,Canva Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK264,ROLE024,https://example.com/course/527
COURSE0528,Canva Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK264,ROLE024,https://example.com/course/528
COURSE0529,Wireframing Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK265,ROLE025,https://example.com/course/529
COURSE0530,Wireframing Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK265,ROLE025,https://example.com/course/530
COURSE0531,Prototyping Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK266,ROLE026,https://example.com/course/531
COURSE0532,Prototyping Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK266,ROLE026,https://example.com/course/532
COURSE0533,UX Research Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK267,ROLE027,https://example.com/course/533
COURSE0534,UX Research Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK267,ROLE027,https://example.com/course/534
COURSE0535,UI Design Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK268,ROLE028,https://example.com/course/535
COURSE0536,UI Design Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK268,ROLE028,https://example.com/course/536
COURSE0537,Design Systems Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK269,ROLE029,https://example.com/course/537
COURSE0538,Design Systems Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK269,ROLE029,https://example.com/course/538
COURSE0539,Color Theory Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK270,ROLE030,https://example.com/course/539
COURSE0540,Color Theory Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK270,ROLE030,https://example.com/course/540
COURSE0541,Typography Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK271,ROLE031,https://example.com/course/541
COURSE0542,Typography Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK271,ROLE031,https://example.com/course/542
COURSE0543,Accessibility Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK272,ROLE032,https://example.com/course/543
COURSE0544,Accessibility Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK272,ROLE032,https://example.com/course/544
COURSE0545,Responsive Design Design Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK273,ROLE033,https://example.com/course/545
COURSE0546,Responsive Design Design Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK273,ROLE033,https://example.com/course/546
COURSE0547,Animation Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK274,ROLE034,https://example.com/course/547
COURSE0548,Animation Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK274,ROLE034,https://example.com/course/548
COURSE0549,Motion Design Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK275,ROLE035,https://example.com/course/549
COURSE0550,Motion Design Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK275,ROLE035,https://example.com/course/550
COURSE0551,User Journey Mapping Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK276,ROLE036,https://example.com/course/551
COURSE0552,User Journey Mapping Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK276,ROLE036,https://example.com/course/552
COURSE0553,Usability Testing Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK277,ROLE037,https://example.com/course/553
COURSE0554,Usability Testing Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK277,ROLE037,https://example.com/course/554
COURSE0555,Information Architecture Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK278,ROLE038,https://example.com/course/555
COURSE0556,Information Architecture Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK278,ROLE038,https://example.com/course/556
COURSE0557,Interaction Design Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK279,ROLE039,https://example.com/course/557
COURSE0558,Interaction Design Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK279,ROLE039,https://example.com/course/558
