roadmap_id,role_id,roadmap_type,week_number,day_range,topic,skill_id,course_id,project_id,milestone,estimated_hours
RM0428,ROLE018,90-Day,8,Day 50-56,Learning Module 8,SK145,COURSE0145,PROJ0145,Complete Week 8 objectives,10
RM0429,ROLE018,90-Day,9,Day 57-63,Learning Module 9,SK163,COURSE0163,PROJ0163,Complete Week 9 objectives,10
RM0430,ROLE018,90-Day,10,Day 64-70,Learning Module 10,SK181,COURSE0181,PROJ0181,Complete Week 10 objectives,10
RM0431,ROLE018,90-Day,11,Day 71-77,Learning Module 11,SK199,COURSE0199,PROJ0199,Complete Week 11 objectives,10
RM0432,ROLE018,90-Day,12,Day 78-84,Learning Module 12,SK217,COURSE0217,PROJ0217,Complete Week 12 objectives,10
RM0433,ROLE019,30-Day,1,Day 1-7,Learning Module 1,SK020,COURSE0020,PROJ0020,Complete Week 1 objectives,20
RM0434,ROLE019,30-Day,2,Day 8-14,Learning Module 2,SK039,COURSE0039,PROJ0039,Complete Week 2 objectives,20
RM0435,ROLE019,30-Day,3,Day 15-21,Learning Module 3,SK058,COURSE0058,PROJ0058,Complete Week 3 objectives,20
RM0436,ROLE019,30-Day,4,Day 22-28,Learning Module 4,SK077,COURSE0077,PROJ0077,Complete Week 4 objectives,20
RM0437,ROLE019,60-Day,1,Day 1-7,Learning Module 1,SK020,COURSE0020,PROJ0020,Complete Week 1 objectives,15
RM0438,ROLE019,60-Day,2,Day 8-14,Learning Module 2,SK039,COURSE0039,PROJ0039,Complete Week 2 objectives,15
RM0439,ROLE019,60-Day,3,Day 15-21,Learning Module 3,SK058,COURSE0058,PROJ0058,Complete Week 3 objectives,15
RM0440,ROLE019,60-Day,4,Day 22-28,Learning Module 4,SK077,COURSE0077,PROJ0077,Complete Week 4 objectives,15
RM0441,ROLE019,60-Day,5,Day 29-35,Learning Module 5,SK096,COURSE0096,PROJ0096,Complete Week 5 objectives,15
RM0442,ROLE019,60-Day,6,Day 36-42,Learning Module 6,SK115,COURSE0115,PROJ0115,Complete Week 6 objectives,15
RM0443,ROLE019,60-Day,7,Day 43-49,Learning Module 7,SK134,COURSE0134,PROJ0134,Complete Week 7 objectives,15
RM0444,ROLE019,60-Day,8,Day 50-56,Learning Module 8,SK153,COURSE0153,PROJ0153,Complete Week 8 objectives,15
RM0445,ROLE019,90-Day,1,Day 1-7,Learning Module 1,SK020,COURSE0020,PROJ0020,Complete Week 1 objectives,10
RM0446,ROLE019,90-Day,2,Day 8-14,Learning Module 2,SK039,COURSE0039,PROJ0039,Complete Week 2 objectives,10
RM0447,ROLE019,90-Day,3,Day 15-21,Learning Module 3,SK058,COURSE0058,PROJ0058,Complete Week 3 objectives,10
RM0448,ROLE019,90-Day,4,Day 22-28,Learning Module 4,SK077,COURSE0077,PROJ0077,Complete Week 4 objectives,10
RM0449,ROLE019,90-Day,5,Day 29-35,Learning Module 5,SK096,COURSE0096,PROJ0096,Complete Week 5 objectives,10
RM0450,ROLE019,90-Day,6,Day 36-42,Learning Module 6,SK115,COURSE0115,PROJ0115,Complete Week 6 objectives,10
RM0451,ROLE019,90-Day,7,Day 43-49,Learning Module 7,SK134,COURSE0134,PROJ0134,Complete Week 7 objectives,10
RM0452,ROLE019,90-Day,8,Day 50-56,Learning Module 8,SK153,COURSE0153,PROJ0153,Complete Week 8 objectives,10
RM0453,ROLE019,90-Day,9,Day 57-63,Learning Module 9,SK172,COURSE0172,PROJ0172,Complete Week 9 objectives,10
RM0454,ROLE019,90-Day,10,Day 64-70,Learning Module 10,SK191,COURSE0191,PROJ0191,Complete Week 10 objectives,10
RM0455,ROLE019,90-Day,11,Day 71-77,Learning Module 11,SK210,COURSE0210,PROJ0210,Complete Week 11 objectives,10
RM0456,ROLE019,90-Day,12,Day 78-84,Learning Module 12,SK229,COURSE0229,PROJ0229,Complete Week 12 objectives,10
RM0457,ROLE020,30-Day,1,Day 1-7,Learning Module 1,SK021,COURSE0021,PROJ0021,Complete Week 1 objectives,20
RM0458,ROLE020,30-Day,2,Day 8-14,Learning Module 2,SK041,COURSE0041,PROJ0041,Complete Week 2 objectives,20
RM0459,ROLE020,30-Day,3,Day 15-21,Learning Module 3,SK061,COURSE0061,PROJ0061,Complete Week 3 objectives,20
RM0460,ROLE020,30-Day,4,Day 22-28,Learning Module 4,SK081,COURSE0081,PROJ0081,Complete Week 4 objectives,20
RM0461,ROLE020,60-Day,1,Day 1-7,Learning Module 1,SK021,COURSE0021,PROJ0021,Complete Week 1 objectives,15
RM0462,ROLE020,60-Day,2,Day 8-14,Learning Module 2,SK041,COURSE0041,PROJ0041,Complete Week 2 objectives,15
RM0463,ROLE020,60-Day,3,Day 15-21,Learning Module 3,SK061,COURSE0061,PROJ0061,Complete Week 3 objectives,15
RM0464,ROLE020,60-Day,4,Day 22-28,Learning Module 4,SK081,COURSE0081,PROJ0081,Complete Week 4 objectives,15
RM0465,ROLE020,60-Day,5,Day 29-35,Learning Module 5,SK101,COURSE0101,PROJ0101,Complete Week 5 objectives,15
RM0466,ROLE020,60-Day,6,Day 36-42,Learning Module 6,SK121,COURSE0121,PROJ0121,Complete Week 6 objectives,15
RM0467,ROLE020,60-Day,7,Day 43-49,Learning Module 7,SK141,COURSE0141,PROJ0141,Complete Week 7 objectives,15
RM0468,ROLE020,60-Day,8,Day 50-56,Learning Module 8,SK161,COURSE0161,PROJ0161,Complete Week 8 objectives,15
RM0469,ROLE020,90-Day,1,Day 1-7,Learning Module 1,SK021,COURSE0021,PROJ0021,Complete Week 1 objectives,10
RM0470,ROLE020,90-Day,2,Day 8-14,Learning Module 2,SK041,COURSE0041,PROJ0041,Complete Week 2 objectives,10
RM0471,ROLE020,90-Day,3,Day 15-21,Learning Module 3,SK061,COURSE0061,PROJ0061,Complete Week 3 objectives,10
RM0472,ROLE020,90-Day,4,Day 22-28,Learning Module 4,SK081,COURSE0081,PROJ0081,Complete Week 4 objectives,10
RM0473,ROLE020,90-Day,5,Day 29-35,Learning Module 5,SK101,COURSE0101,PROJ0101,Complete Week 5 objectives,10
RM0474,ROLE020,90-Day,6,Day 36-42,Learning Module 6,SK121,COURSE0121,PROJ0121,Complete Week 6 objectives,10
RM0475,ROLE020,90-Day,7,Day 43-49,Learning Module 7,SK141,COURSE0141,PROJ0141,Complete Week 7 objectives,10
RM0476,ROLE020,90-Day,8,Day 50-56,Learning Module 8,SK161,COURSE0161,PROJ0161,Complete Week 8 objectives,10
RM0477,ROLE020,90-Day,9,Day 57-63,Learning Module 9,SK181,COURSE0181,PROJ0181,Complete Week 9 objectives,10
RM0478,ROLE020,90-Day,10,Day 64-70,Learning Module 10,SK201,COURSE0201,PROJ0201,Complete Week 10 objectives,10
RM0479,ROLE020,90-Day,11,Day 71-77,Learning Module 11,SK221,COURSE0221,PROJ0221,Complete Week 11 objectives,10
RM0480,ROLE020,90-Day,12,Day 78-84,Learning Module 12,SK241,COURSE0241,PROJ0241,Complete Week 12 objectives,10
RM0481,ROLE021,30-Day,1,Day 1-7,Learning Module 1,SK022,COURSE0022,PROJ0022,Complete Week 1 objectives,20
RM0482,ROLE021,30-Day,2,Day 8-14,Learning Module 2,SK043,COURSE0043,PROJ0043,Complete Week 2 objectives,20
RM0483,ROLE021,30-Day,3,Day 15-21,Learning Module 3,SK064,COURSE0064,PROJ0064,Complete Week 3 objectives,20
RM0484,ROLE021,30-Day,4,Day 22-28,Learning Module 4,SK085,COURSE0085,PROJ0085,Complete Week 4 objectives,20
RM0485,ROLE021,60-Day,1,Day 1-7,Learning Module 1,SK022,COURSE0022,PROJ0022,Complete Week 1 objectives,15
RM0486,ROLE021,60-Day,2,Day 8-14,Learning Module 2,SK043,COURSE0043,PROJ0043,Complete Week 2 objectives,15
RM0487,ROLE021,60-Day,3,Day 15-21,Learning Module 3,SK064,COURSE0064,PROJ0064,Complete Week 3 objectives,15
RM0488,ROLE021,60-Day,4,Day 22-28,Learning Module 4,SK085,COURSE0085,PROJ0085,Complete Week 4 objectives,15
RM0489,ROLE021,60-Day,5,Day 29-35,Learning Module 5,SK106,COURSE0106,PROJ0106,Complete Week 5 objectives,15
RM0490,ROLE021,60-Day,6,Day 36-42,Learning Module 6,SK127,COURSE0127,PROJ0127,Complete Week 6 objectives,15
RM0491,ROLE021,60-Day,7,Day 43-49,Learning Module 7,SK148,COURSE0148,PROJ0148,Complete Week 7 objectives,15
RM0492,ROLE021,60-Day,8,Day 50-56,Learning Module 8,SK169,COURSE0169,PROJ0169,Complete Week 8 objectives,15
RM0493,ROLE021,90-Day,1,Day 1-7,Learning Module 1,SK022,COURSE0022,PROJ0022,Complete Week 1 objectives,10
RM0494,ROLE021,90-Day,2,Day 8-14,Learning Module 2,SK043,COURSE0043,PROJ0043,Complete Week 2 objectives,10
RM0495,ROLE021,90-Day,3,Day 15-21,Learning Module 3,SK064,COURSE0064,PROJ0064,Complete Week 3 objectives,10
RM0496,ROLE021,90-Day,4,Day 22-28,Learning Module 4,SK085,COURSE0085,PROJ0085,Complete Week 4 objectives,10
RM0497,ROLE021,90-Day,5,Day 29-35,Learning Module 5,SK106,COURSE0106,PROJ0106,Complete Week 5 objectives,10
RM0498,ROLE021,90-Day,6,Day 36-42,Learning Module 6,SK127,COURSE0127,PROJ0127,Complete Week 6 objectives,10
RM0499,ROLE021,90-Day,7,Day 43-49,Learning Module 7,SK148,COURSE0148,PROJ0148,Complete Week 7 objectives,10
RM0500,ROLE021,90-Day,8,Day 50-56,Learning Module 8,SK169,COURSE0169,PROJ0169,Complete Week 8 objectives,10
RM0501,ROLE021,90-Day,9,Day 57-63,Learning Module 9,SK190,COURSE0190,PROJ0190,Complete Week 9 objectives,10
RM0502,ROLE021,90-Day,10,Day 64-70,Learning Module 10,SK211,COURSE0211,PROJ0211,Complete Week 10 objectives,10
RM0503,ROLE021,90-Day,11,Day 71-77,Learning Module 11,SK232,COURSE0232,PROJ0232,Complete Week 11 objectives,10
RM0504,ROLE021,90-Day,12,Day 78-84,Learning Module 12,SK253,COURSE0253,PROJ0253,Complete Week 12 objectives,10
RM0505,ROLE022,30-Day,1,Day 1-7,Learning Module 1,SK023,COURSE0023,PROJ0023,Complete Week 1 objectives,20
RM0506,ROLE022,30-Day,2,Day 8-14,Learning Module 2,SK045,COURSE0045,PROJ0045,Complete Week 2 objectives,20
RM0507,ROLE022,30-Day,3,Day 15-21,Learning Module 3,SK067,COURSE0067,PROJ0067,Complete Week 3 objectives,20
RM0508,ROLE022,30-Day,4,Day 22-28,Learning Module 4,SK089,COURSE0089,PROJ0089,Complete Week 4 objectives,20
RM0509,ROLE022,60-Day,1,Day 1-7,Learning Module 1,SK023,COURSE0023,PROJ0023,Complete Week 1 objectives,15
RM0510,ROLE022,60-Day,2,Day 8-14,Learning Module 2,SK045,COURSE0045,PROJ0045,Complete Week 2 objectives,15
RM0511,ROLE022,60-Day,3,Day 15-21,Learning Module 3,SK067,COURSE0067,PROJ0067,Complete Week 3 objectives,15
RM0512,ROLE022,60-Day,4,Day 22-28,Learning Module 4,SK089,COURSE0089,PROJ0089,Complete Week 4 objectives,15
RM0513,ROLE022,60-Day,5,Day 29-35,Learning Module 5,SK111,COURSE0111,PROJ0111,Complete Week 5 objectives,15
RM0514,ROLE022,60-Day,6,Day 36-42,Learning Module 6,SK133,COURSE0133,PROJ0133,Complete Week 6 objectives,15
RM0515,ROLE022,60-Day,7,Day 43-49,Learning Module 7,SK155,COURSE0155,PROJ0155,Complete Week 7 objectives,15
RM0516,ROLE022,60-Day,8,Day 50-56,Learning Module 8,SK177,COURSE0177,PROJ0177,Complete Week 8 objectives,15
RM0517,ROLE022,90-Day,1,Day 1-7,Learning Module 1,SK023,COURSE0023,PROJ0023,Complete Week 1 objectives,10
RM0518,ROLE022,90-Day,2,Day 8-14,Learning Module 2,SK045,COURSE0045,PROJ0045,Complete Week 2 objectives,10
RM0519,ROLE022,90-Day,3,Day 15-21,Learning Module 3,SK067,COURSE0067,PROJ0067,Complete Week 3 objectives,10
RM0520,ROLE022,90-Day,4,Day 22-28,Learning Module 4,SK089,COURSE0089,PROJ0089,Complete Week 4 objectives,10
RM0521,ROLE022,90-Day,5,Day 29-35,Learning Module 5,SK111,COURSE0111,PROJ0111,Complete Week 5 objectives,10
RM0522,ROLE022,90-Day,6,Day 36-42,Learning Module 6,SK133,COURSE0133,PROJ0133,Complete Week 6 objectives,10
RM0523,ROLE022,90-Day,7,Day 43-49,Learning Module 7,SK155,COURSE0155,PROJ0155,Complete Week 7 objectives,10
RM0524,ROLE022,90-Day,8,Day 50-56,Learning Module 8,SK177,COURSE0177,PROJ0177,Complete Week 8 objectives,10
RM0525,ROLE022,90-Day,9,Day 57-63,Learning Module 9,SK199,COURSE0199,PROJ0199,Complete Week 9 objectives,10
RM0526,ROLE022,90-Day,10,Day 64-70,Learning Module 10,SK221,COURSE0221,PROJ0221,Complete Week 10 objectives,10
RM0527,ROLE022,90-Day,11,Day 71-77,Learning Module 11,SK243,COURSE0243,PROJ0243,Complete Week 11 objectives,10
RM0528,ROLE022,90-Day,12,Day 78-84,Learning Module 12,SK265,COURSE0265,PROJ0265,Complete Week 12 objectives,10
RM0529,ROLE023,30-Day,1,Day 1-7,Learning Module 1,SK024,COURSE0024,PROJ0024,Complete Week 1 objectives,20
RM0530,ROLE023,30-Day,2,Day 8-14,Learning Module 2,SK047,COURSE0047,PROJ0047,Complete Week 2 objectives,20
RM0531,ROLE023,30-Day,3,Day 15-21,Learning Module 3,SK070,COURSE0070,PROJ0070,Complete Week 3 objectives,20
RM0532,ROLE023,30-Day,4,Day 22-28,Learning Module 4,SK093,COURSE0093,PROJ0093,Complete Week 4 objectives,20
RM0533,ROLE023,60-Day,1,Day 1-7,Learning Module 1,SK024,COURSE0024,PROJ0024,Complete Week 1 objectives,15
RM0534,ROLE023,60-Day,2,Day 8-14,Learning Module 2,SK047,COURSE0047,PROJ0047,Complete Week 2 objectives,15
RM0535,ROLE023,60-Day,3,Day 15-21,Learning Module 3,SK070,COURSE0070,PROJ0070,Complete Week 3 objectives,15
RM0536,ROLE023,60-Day,4,Day 22-28,Learning Module 4,SK093,COURSE0093,PROJ0093,Complete Week 4 objectives,15
RM0537,ROLE023,60-Day,5,Day 29-35,Learning Module 5,SK116,COURSE0116,PROJ0116,Complete Week 5 objectives,15
RM0538,ROLE023,60-Day,6,Day 36-42,Learning Module 6,SK139,COURSE0139,PROJ0139,Complete Week 6 objectives,15
RM0539,ROLE023,60-Day,7,Day 43-49,Learning Module 7,SK162,COURSE0162,PROJ0162,Complete Week 7 objectives,15
RM0540,ROLE023,60-Day,8,Day 50-56,Learning Module 8,SK185,COURSE0185,PROJ0185,Complete Week 8 objectives,15
RM0541,ROLE023,90-Day,1,Day 1-7,Learning Module 1,SK024,COURSE0024,PROJ0024,Complete Week 1 objectives,10
RM0542,ROLE023,90-Day,2,Day 8-14,Learning Module 2,SK047,COURSE0047,PROJ0047,Complete Week 2 objectives,10
RM0543,ROLE023,90-Day,3,Day 15-21,Learning Module 3,SK070,COURSE0070,PROJ0070,Complete Week 3 objectives,10
RM0544,ROLE023,90-Day,4,Day 22-28,Learning Module 4,SK093,COURSE0093,PROJ0093,Complete Week 4 objectives,10
RM0545,ROLE023,90-Day,5,Day 29-35,Learning Module 5,SK116,COURSE0116,PROJ0116,Complete Week 5 objectives,10
RM0546,ROLE023,90-Day,6,Day 36-42,Learning Module 6,SK139,COURSE0139,PROJ0139,Complete Week 6 objectives,10
RM0547,ROLE023,90-Day,7,Day 43-49,Learning Module 7,SK162,COURSE0162,PROJ0162,Complete Week 7 objectives,10
RM0548,ROLE023,90-Day,8,Day 50-56,Learning Module 8,SK185,COURSE0185,PROJ0185,Complete Week 8 objectives,10
RM0549,ROLE023,90-Day,9,Day 57-63,Learning Module 9,SK208,COURSE0208,PROJ0208,Complete Week 9 objectives,10
RM0550,ROLE023,90-Day,10,Day 64-70,Learning Module 10,SK231,COURSE0231,PROJ0231,Complete Week 10 objectives,10
RM0551,ROLE023,90-Day,11,Day 71-77,Learning Module 11,SK254,COURSE0254,PROJ0254,Complete Week 11 objectives,10
RM0552,ROLE023,90-Day,12,Day 78-84,Learning Module 12,SK277,COURSE0277,PROJ0277,Complete Week 12 objectives,10
RM0553,ROLE024,30-Day,1,Day 1-7,Learning Module 1,SK025,COURSE0025,PROJ0025,Complete Week 1 objectives,20
RM0554,ROLE024,30-Day,2,Day 8-14,Learning Module 2,SK049,COURSE0049,PROJ0049,Complete Week 2 objectives,20
RM0555,ROLE024,30-Day,3,Day 15-21,Learning Module 3,SK073,COURSE0073,PROJ0073,Complete Week 3 objectives,20
RM0556,ROLE024,30-Day,4,Day 22-28,Learning Module 4,SK097,COURSE0097,PROJ0097,Complete Week 4 objectives,20
RM0557,ROLE024,60-Day,1,Day 1-7,Learning Module 1,SK025,COURSE0025,PROJ0025,Complete Week 1 objectives,15
RM0558,ROLE024,60-Day,2,Day 8-14,Learning Module 2,SK049,COURSE0049,PROJ0049,Complete Week 2 objectives,15
RM0559,ROLE024,60-Day,3,Day 15-21,Learning Module 3,SK073,COURSE0073,PROJ0073,Complete Week 3 objectives,15
RM0560,ROLE024,60-Day,4,Day 22-28,Learning Module 4,SK097,COURSE0097,PROJ0097,Complete Week 4 objectives,15
RM0561,ROLE024,60-Day,5,Day 29-35,Learning Module 5,SK121,COURSE0121,PROJ0121,Complete Week 5 objectives,15
RM0562,ROLE024,60-Day,6,Day 36-42,Learning Module 6,SK145,COURSE0145,PROJ0145,Complete Week 6 objectives,15
RM0563,ROLE024,60-Day,7,Day 43-49,Learning Module 7,SK169,COURSE0169,PROJ0169,Complete Week 7 objectives,15
RM0564,ROLE024,60-Day,8,Day 50-56,Learning Module 8,SK193,COURSE0193,PROJ0193,Complete Week 8 objectives,15
RM0565,ROLE024,90-Day,1,Day 1-7,Learning Module 1,SK025,COURSE0025,PROJ0025,Complete Week 1 objectives,10
RM0566,ROLE024,90-Day,2,Day 8-14,Learning Module 2,SK049,COURSE0049,PROJ0049,Complete Week 2 objectives,10
RM0567,ROLE024,90-Day,3,Day 15-21,Learning Module 3,SK073,COURSE0073,PROJ0073,Complete Week 3 objectives,10
RM0568,ROLE024,90-Day,4,Day 22-28,Learning Module 4,SK097,COURSE0097,PROJ0097,Complete Week 4 objectives,10
RM0569,ROLE024,90-Day,5,Day 29-35,Learning Module 5,SK121,COURSE0121,PROJ0121,Complete Week 5 objectives,10
RM0570,ROLE024,90-Day,6,Day 36-42,Learning Module 6,SK145,COURSE0145,PROJ0145,Complete Week 6 objectives,10
RM0571,ROLE024,90-Day,7,Day 43-49,Learning Module 7,SK169,COURSE0169,PROJ0169,Complete Week 7 objectives,10
RM0572,ROLE024,90-Day,8,Day 50-56,Learning Module 8,SK193,COURSE0193,PROJ0193,Complete Week 8 objectives,10
RM0573,ROLE024,90-Day,9,Day 57-63,Learning Module 9,SK217,COURSE0217,PROJ0217,Complete Week 9 objectives,10
RM0574,ROLE024,90-Day,10,Day 64-70,Learning Module 10,SK241,COURSE0241,PROJ0241,Complete Week 10 objectives,10
RM0575,ROLE024,90-Day,11,Day 71-77,Learning Module 11,SK265,COURSE0265,PROJ0265,Complete Week 11 objectives,10
RM0576,ROLE024,90-Day,12,Day 78-84,Learning Module 12,SK010,COURSE0289,PROJ0289,Complete Week 12 objectives,10
RM0577,ROLE025,30-Day,1,Day 1-7,Learning Module 1,SK026,COURSE0026,PROJ0026,Complete Week 1 objectives,20
RM0578,ROLE025,30-Day,2,Day 8-14,Learning Module 2,SK051,COURSE0051,PROJ0051,Complete Week 2 objectives,20
RM0579,ROLE025,30-Day,3,Day 15-21,Learning Module 3,SK076,COURSE0076,PROJ0076,Complete Week 3 objectives,20
RM0580,ROLE025,30-Day,4,Day 22-28,Learning Module 4,SK101,COURSE0101,PROJ0101,Complete Week 4 objectives,20
RM0581,ROLE025,60-Day,1,Day 1-7,Learning Module 1,SK026,COURSE0026,PROJ0026,Complete Week 1 objectives,15
RM0582,ROLE025,60-Day,2,Day 8-14,Learning Module 2,SK051,COURSE0051,PROJ0051,Complete Week 2 objectives,15
RM0583,ROLE025,60-Day,3,Day 15-21,Learning Module 3,SK076,COURSE0076,PROJ0076,Complete Week 3 objectives,15
RM0584,ROLE025,60-Day,4,Day 22-28,Learning Module 4,SK101,COURSE0101,PROJ0101,Complete Week 4 objectives,15
RM0585,ROLE025,60-Day,5,Day 29-35,Learning Module 5,SK126,COURSE0126,PROJ0126,Complete Week 5 objectives,15
RM0586,ROLE025,60-Day,6,Day 36-42,Learning Module 6,SK151,COURSE0151,PROJ0151,Complete Week 6 objectives,15
RM0587,ROLE025,60-Day,7,Day 43-49,Learning Module 7,SK176,COURSE0176,PROJ0176,Complete Week 7 objectives,15
RM0588,ROLE025,60-Day,8,Day 50-56,Learning Module 8,SK201,COURSE0201,PROJ0201,Complete Week 8 objectives,15
RM0589,ROLE025,90-Day,1,Day 1-7,Learning Module 1,SK026,COURSE0026,PROJ0026,Complete Week 1 objectives,10
RM0590,ROLE025,90-Day,2,Day 8-14,Learning Module 2,SK051,COURSE0051,PROJ0051,Complete Week 2 objectives,10
RM0591,ROLE025,90-Day,3,Day 15-21,Learning Module 3,SK076,COURSE0076,PROJ0076,Complete Week 3 objectives,10
RM0592,ROLE025,90-Day,4,Day 22-28,Learning Module 4,SK101,COURSE0101,PROJ0101,Complete Week 4 objectives,10
RM0593,ROLE025,90-Day,5,Day 29-35,Learning Module 5,SK126,COURSE0126,PROJ0126,Complete Week 5 objectives,10
RM0594,ROLE025,90-Day,6,Day 36-42,Learning Module 6,SK151,COURSE0151,PROJ0151,Complete Week 6 objectives,10
RM0595,ROLE025,90-Day,7,Day 43-49,Learning Module 7,SK176,COURSE0176,PROJ0176,Complete Week 7 objectives,10
RM0596,ROLE025,90-Day,8,Day 50-56,Learning Module 8,SK201,COURSE0201,PROJ0201,Complete Week 8 objectives,10
RM0597,ROLE025,90-Day,9,Day 57-63,Learning Module 9,SK226,COURSE0226,PROJ0226,Complete Week 9 objectives,10
RM0598,ROLE025,90-Day,10,Day 64-70,Learning Module 10,SK251,COURSE0251,PROJ0251,Complete Week 10 objectives,10
RM0599,ROLE025,90-Day,11,Day 71-77,Learning Module 11,SK276,COURSE0276,PROJ0276,Complete Week 11 objectives,10
RM0600,ROLE025,90-Day,12,Day 78-84,Learning Module 12,SK022,COURSE0301,PROJ0301,Complete Week 12 objectives,10
RM0601,ROLE026,30-Day,1,Day 1-7,Learning Module 1,SK027,COURSE0027,PROJ0027,Complete Week 1 objectives,20
RM0602,ROLE026,30-Day,2,Day 8-14,Learning Module 2,SK053,COURSE0053,PROJ0053,Complete Week 2 objectives,20
RM0603,ROLE026,30-Day,3,Day 15-21,Learning Module 3,SK079,COURSE0079,PROJ0079,Complete Week 3 objectives,20
RM0604,ROLE026,30-Day,4,Day 22-28,Learning Module 4,SK105,COURSE0105,PROJ0105,Complete Week 4 objectives,20
RM0605,ROLE026,60-Day,1,Day 1-7,Learning Module 1,SK027,COURSE0027,PROJ0027,Complete Week 1 objectives,15
RM0606,ROLE026,60-Day,2,Day 8-14,Learning Module 2,SK053,COURSE0053,PROJ0053,Complete Week 2 objectives,15
RM0607,ROLE026,60-Day,3,Day 15-21,Learning Module 3,SK079,COURSE0079,PROJ0079,Complete Week 3 objectives,15
RM0608,ROLE026,60-Day,4,Day 22-28,Learning Module 4,SK105,COURSE0105,PROJ0105,Complete Week 4 objectives,15
RM0609,ROLE026,60-Day,5,Day 29-35,Learning Module 5,SK131,COURSE0131,PROJ0131,Complete Week 5 objectives,15
RM0610,ROLE026,60-Day,6,Day 36-42,Learning Module 6,SK157,COURSE0157,PROJ0157,Complete Week 6 objectives,15
RM0611,ROLE026,60-Day,7,Day 43-49,Learning Module 7,SK183,COURSE0183,PROJ0183,Complete Week 7 objectives,15
RM0612,ROLE026,60-Day,8,Day 50-56,Learning Module 8,SK209,COURSE0209,PROJ0209,Complete Week 8 objectives,15
RM0613,ROLE026,90-Day,1,Day 1-7,Learning Module 1,SK027,COURSE0027,PROJ0027,Complete Week 1 objectives,10
RM0614,ROLE026,90-Day,2,Day 8-14,Learning Module 2,SK053,COURSE0053,PROJ0053,Complete Week 2 objectives,10
RM0615,ROLE026,90-Day,3,Day 15-21,Learning Module 3,SK079,COURSE0079,PROJ0079,Complete Week 3 objectives,10
RM0616,ROLE026,90-Day,4,Day 22-28,Learning Module 4,SK105,COURSE0105,PROJ0105,Complete Week 4 objectives,10
RM0617,ROLE026,90-Day,5,Day 29-35,Learning Module 5,SK131,COURSE0131,PROJ0131,Complete Week 5 objectives,10
RM0618,ROLE026,90-Day,6,Day 36-42,Learning Module 6,SK157,COURSE0157,PROJ0157,Complete Week 6 objectives,10
RM0619,ROLE026,90-Day,7,Day 43-49,Learning Module 7,SK183,COURSE0183,PROJ0183,Complete Week 7 objectives,10
RM0620,ROLE026,90-Day,8,Day 50-56,Learning Module 8,SK209,COURSE0209,PROJ0209,Complete Week 8 objectives,10
RM0621,ROLE026,90-Day,9,Day 57-63,Learning Module 9,SK235,COURSE0235,PROJ0235,Complete Week 9 objectives,10
RM0622,ROLE026,90-Day,10,Day 64-70,Learning Module 10,SK261,COURSE0261,PROJ0261,Complete Week 10 objectives,10
RM0623,ROLE026,90-Day,11,Day 71-77,Learning Module 11,SK008,COURSE0287,PROJ0287,Complete Week 11 objectives,10
RM0624,ROLE026,90-Day,12,Day 78-84,Learning Module 12,SK034,COURSE0313,PROJ0313,Complete Week 12 objectives,10
RM0625,ROLE027,30-Day,1,Day 1-7,Learning Module 1,SK028,COURSE0028,PROJ0028,Complete Week 1 objectives,20
RM0626,ROLE027,30-Day,2,Day 8-14,Learning Module 2,SK055,COURSE0055,PROJ0055,Complete Week 2 objectives,20
RM0627,ROLE027,30-Day,3,Day 15-21,Learning Module 3,SK082,COURSE0082,PROJ0082,Complete Week 3 objectives,20
RM0628,ROLE027,30-Day,4,Day 22-28,Learning Module 4,SK109,COURSE0109,PROJ0109,Complete Week 4 objectives,20
RM0629,ROLE027,60-Day,1,Day 1-7,Learning Module 1,SK028,COURSE0028,PROJ0028,Complete Week 1 objectives,15
RM0630,ROLE027,60-Day,2,Day 8-14,Learning Module 2,SK055,COURSE0055,PROJ0055,Complete Week 2 objectives,15
RM0631,ROLE027,60-Day,3,Day 15-21,Learning Module 3,SK082,COURSE0082,PROJ0082,Complete Week 3 objectives,15
RM0632,ROLE027,60-Day,4,Day 22-28,Learning Module 4,SK109,COURSE0109,PROJ0109,Complete Week 4 objectives,15
RM0633,ROLE027,60-Day,5,Day 29-35,Learning Module 5,SK136,COURSE0136,PROJ0136,Complete Week 5 objectives,15
RM0634,ROLE027,60-Day,6,Day 36-42,Learning Module 6,SK163,COURSE0163,PROJ0163,Complete Week 6 objectives,15
RM0635,ROLE027,60-Day,7,Day 43-49,Learning Module 7,SK190,COURSE0190,PROJ0190,Complete Week 7 objectives,15
RM0636,ROLE027,60-Day,8,Day 50-56,Learning Module 8,SK217,COURSE0217,PROJ0217,Complete Week 8 objectives,15
RM0637,ROLE027,90-Day,1,Day 1-7,Learning Module 1,SK028,COURSE0028,PROJ0028,Complete Week 1 objectives,10
RM0638,ROLE027,90-Day,2,Day 8-14,Learning Module 2,SK055,COURSE0055,PROJ0055,Complete Week 2 objectives,10
RM0639,ROLE027,90-Day,3,Day 15-21,Learning Module 3,SK082,COURSE0082,PROJ0082,Complete Week 3 objectives,10
RM0640,ROLE027,90-Day,4,Day 22-28,Learning Module 4,SK109,COURSE0109,PROJ0109,Complete Week 4 objectives,10
RM0641,ROLE027,90-Day,5,Day 29-35,Learning Module 5,SK136,COURSE0136,PROJ0136,Complete Week 5 objectives,10
