student_id,branch,year,cgpa,current_skills,skill_level,certifications,dream_role,available_hours_per_week,learning_mode,career_goal
STU400,Electrical,4th,6.49,"Power Systems, Circuit Design, PLC Programming, MATLAB",Beginner,NPTEL Python,Power Systems Engineer,6,Hybrid,Higher Studies
STU401,Electrical,1st,7.39,"Circuit Design, Power Systems",Intermediate,NPTEL Python,Power Systems Engineer,14,Hybrid,Startup
STU402,Chemical,4th,9.14,"MATLAB, Safety Management, Process Simulation, Excel",Advanced,Cisco CCNA,Production Engineer,7,Offline,Government Job
STU403,Electrical,4th,7.16,"Circuit Design, MATLAB, Power Systems, PLC Programming",Intermediate,Google Data Analytics,Power Systems Engineer,7,Online,Government Job
STU404,Information Technology,2nd,7.38,"SQL, Python, React",Intermediate,Google Data Analytics,Full Stack Developer,10,Offline,Higher Studies
STU405,Chemical,1st,9.53,"MATLAB, Safety Management",Advanced,None,Process Engineer,16,Offline,Higher Studies
STU406,Computer Science,1st,8.63,"Algorithms, Java",Beginner,AWS Cloud Practitioner,ML Engineer,15,Offline,Placement
STU407,Chemical,4th,9.74,"Excel, MATLAB, Process Simulation, Safety Management",Advanced,Google Data Analytics,Production Engineer,14,Hybrid,Startup
STU408,Electronics & Communication,1st,7.28,"C++, MATLAB",Beginner,Cisco CCNA,VLSI Engineer,19,Hybrid,Higher Studies
STU409,Mechanical,4th,9.5,"ANSYS, AutoCAD, SolidWorks, MATLAB",Beginner,NPTEL Python,Automotive Engineer,20,Offline,Higher Studies
STU410,Computer Science,1st,9.15,"SQL, Git",Intermediate,Google Data Analytics,Software Developer,16,Offline,Placement
STU411,Civil,4th,8.35,"STAAD Pro, Surveying, Excel, AutoCAD",Intermediate,Cisco CCNA,Structural Engineer,12,Offline,Higher Studies
STU412,Chemical,2nd,7.56,"MATLAB, Excel, Safety Management",Intermediate,Google Data Analytics,Process Engineer,18,Offline,Placement
STU413,Computer Science,4th,7.08,"Python, Algorithms, Data Structures, Machine Learning, SQL",Intermediate,Cisco CCNA,Data Scientist,15,Hybrid,Startup
STU414,Civil,4th,8.59,"AutoCAD, STAAD Pro, Surveying, Excel",Intermediate,AWS Cloud Practitioner,Structural Engineer,20,Hybrid,Higher Studies
STU415,Civil,2nd,9.1,"STAAD Pro, Surveying, Excel",Intermediate,Google Data Analytics,Civil Site Engineer,20,Hybrid,Higher Studies
STU416,Information Technology,3rd,8.17,"Python, SQL, Git, JavaScript",Advanced,None,Full Stack Developer,13,Online,Higher Studies
STU417,Mechanical,3rd,7.26,"MATLAB, AutoCAD, ANSYS, SolidWorks",Beginner,Cisco CCNA,Mechanical Design Engineer,5,Online,Higher Studies
STU418,Chemical,2nd,7.66,"Safety Management, Process Simulation, Excel",Intermediate,Cisco CCNA,Process Engineer,8,Online,Placement
STU419,Chemical,4th,7.22,"MATLAB, Safety Management, Process Simulation, Excel",Beginner,Google Data Analytics,Process Engineer,14,Hybrid,Higher Studies
STU420,Civil,2nd,6.6,"AutoCAD, Surveying, Excel",Beginner,Google Data Analytics,Structural Engineer,7,Offline,Startup
STU421,Electronics & Communication,4th,8.18,"Embedded C, Verilog, C, C++, MATLAB",Intermediate,Cisco CCNA,VLSI Engineer,13,Offline,Government Job
STU422,Chemical,4th,7.87,"Excel, MATLAB, Safety Management, Process Simulation",Intermediate,Cisco CCNA,Production Engineer,19,Online,Placement
STU423,Mechanical,4th,8.21,"AutoCAD, SolidWorks, MATLAB, ANSYS",Beginner,AWS Cloud Practitioner,Automotive Engineer,18,Online,Placement
STU424,Mechanical,3rd,6.3,"SolidWorks, MATLAB, ANSYS, AutoCAD",Beginner,NPTEL Python,Automotive Engineer,8,Hybrid,Higher Studies
STU425,Chemical,3rd,7.15,"Process Simulation, Safety Management, Excel, MATLAB",Beginner,None,Production Engineer,13,Online,Startup
STU426,Mechanical,2nd,7.19,"MATLAB, ANSYS, AutoCAD",Advanced,Cisco CCNA,Robotics Engineer,7,Hybrid,Government Job
STU427,Computer Science,2nd,7.45,"SQL, Algorithms, Git",Advanced,Google Data Analytics,Backend Developer,11,Online,Government Job
STU428,Civil,2nd,6.89,"Surveying, STAAD Pro, Excel",Advanced,NPTEL Python,Structural Engineer,15,Hybrid,Higher Studies
STU429,Civil,3rd,6.26,"Surveying, STAAD Pro, AutoCAD, Excel",Beginner,NPTEL Python,Structural Engineer,13,Offline,Placement
STU430,Electronics & Communication,2nd,7.6,"C, Verilog, Embedded C",Intermediate,AWS Cloud Practitioner,Embedded Systems Engineer,16,Offline,Startup
STU431,Mechanical,3rd,6.26,"SolidWorks, ANSYS, AutoCAD, MATLAB",Intermediate,AWS Cloud Practitioner,Automotive Engineer,7,Offline,Startup
STU432,Civil,2nd,6.05,"AutoCAD, STAAD Pro, Excel",Beginner,Cisco CCNA,Structural Engineer,19,Offline,Higher Studies
STU433,Electronics & Communication,1st,6.03,"C++, Embedded C",Advanced,Google Data Analytics,IoT Developer,12,Online,Higher Studies
STU434,Computer Science,2nd,6.33,"SQL, Python, React",Advanced,Google Data Analytics,Software Developer,13,Offline,Placement
STU435,Information Technology,1st,8.65,"Node.js, Git",Intermediate,Cisco CCNA,Software Developer,15,Offline,Higher Studies
STU436,Chemical,4th,7.68,"Safety Management, MATLAB, Excel, Process Simulation",Intermediate,Cisco CCNA,Production Engineer,18,Hybrid,Government Job
STU437,Mechanical,2nd,9.59,"MATLAB, ANSYS, SolidWorks",Beginner,Cisco CCNA,Mechanical Design Engineer,7,Hybrid,Government Job
STU438,Information Technology,2nd,8.69,"Python, JavaScript, SQL",Beginner,None,Cloud Engineer,10,Online,Startup
STU439,Civil,4th,7.51,"Surveying, Excel, STAAD Pro, AutoCAD",Advanced,Google Data Analytics,Structural Engineer,14,Online,Startup
STU440,Computer Science,2nd,8.29,"Python, Data Structures, Java",Intermediate,None,Software Developer,10,Offline,Government Job
STU441,Mechanical,2nd,8.19,"ANSYS, AutoCAD, MATLAB",Advanced,Cisco CCNA,Robotics Engineer,10,Hybrid,Startup
STU442,Electronics & Communication,1st,7.56,"MATLAB, Verilog",Advanced,Google Data Analytics,VLSI Engineer,9,Hybrid,Startup
STU443,Computer Science,1st,6.64,"Git, Java",Intermediate,None,Data Scientist,18,Hybrid,Higher Studies
STU444,Civil,2nd,7.18,"Surveying, STAAD Pro, AutoCAD",Beginner,NPTEL Python,Civil Site Engineer,11,Hybrid,Government Job
STU445,Electronics & Communication,4th,8.11,"C, C++, MATLAB, Verilog, Embedded C",Beginner,Google Data Analytics,VLSI Engineer,5,Offline,Placement
STU446,Electronics & Communication,3rd,9.26,"C, Verilog, C++, MATLAB",Intermediate,Google Data Analytics,VLSI Engineer,7,Offline,Higher Studies
STU447,Computer Science,3rd,9.8,"React, Machine Learning, Git, Python",Intermediate,None,Backend Developer,13,Hybrid,Government Job
STU448,Information Technology,3rd,9.16,"JavaScript, React, Git, Node.js",Intermediate,NPTEL Python,Software Developer,9,Offline,Government Job
STU449,Electronics & Communication,2nd,7.57,"C, MATLAB, C++",Advanced,AWS Cloud Practitioner,IoT Developer,10,Hybrid,Government Job
STU450,Computer Science,4th,7.22,"Python, SQL, Machine Learning, Java, Algorithms",Advanced,Google Data Analytics,Backend Developer,20,Hybrid,Higher Studies
STU451,Information Technology,4th,8.91,"Node.js, JavaScript, SQL, Python, Git",Advanced,Google Data Analytics,Cloud Engineer,18,Offline,Higher Studies
STU452,Civil,1st,7.59,"AutoCAD, Surveying",Beginner,AWS Cloud Practitioner,Civil Site Engineer,6,Hybrid,Government Job
STU453,Computer Science,4th,7.65,"Machine Learning, Java, Python, Git, React",Advanced,None,Data Scientist,7,Hybrid,Higher Studies
STU454,Electronics & Communication,3rd,8.65,"C++, Verilog, Embedded C, MATLAB",Intermediate,NPTEL Python,IoT Developer,14,Hybrid,Higher Studies
STU455,Civil,2nd,6.61,"AutoCAD, Surveying, STAAD Pro",Intermediate,NPTEL Python,Civil Site Engineer,6,Offline,Higher Studies
STU456,Electrical,4th,9.13,"Circuit Design, MATLAB, Power Systems, PLC Programming",Advanced,NPTEL Python,Power Systems Engineer,19,Hybrid,Government Job
STU457,Electronics & Communication,3rd,9.2,"C, C++, MATLAB, Verilog",Intermediate,None,Embedded Systems Engineer,14,Hybrid,Placement
STU458,Information Technology,2nd,6.01,"Python, Git, React",Advanced,Cisco CCNA,Cloud Engineer,14,Hybrid,Government Job
STU459,Electronics & Communication,1st,8.82,"Verilog, MATLAB",Beginner,None,VLSI Engineer,5,Online,Higher Studies
STU460,Computer Science,4th,7.91,"Data Structures, React, Git, Algorithms, SQL",Beginner,AWS Cloud Practitioner,Backend Developer,12,Online,Startup
STU461,Information Technology,2nd,7.21,"Python, Node.js, SQL",Intermediate,NPTEL Python,Cloud Engineer,9,Offline,Placement
STU462,Electrical,3rd,7.58,"PLC Programming, Circuit Design, MATLAB, Power Systems",Advanced,NPTEL Python,Electrical Engineer,11,Hybrid,Placement
STU463,Electrical,3rd,9.28,"MATLAB, PLC Programming, Circuit Design, Power Systems",Advanced,Cisco CCNA,Electrical Engineer,11,Offline,Government Job
STU464,Electronics & Communication,1st,9.26,"Verilog, Embedded C",Beginner,None,Embedded Systems Engineer,17,Online,Higher Studies
STU465,Electronics & Communication,3rd,9.77,"MATLAB, C, C++, Verilog",Advanced,AWS Cloud Practitioner,Embedded Systems Engineer,11,Online,Startup
STU466,Civil,3rd,6.98,"Surveying, Excel, STAAD Pro, AutoCAD",Advanced,AWS Cloud Practitioner,Structural Engineer,14,Hybrid,Government Job
STU467,Chemical,2nd,7.8,"MATLAB, Safety Management, Excel",Beginner,Cisco CCNA,Production Engineer,7,Online,Higher Studies
STU468,Mechanical,2nd,6.89,"ANSYS, MATLAB, SolidWorks",Advanced,None,Robotics Engineer,14,Online,Higher Studies
STU469,Civil,1st,8.63,"Surveying, STAAD Pro",Advanced,None,Civil Site Engineer,6,Offline,Higher Studies
STU470,Chemical,3rd,8.56,"MATLAB, Excel, Safety Management, Process Simulation",Advanced,None,Production Engineer,12,Offline,Startup
STU471,Electrical,3rd,8.83,"Power Systems, Circuit Design, MATLAB, PLC Programming",Beginner,AWS Cloud Practitioner,Electrical Engineer,15,Offline,Higher Studies
STU472,Electrical,4th,6.92,"MATLAB, Power Systems, Circuit Design, PLC Programming",Beginner,AWS Cloud Practitioner,Electrical Engineer,17,Hybrid,Higher Studies
STU473,Computer Science,3rd,9.14,"Machine Learning, Data Structures, Java, Algorithms",Intermediate,Google Data Analytics,Backend Developer,10,Hybrid,Government Job
STU474,Electronics & Communication,4th,7.18,"Embedded C, C, C++, Verilog, MATLAB",Beginner,Cisco CCNA,VLSI Engineer,20,Hybrid,Startup
STU475,Computer Science,3rd,8.64,"Machine Learning, Java, Data Structures, SQL",Intermediate,None,ML Engineer,20,Hybrid,Government Job
STU476,Electronics & Communication,2nd,7.4,"Verilog, Embedded C, MATLAB",Beginner,Google Data Analytics,Embedded Systems Engineer,16,Offline,Government Job
STU477,Mechanical,4th,9.33,"AutoCAD, ANSYS, MATLAB, SolidWorks",Beginner,NPTEL Python,Mechanical Design Engineer,18,Offline,Startup
STU478,Computer Science,2nd,6.54,"Python, React, SQL",Intermediate,Google Data Analytics,ML Engineer,7,Hybrid,Government Job
STU479,Mechanical,2nd,8.58,"SolidWorks, AutoCAD, MATLAB",Beginner,None,Automotive Engineer,10,Online,Startup
STU480,Mechanical,2nd,6.33,"ANSYS, SolidWorks, MATLAB",Intermediate,Google Data Analytics,Mechanical Design Engineer,8,Offline,Placement
STU481,Electrical,4th,7.61,"Circuit Design, Power Systems, PLC Programming, MATLAB",Intermediate,None,Power Systems Engineer,7,Hybrid,Startup
STU482,Mechanical,2nd,9.24,"ANSYS, AutoCAD, SolidWorks",Advanced,NPTEL Python,Automotive Engineer,9,Hybrid,Placement
STU483,Chemical,1st,9.08,"Process Simulation, Safety Management",Advanced,Cisco CCNA,Process Engineer,15,Offline,Higher Studies
STU484,Civil,1st,7.39,"Excel, STAAD Pro",Intermediate,Google Data Analytics,Structural Engineer,12,Online,Government Job
STU485,Chemical,1st,6.52,"Safety Management, MATLAB",Intermediate,None,Process Engineer,6,Offline,Placement
STU486,Computer Science,4th,6.72,"Python, Git, Data Structures, React, Machine Learning",Intermediate,AWS Cloud Practitioner,Backend Developer,15,Hybrid,Government Job
STU487,Electronics & Communication,2nd,7.1,"MATLAB, C, Verilog",Beginner,Google Data Analytics,IoT Developer,13,Offline,Government Job
STU488,Electronics & Communication,2nd,6.71,"C, Embedded C, C++",Advanced,Cisco CCNA,IoT Developer,17,Hybrid,Higher Studies
STU489,Mechanical,4th,8.12,"AutoCAD, SolidWorks, MATLAB, ANSYS",Beginner,None,Automotive Engineer,18,Online,Placement
STU490,Electrical,2nd,8.49,"PLC Programming, Circuit Design, Power Systems",Advanced,AWS Cloud Practitioner,Power Systems Engineer,6,Hybrid,Placement
STU491,Electronics & Communication,1st,7.29,"Verilog, MATLAB",Beginner,AWS Cloud Practitioner,VLSI Engineer,15,Online,Higher Studies
STU492,Electronics & Communication,2nd,7.59,"C++, Verilog, Embedded C",Intermediate,NPTEL Python,IoT Developer,5,Online,Startup
STU493,Electronics & Communication,1st,9.51,"Embedded C, MATLAB",Advanced,AWS Cloud Practitioner,IoT Developer,20,Offline,Government Job
STU494,Information Technology,3rd,6.84,"SQL, React, Python, Node.js",Beginner,None,Cloud Engineer,12,Online,Startup
STU495,Civil,1st,6.9,"Surveying, STAAD Pro",Intermediate,NPTEL Python,Structural Engineer,16,Online,Government Job
STU496,Electronics & Communication,1st,7.08,"C++, MATLAB",Beginner,Cisco CCNA,IoT Developer,16,Offline,Government Job
STU497,Electronics & Communication,3rd,7.63,"Embedded C, C, C++, MATLAB",Advanced,None,Embedded Systems Engineer,9,Hybrid,Startup
STU498,Computer Science,2nd,9.11,"React, Python, Data Structures",Intermediate,Google Data Analytics,ML Engineer,15,Hybrid,Placement
STU499,Electronics & Communication,4th,8.99,"C++, Embedded C, MATLAB, C, Verilog",Beginner,AWS Cloud Practitioner,Embedded Systems Engineer,12,Online,Government Job
STU500,Chemical,4th,6.61,"Process Simulation, Safety Management, MATLAB, Excel",Intermediate,NPTEL Python,Process Engineer,9,Offline,Government Job
STU501,Mechanical,1st,9.28,"SolidWorks, AutoCAD",Intermediate,None,Automotive Engineer,9,Offline,Government Job
STU502,Civil,1st,7.06,"Excel, STAAD Pro",Advanced,Google Data Analytics,Civil Site Engineer,12,Hybrid,Startup
STU503,Mechanical,3rd,6.77,"SolidWorks, MATLAB, ANSYS, AutoCAD",Beginner,Cisco CCNA,Mechanical Design Engineer,7,Offline,Government Job
STU504,Civil,3rd,8.91,"Excel, AutoCAD, Surveying, STAAD Pro",Advanced,Cisco CCNA,Structural Engineer,11,Hybrid,Government Job
STU505,Computer Science,4th,7.39,"Python, Data Structures, Git, Algorithms, Machine Learning",Beginner,Google Data Analytics,Software Developer,15,Hybrid,Placement
STU506,Information Technology,4th,6.06,"Node.js, JavaScript, Git, React, SQL",Advanced,Cisco CCNA,Cloud Engineer,7,Hybrid,Placement
STU507,Electronics & Communication,2nd,8.29,"C++, C, MATLAB",Advanced,Google Data Analytics,Embedded Systems Engineer,11,Online,Higher Studies
STU508,Civil,3rd,8.07,"STAAD Pro, Surveying, AutoCAD, Excel",Advanced,AWS Cloud Practitioner,Civil Site Engineer,15,Offline,Higher Studies
STU509,Civil,2nd,7.32,"STAAD Pro, Excel, AutoCAD",Advanced,Cisco CCNA,Structural Engineer,6,Online,Government Job
STU510,Civil,3rd,8.07,"STAAD Pro, Excel, AutoCAD, Surveying",Intermediate,Google Data Analytics,Civil Site Engineer,12,Offline,Government Job
STU511,Civil,3rd,8.83,"STAAD Pro, AutoCAD, Surveying, Excel",Intermediate,Google Data Analytics,Civil Site Engineer,9,Online,Higher Studies
STU512,Chemical,3rd,6.61,"Safety Management, Process Simulation, Excel, MATLAB",Intermediate,Google Data Analytics,Process Engineer,19,Hybrid,Startup
STU513,Computer Science,2nd,9.07,"Python, Machine Learning, React",Beginner,AWS Cloud Practitioner,Data Scientist,10,Online,Placement
STU514,Civil,1st,6.92,"STAAD Pro, AutoCAD",Advanced,NPTEL Python,Civil Site Engineer,5,Online,Placement
STU515,Mechanical,3rd,8.9,"AutoCAD, MATLAB, ANSYS, SolidWorks",Intermediate,Cisco CCNA,Robotics Engineer,12,Hybrid,Higher Studies
STU516,Information Technology,1st,9.63,"SQL, Node.js",Advanced,Google Data Analytics,Full Stack Developer,18,Online,Startup
STU517,Mechanical,3rd,7.72,"AutoCAD, SolidWorks, MATLAB, ANSYS",Beginner,AWS Cloud Practitioner,Mechanical Design Engineer,17,Hybrid,Placement
STU518,Electrical,2nd,7.65,"Circuit Design, PLC Programming, MATLAB",Intermediate,NPTEL Python,Electrical Engineer,8,Hybrid,Startup
STU519,Mechanical,4th,6.52,"AutoCAD, SolidWorks, ANSYS, MATLAB",Intermediate,AWS Cloud Practitioner,Robotics Engineer,20,Hybrid,Higher Studies
STU520,Mechanical,4th,6.3,"SolidWorks, MATLAB, ANSYS, AutoCAD",Intermediate,AWS Cloud Practitioner,Automotive Engineer,16,Offline,Government Job
STU521,Civil,1st,7.58,"Surveying, AutoCAD",Intermediate,NPTEL Python,Civil Site Engineer,9,Offline,Government Job
STU522,Mechanical,2nd,6.95,"ANSYS, AutoCAD, MATLAB",Beginner,Cisco CCNA,Automotive Engineer,20,Online,Higher Studies
STU523,Information Technology,3rd,8.98,"React, Node.js, Python, SQL",Intermediate,Google Data Analytics,Full Stack Developer,17,Online,Higher Studies
STU524,Mechanical,3rd,9.53,"AutoCAD, SolidWorks, ANSYS, MATLAB",Advanced,AWS Cloud Practitioner,Robotics Engineer,12,Offline,Placement
STU525,Information Technology,2nd,6.73,"SQL, Node.js, Git",Intermediate,None,Full Stack Developer,5,Online,Placement
STU526,Civil,4th,8.77,"Excel, STAAD Pro, AutoCAD, Surveying",Beginner,None,Structural Engineer,15,Hybrid,Startup
STU527,Information Technology,3rd,7.88,"Git, SQL, Python, JavaScript",Intermediate,Google Data Analytics,Software Developer,18,Online,Higher Studies
STU528,Civil,1st,9.04,"Surveying, AutoCAD",Beginner,Google Data Analytics,Civil Site Engineer,16,Online,Government Job
STU529,Electrical,3rd,8.7,"MATLAB, PLC Programming, Circuit Design, Power Systems",Advanced,AWS Cloud Practitioner,Electrical Engineer,19,Hybrid,Higher Studies
STU530,Electronics & Communication,1st,7.0,"C, Embedded C",Advanced,Cisco CCNA,VLSI Engineer,6,Offline,Placement
STU531,Electrical,4th,6.06,"MATLAB, Power Systems, PLC Programming, Circuit Design",Beginner,Google Data Analytics,Electrical Engineer,12,Hybrid,Startup
STU532,Information Technology,2nd,8.55,"Python, Node.js, JavaScript",Beginner,NPTEL Python,Cloud Engineer,11,Hybrid,Government Job
STU533,Chemical,1st,8.67,"MATLAB, Excel",Intermediate,Cisco CCNA,Production Engineer,5,Hybrid,Government Job
STU534,Electronics & Communication,1st,7.8,"Verilog, C",Intermediate,None,Embedded Systems Engineer,11,Hybrid,Government Job
STU535,Computer Science,1st,9.24,"React, Algorithms",Beginner,AWS Cloud Practitioner,Data Scientist,19,Online,Government Job
STU536,Chemical,1st,6.82,"Safety Management, Excel",Beginner,Cisco CCNA,Production Engineer,13,Online,Startup
STU537,Civil,2nd,7.6,"Excel, Surveying, STAAD Pro",Beginner,Cisco CCNA,Structural Engineer,10,Offline,Placement
STU538,Electrical,2nd,8.74,"MATLAB, PLC Programming, Power Systems",Beginner,None,Electrical Engineer,6,Hybrid,Higher Studies
STU539,Civil,1st,7.68,"Excel, Surveying",Advanced,AWS Cloud Practitioner,Civil Site Engineer,10,Hybrid,Startup
STU540,Computer Science,2nd,6.54,"Algorithms, SQL, Java",Beginner,NPTEL Python,Software Developer,19,Hybrid,Placement
STU541,Chemical,2nd,9.65,"Excel, MATLAB, Process Simulation",Beginner,Google Data Analytics,Production Engineer,20,Hybrid,Higher Studies
STU542,Electronics & Communication,4th,7.21,"C++, MATLAB, C, Verilog, Embedded C",Beginner,Google Data Analytics,IoT Developer,11,Offline,Startup
STU543,Information Technology,2nd,8.09,"JavaScript, Python, Git",Intermediate,Google Data Analytics,Software Developer,6,Hybrid,Placement
STU544,Chemical,4th,6.58,"Safety Management, MATLAB, Excel, Process Simulation",Intermediate,Cisco CCNA,Production Engineer,11,Offline,Government Job
STU545,Chemical,4th,7.75,"MATLAB, Process Simulation, Safety Management, Excel",Beginner,Google Data Analytics,Production Engineer,12,Online,Placement
STU546,Electronics & Communication,2nd,8.06,"Embedded C, C, C++",Beginner,AWS Cloud Practitioner,IoT Developer,5,Offline,Placement
STU547,Chemical,3rd,9.44,"MATLAB, Excel, Process Simulation, Safety Management",Beginner,NPTEL Python,Production Engineer,19,Online,Government Job
STU548,Electronics & Communication,2nd,8.4,"C++, Verilog, C",Advanced,Cisco CCNA,Embedded Systems Engineer,7,Offline,Startup
STU549,Chemical,1st,8.03,"Safety Management, Excel",Advanced,AWS Cloud Practitioner,Production Engineer,9,Online,Higher Studies
STU550,Electronics & Communication,4th,8.49,"Embedded C, Verilog, C++, MATLAB, C",Intermediate,None,VLSI Engineer,20,Online,Higher Studies
STU551,Electrical,2nd,6.59,"Circuit Design, MATLAB, Power Systems",Advanced,NPTEL Python,Power Systems Engineer,15,Offline,Higher Studies
STU552,Civil,3rd,8.06,"AutoCAD, Surveying, STAAD Pro, Excel",Beginner,None,Structural Engineer,14,Offline,Startup
STU553,Civil,3rd,7.37,"AutoCAD, Excel, STAAD Pro, Surveying",Intermediate,None,Civil Site Engineer,6,Offline,Startup
STU554,Mechanical,4th,7.74,"MATLAB, ANSYS, SolidWorks, AutoCAD",Beginner,None,Mechanical Design Engineer,6,Hybrid,Higher Studies
STU555,Information Technology,4th,9.58,"SQL, React, JavaScript, Node.js, Git",Beginner,Cisco CCNA,Cloud Engineer,5,Offline,Higher Studies
STU556,Mechanical,4th,6.07,"SolidWorks, AutoCAD, MATLAB, ANSYS",Advanced,AWS Cloud Practitioner,Automotive Engineer,7,Online,Higher Studies
STU557,Information Technology,3rd,7.33,"Python, React, SQL, Node.js",Advanced,None,Software Developer,14,Offline,Placement
STU558,Civil,1st,7.43,"Excel, STAAD Pro",Beginner,None,Structural Engineer,14,Online,Startup
STU559,Computer Science,3rd,8.14,"Java, React, Git, Algorithms",Beginner,AWS Cloud Practitioner,Data Scientist,13,Offline,Placement
STU560,Electrical,3rd,8.05,"MATLAB, Circuit Design, PLC Programming, Power Systems",Beginner,NPTEL Python,Power Systems Engineer,15,Hybrid,Government Job
STU561,Electronics & Communication,4th,8.64,"Embedded C, Verilog, C++, C, MATLAB",Advanced,AWS Cloud Practitioner,IoT Developer,6,Online,Higher Studies
STU562,Electrical,1st,8.24,"MATLAB, Circuit Design",Advanced,Google Data Analytics,Electrical Engineer,17,Hybrid,Higher Studies
STU563,Information Technology,2nd,6.52,"JavaScript, Python, Git",Beginner,Google Data Analytics,Software Developer,13,Hybrid,Higher Studies
STU564,Electrical,4th,7.09,"Power Systems, Circuit Design, PLC Programming, MATLAB",Advanced,Cisco CCNA,Power Systems Engineer,15,Online,Placement
STU565,Computer Science,2nd,8.41,"SQL, React, Machine Learning",Intermediate,Google Data Analytics,Software Developer,11,Online,Placement
STU566,Electrical,3rd,6.41,"Power Systems, MATLAB, Circuit Design, PLC Programming",Advanced,Cisco CCNA,Electrical Engineer,7,Online,Government Job
STU567,Mechanical,1st,6.09,"AutoCAD, MATLAB",Advanced,AWS Cloud Practitioner,Robotics Engineer,15,Offline,Startup
STU568,Electrical,3rd,6.61,"Circuit Design, Power Systems, MATLAB, PLC Programming",Advanced,NPTEL Python,Power Systems Engineer,8,Hybrid,Placement
STU569,Computer Science,1st,9.75,"Python, Java",Advanced,AWS Cloud Practitioner,Software Developer,13,Offline,Higher Studies
STU570,Chemical,2nd,7.75,"Safety Management, Process Simulation, Excel",Beginner,AWS Cloud Practitioner,Process Engineer,8,Offline,Government Job
STU571,Chemical,3rd,7.95,"Excel, Process Simulation, MATLAB, Safety Management",Advanced,NPTEL Python,Production Engineer,17,Offline,Higher Studies
STU572,Mechanical,1st,7.28,"AutoCAD, SolidWorks",Intermediate,None,Robotics Engineer,11,Online,Government Job
STU573,Chemical,1st,9.73,"Safety Management, Excel",Intermediate,None,Process Engineer,19,Hybrid,Startup
STU574,Electrical,3rd,6.35,"MATLAB, Power Systems, Circuit Design, PLC Programming",Advanced,None,Power Systems Engineer,9,Online,Placement
STU575,Civil,1st,6.54,"AutoCAD, STAAD Pro",Advanced,NPTEL Python,Civil Site Engineer,18,Hybrid,Startup
STU576,Electronics & Communication,3rd,8.48,"Embedded C, MATLAB, C++, Verilog",Beginner,None,IoT Developer,9,Offline,Startup
STU577,Information Technology,3rd,6.24,"Node.js, React, JavaScript, SQL",Advanced,None,Cloud Engineer,7,Offline,Higher Studies
STU578,Electronics & Communication,2nd,9.63,"MATLAB, Embedded C, C",Beginner,NPTEL Python,Embedded Systems Engineer,15,Hybrid,Higher Studies
STU579,Mechanical,1st,8.6,"MATLAB, AutoCAD",Intermediate,Google Data Analytics,Mechanical Design Engineer,8,Offline,Startup
STU580,Information Technology,1st,6.91,"Python, Git",Intermediate,Cisco CCNA,Software Developer,6,Offline,Placement
STU581,Information Technology,4th,7.32,"React, Python, Node.js, JavaScript, SQL",Intermediate,Cisco CCNA,Software Developer,13,Offline,Placement
STU582,Chemical,4th,7.01,"Process Simulation, Safety Management, Excel, MATLAB",Beginner,Google Data Analytics,Production Engineer,14,Hybrid,Startup
STU583,Chemical,2nd,7.8,"MATLAB, Excel, Safety Management",Advanced,Google Data Analytics,Production Engineer,15,Hybrid,Government Job
STU584,Civil,4th,7.46,"AutoCAD, Surveying, Excel, STAAD Pro",Intermediate,None,Civil Site Engineer,5,Offline,Higher Studies
STU585,Information Technology,2nd,9.04,"Python, Node.js, React",Beginner,Cisco CCNA,Software Developer,19,Hybrid,Startup
STU586,Chemical,1st,7.76,"Process Simulation, MATLAB",Intermediate,None,Production Engineer,11,Offline,Higher Studies
STU587,Electrical,2nd,6.99,"Circuit Design, Power Systems, MATLAB",Advanced,Google Data Analytics,Electrical Engineer,5,Hybrid,Placement
STU588,Information Technology,4th,8.64,"JavaScript, SQL, Python, Node.js, React",Intermediate,None,Cloud Engineer,16,Hybrid,Government Job
STU589,Electrical,4th,7.7,"Circuit Design, MATLAB, Power Systems, PLC Programming",Intermediate,Google Data Analytics,Electrical Engineer,17,Hybrid,Startup
STU590,Civil,3rd,7.17,"STAAD Pro, Surveying, AutoCAD, Excel",Beginner,Cisco CCNA,Civil Site Engineer,12,Hybrid,Government Job
STU591,Information Technology,4th,8.77,"Python, Git, SQL, JavaScript, React",Intermediate,Google Data Analytics,Software Developer,6,Online,Startup
STU592,Electrical,2nd,6.83,"MATLAB, Power Systems, Circuit Design",Beginner,None,Electrical Engineer,8,Offline,Startup
STU593,Electronics & Communication,4th,6.61,"Verilog, C, MATLAB, Embedded C, C++",Advanced,None,Embedded Systems Engineer,16,Offline,Higher Studies
STU594,Electronics & Communication,2nd,9.22,"C, Embedded C, MATLAB",Intermediate,None,IoT Developer,7,Offline,Government Job
STU595,Computer Science,4th,9.57,"SQL, Java, Machine Learning, React, Python",Beginner,Cisco CCNA,Data Scientist,14,Hybrid,Startup
STU596,Chemical,3rd,6.96,"Excel, MATLAB, Process Simulation, Safety Management",Intermediate,NPTEL Python,Production Engineer,18,Offline,Government Job
STU597,Information Technology,4th,6.13,"JavaScript, React, Git, Python, Node.js",Beginner,Google Data Analytics,Cloud Engineer,11,Offline,Higher Studies
STU598,Chemical,2nd,7.47,"MATLAB, Excel, Process Simulation",Advanced,Google Data Analytics,Process Engineer,8,Offline,Government Job
