student_id,branch,year,cgpa,known_skills,projects_completed,internship_status,preferred_domain,preferred_role,coding_level,communication_level,english_level,daily_learning_hours,career_goal
STU0356,CSE,4,7.02,"SK076, SK011, SK225, SK065, SK089",5,Yes,AI,ROLE018,Intermediate,Intermediate,Fluent,3,Full Stack Developer
STU0357,Civil,3,7.1,"SK102, SK089, SK101, SK102, SK035",8,Yes,AI,ROLE006,Intermediate,Intermediate,Intermediate,5,Cyber Security Analyst
STU0358,Mechanical,2,6.93,"SK061, SK276, SK059, SK139, SK086",7,Yes,AI,ROLE056,Advanced,Intermediate,Intermediate,6,Data Scientist
STU0359,EEE,2,7.62,"SK206, SK028, SK058, SK202, SK220",6,No,Data Science,ROLE057,Beginner,Advanced,Fluent,5,AI Engineer
STU0360,EEE,2,8.25,"SK207, SK058, SK119, SK258, SK259",1,Yes,AI,ROLE041,Beginner,Intermediate,Fluent,1,Cyber Security Analyst
STU0361,ECE,4,9.11,"SK127, SK118, SK230, SK186, SK131",6,No,DevOps,ROLE054,Intermediate,Advanced,Intermediate,5,Data Scientist
STU0362,Civil,2,6.75,"SK030, SK120, SK070, SK232, SK059",7,Yes,Web Development,ROLE029,Beginner,Beginner,Fluent,5,AI Engineer
STU0363,IT,4,8.99,"SK184, SK242, SK135, SK091, SK226",3,Yes,Web Development,ROLE046,Beginner,Intermediate,Fluent,6,Software Engineer
STU0364,CSE,2,8.39,"SK165, SK265, SK084, SK205, SK015",0,Yes,Cyber Security,ROLE057,Beginner,Intermediate,Intermediate,4,AI Engineer
STU0365,CSE,4,9.37,"SK245, SK218, SK130, SK056, SK021",6,No,Mobile,ROLE042,Intermediate,Advanced,Fluent,2,Cloud Engineer
STU0366,ECE,3,8.68,"SK088, SK134, SK013, SK089, SK274",0,No,Data Science,ROLE002,Intermediate,Beginner,Intermediate,4,Full Stack Developer
STU0367,CSE,3,6.16,"SK097, SK069, SK077, SK145, SK063",1,No,Web Development,ROLE003,Intermediate,Beginner,Intermediate,2,Cyber Security Analyst
STU0368,EEE,4,6.29,"SK185, SK241, SK182, SK150, SK153",7,Yes,Cyber Security,ROLE009,Beginner,Beginner,Fluent,3,Data Scientist
STU0369,CSE,4,7.89,"SK275, SK156, SK126, SK151, SK172",5,Yes,Mobile,ROLE024,Intermediate,Advanced,Basic,6,Full Stack Developer
STU0370,Mechanical,2,8.52,"SK017, SK011, SK031, SK175, SK084",5,Yes,Web Development,ROLE013,Advanced,Intermediate,Intermediate,2,Cloud Engineer
STU0371,Mechanical,4,8.68,"SK173, SK015, SK195, SK208, SK223",3,Yes,Cloud,ROLE054,Beginner,Advanced,Intermediate,5,Cloud Engineer
STU0372,Mechanical,1,8.04,"SK166, SK137, SK203, SK034, SK224",8,Yes,DevOps,ROLE060,Advanced,Beginner,Basic,6,Full Stack Developer
STU0373,CSE,4,7.6,"SK121, SK047, SK115, SK096, SK062",0,No,DevOps,ROLE035,Beginner,Beginner,Basic,3,Cloud Engineer
STU0374,CSE,2,8.63,"SK276, SK133, SK161, SK044, SK011",6,No,Web Development,ROLE045,Intermediate,Intermediate,Intermediate,5,Data Scientist
STU0375,CSE,3,9.21,"SK270, SK020, SK018, SK171, SK122",6,Yes,Data Science,ROLE032,Advanced,Beginner,Intermediate,5,Cloud Engineer
STU0376,ECE,4,9.4,"SK122, SK105, SK122, SK238, SK106",3,Yes,Data Science,ROLE054,Intermediate,Beginner,Intermediate,3,Software Engineer
STU0377,Civil,2,6.58,"SK208, SK204, SK231, SK081, SK115",0,Yes,Mobile,ROLE002,Advanced,Advanced,Basic,2,Cyber Security Analyst
STU0378,Civil,2,9.54,"SK222, SK070, SK204, SK011, SK256",8,No,Cyber Security,ROLE058,Intermediate,Intermediate,Fluent,1,AI Engineer
STU0379,Mechanical,2,7.96,"SK122, SK025, SK031, SK194, SK098",8,No,Web Development,ROLE033,Beginner,Beginner,Basic,4,Data Scientist
STU0380,IT,1,6.89,"SK062, SK263, SK026, SK161, SK061",7,No,Mobile,ROLE050,Beginner,Advanced,Basic,1,Full Stack Developer
STU0381,ECE,3,7.51,"SK205, SK199, SK238, SK028, SK087",5,Yes,Cyber Security,ROLE026,Intermediate,Intermediate,Fluent,5,Cloud Engineer
STU0382,CSE,1,7.6,"SK014, SK141, SK068, SK042, SK014",0,Yes,AI,ROLE038,Beginner,Intermediate,Basic,3,Data Scientist
STU0383,CSE,2,7.73,"SK032, SK173, SK198, SK191, SK185",1,Yes,Data Science,ROLE015,Advanced,Advanced,Intermediate,1,Cloud Engineer
STU0384,Civil,1,7.12,"SK244, SK026, SK231, SK171, SK141",5,No,Mobile,ROLE051,Advanced,Beginner,Basic,1,Data Scientist
STU0385,Civil,4,9.71,"SK124, SK073, SK221, SK205, SK186",0,Yes,AI,ROLE007,Intermediate,Advanced,Intermediate,1,Cloud Engineer
STU0386,CSE,4,7.77,"SK108, SK053, SK176, SK224, SK019",0,Yes,DevOps,ROLE034,Intermediate,Intermediate,Intermediate,2,Cyber Security Analyst
STU0387,Mechanical,4,8.34,"SK100, SK166, SK250, SK044, SK229",5,Yes,AI,ROLE023,Beginner,Beginner,Basic,1,Data Scientist
STU0388,Civil,1,6.69,"SK017, SK152, SK172, SK204, SK254",1,Yes,Data Science,ROLE036,Beginner,Advanced,Fluent,1,Cloud Engineer
STU0389,CSE,4,9.57,"SK125, SK202, SK171, SK224, SK193",7,Yes,DevOps,ROLE005,Advanced,Beginner,Fluent,6,Data Scientist
STU0390,Mechanical,3,9.46,"SK020, SK191, SK130, SK191, SK257",4,Yes,Data Science,ROLE013,Beginner,Beginner,Fluent,5,Data Scientist
STU0391,CSE,2,8.53,"SK116, SK209, SK091, SK247, SK221",3,Yes,Data Science,ROLE031,Advanced,Beginner,Intermediate,5,Full Stack Developer
STU0392,Civil,4,7.77,"SK210, SK244, SK151, SK031, SK087",2,No,Web Development,ROLE014,Beginner,Intermediate,Fluent,5,Full Stack Developer
STU0393,Civil,4,7.62,"SK043, SK261, SK150, SK012, SK036",1,No,AI,ROLE047,Beginner,Advanced,Fluent,1,Cloud Engineer
STU0394,CSE,1,8.28,"SK172, SK080, SK237, SK157, SK032",2,No,Mobile,ROLE005,Intermediate,Intermediate,Basic,6,Cyber Security Analyst
STU0395,Civil,2,6.72,"SK273, SK035, SK062, SK232, SK129",2,Yes,DevOps,ROLE008,Beginner,Intermediate,Intermediate,4,Cloud Engineer
STU0396,IT,3,9.54,"SK060, SK060, SK036, SK092, SK192",5,Yes,Cyber Security,ROLE024,Advanced,Advanced,Intermediate,6,Cloud Engineer
STU0397,EEE,3,7.02,"SK187, SK002, SK001, SK175, SK177",5,Yes,DevOps,ROLE034,Advanced,Advanced,Fluent,3,Cloud Engineer
STU0398,IT,2,8.4,"SK106, SK225, SK110, SK090, SK119",2,No,Cloud,ROLE021,Beginner,Beginner,Intermediate,6,Cyber Security Analyst
STU0399,CSE,2,7.19,"SK064, SK109, SK249, SK071, SK124",7,Yes,Data Science,ROLE041,Advanced,Advanced,Intermediate,6,Data Scientist
STU0400,IT,3,8.27,"SK269, SK202, SK128, SK189, SK002",8,No,DevOps,ROLE050,Beginner,Intermediate,Fluent,6,Data Scientist
STU0401,Mechanical,4,6.07,"SK107, SK115, SK047, SK221, SK067",0,No,Cloud,ROLE009,Intermediate,Beginner,Fluent,1,Software Engineer
STU0402,EEE,3,7.21,"SK191, SK077, SK250, SK057, SK236",6,No,Web Development,ROLE051,Advanced,Intermediate,Basic,2,Data Scientist
STU0403,CSE,3,8.82,"SK120, SK155, SK192, SK211, SK259",1,No,DevOps,ROLE055,Intermediate,Beginner,Basic,6,Data Scientist
STU0404,IT,2,9.07,"SK229, SK013, SK183, SK097, SK249",7,Yes,Data Science,ROLE017,Beginner,Advanced,Intermediate,1,AI Engineer
STU0405,IT,1,9.71,"SK019, SK103, SK264, SK060, SK099",5,No,Cloud,ROLE024,Intermediate,Intermediate,Fluent,3,Cyber Security Analyst
STU0406,ECE,2,7.73,"SK196, SK153, SK164, SK259, SK067",8,No,Cloud,ROLE003,Advanced,Advanced,Intermediate,4,Cyber Security Analyst
STU0407,ECE,3,8.81,"SK252, SK211, SK147, SK019, SK038",1,No,Mobile,ROLE050,Beginner,Intermediate,Basic,3,Software Engineer
STU0408,EEE,4,9.16,"SK235, SK076, SK043, SK179, SK181",4,No,AI,ROLE007,Advanced,Beginner,Basic,2,Full Stack Developer
STU0409,EEE,1,7.56,"SK260, SK234, SK197, SK056, SK007",3,No,Web Development,ROLE034,Beginner,Beginner,Fluent,3,AI Engineer
STU0410,Mechanical,3,6.76,"SK268, SK188, SK072, SK188, SK151",4,No,Data Science,ROLE027,Intermediate,Advanced,Fluent,3,AI Engineer
STU0411,EEE,1,7.74,"SK168, SK021, SK180, SK097, SK248",8,No,AI,ROLE053,Beginner,Intermediate,Basic,5,AI Engineer
STU0412,IT,4,8.65,"SK248, SK102, SK187, SK204, SK258",5,No,Data Science,ROLE023,Beginner,Beginner,Intermediate,5,Cloud Engineer
STU0413,CSE,4,6.57,"SK128, SK018, SK061, SK216, SK106",0,Yes,Cyber Security,ROLE007,Intermediate,Beginner,Basic,2,Data Scientist
STU0414,ECE,4,8.41,"SK089, SK188, SK191, SK011, SK123",8,No,Web Development,ROLE029,Advanced,Intermediate,Intermediate,4,AI Engineer
STU0415,Mechanical,1,6.69,"SK021, SK223, SK093, SK069, SK076",4,No,Data Science,ROLE049,Beginner,Beginner,Intermediate,4,Cloud Engineer
STU0416,CSE,2,7.9,"SK033, SK020, SK158, SK017, SK189",3,No,Cloud,ROLE037,Beginner,Intermediate,Fluent,2,AI Engineer
STU0417,ECE,1,7.47,"SK234, SK124, SK066, SK096, SK125",0,Yes,Web Development,ROLE007,Intermediate,Intermediate,Basic,3,Software Engineer
STU0418,ECE,2,6.23,"SK144, SK093, SK127, SK087, SK249",3,No,Cyber Security,ROLE024,Advanced,Advanced,Basic,2,AI Engineer
STU0419,Civil,1,8.11,"SK245, SK224, SK078, SK139, SK083",0,Yes,Mobile,ROLE046,Advanced,Advanced,Fluent,6,Software Engineer
STU0420,IT,1,9.53,"SK038, SK113, SK015, SK026, SK052",1,Yes,Web Development,ROLE010,Advanced,Advanced,Fluent,2,AI Engineer
STU0421,EEE,3,6.18,"SK099, SK072, SK020, SK246, SK050",7,Yes,DevOps,ROLE050,Intermediate,Intermediate,Intermediate,6,AI Engineer
STU0422,EEE,1,7.97,"SK048, SK183, SK240, SK270, SK198",5,No,Mobile,ROLE034,Beginner,Intermediate,Intermediate,5,Full Stack Developer
STU0423,ECE,4,9.54,"SK230, SK182, SK088, SK279, SK165",3,Yes,Data Science,ROLE008,Advanced,Advanced,Intermediate,2,Software Engineer
STU0424,CSE,4,7.04,"SK219, SK141, SK123, SK250, SK273",4,Yes,AI,ROLE056,Beginner,Advanced,Fluent,3,AI Engineer
STU0425,Civil,1,6.5,"SK140, SK258, SK230, SK123, SK171",6,No,Data Science,ROLE006,Advanced,Advanced,Basic,2,Full Stack Developer
STU0426,Civil,3,6.05,"SK064, SK109, SK224, SK123, SK146",3,Yes,AI,ROLE019,Beginner,Advanced,Intermediate,5,Data Scientist
STU0427,CSE,2,8.37,"SK027, SK149, SK226, SK076, SK258",1,No,DevOps,ROLE008,Advanced,Beginner,Basic,1,Software Engineer
STU0428,ECE,3,9.54,"SK142, SK044, SK267, SK047, SK066",5,Yes,Data Science,ROLE026,Advanced,Advanced,Fluent,5,Full Stack Developer
STU0429,Civil,3,9.4,"SK142, SK059, SK036, SK192, SK171",5,Yes,Mobile,ROLE008,Advanced,Intermediate,Fluent,5,Cyber Security Analyst
STU0430,ECE,1,8.66,"SK081, SK027, SK062, SK183, SK236",7,Yes,DevOps,ROLE051,Advanced,Intermediate,Fluent,4,Cloud Engineer
STU0431,IT,1,9.11,"SK188, SK070, SK135, SK029, SK010",6,No,Cyber Security,ROLE027,Beginner,Intermediate,Fluent,1,Cloud Engineer
STU0432,CSE,4,6.09,"SK205, SK222, SK025, SK014, SK127",1,Yes,Mobile,ROLE036,Intermediate,Intermediate,Intermediate,2,Full Stack Developer
STU0433,EEE,1,6.33,"SK236, SK030, SK142, SK107, SK263",1,Yes,Data Science,ROLE006,Intermediate,Advanced,Fluent,3,Cloud Engineer
STU0434,Mechanical,1,6.28,"SK088, SK120, SK096, SK228, SK260",5,No,AI,ROLE034,Advanced,Beginner,Intermediate,5,AI Engineer
STU0435,IT,1,6.61,"SK047, SK001, SK195, SK164, SK177",4,No,DevOps,ROLE023,Beginner,Beginner,Basic,3,Full Stack Developer
STU0436,EEE,1,8.13,"SK198, SK139, SK259, SK014, SK008",4,No,Cloud,ROLE028,Intermediate,Intermediate,Basic,4,Cyber Security Analyst
STU0437,EEE,2,6.72,"SK091, SK197, SK046, SK042, SK098",0,No,Web Development,ROLE040,Advanced,Beginner,Basic,5,Cyber Security Analyst
STU0438,IT,3,8.87,"SK167, SK242, SK117, SK215, SK144",1,Yes,DevOps,ROLE034,Intermediate,Beginner,Basic,1,Full Stack Developer
STU0439,Mechanical,2,6.15,"SK071, SK124, SK040, SK230, SK199",6,No,Cyber Security,ROLE006,Advanced,Intermediate,Fluent,3,Data Scientist
STU0440,Civil,4,6.27,"SK064, SK034, SK243, SK160, SK220",7,Yes,AI,ROLE018,Beginner,Advanced,Fluent,5,Software Engineer
STU0441,EEE,1,7.17,"SK081, SK229, SK139, SK092, SK023",5,No,Cloud,ROLE022,Advanced,Advanced,Intermediate,2,AI Engineer
STU0442,Civil,3,8.42,"SK064, SK159, SK253, SK257, SK037",7,No,Mobile,ROLE041,Advanced,Beginner,Basic,6,AI Engineer
STU0443,IT,1,8.74,"SK078, SK109, SK088, SK219, SK021",6,Yes,Mobile,ROLE013,Advanced,Beginner,Fluent,5,Cyber Security Analyst
STU0444,ECE,4,6.83,"SK148, SK054, SK161, SK128, SK093",0,Yes,Data Science,ROLE057,Advanced,Beginner,Fluent,4,Full Stack Developer
STU0445,IT,4,7.39,"SK263, SK086, SK252, SK278, SK226",6,No,AI,ROLE039,Beginner,Beginner,Fluent,2,Cyber Security Analyst
STU0446,IT,1,9.26,"SK028, SK231, SK202, SK128, SK043",3,No,Cloud,ROLE002,Intermediate,Intermediate,Basic,3,Data Scientist
STU0447,Civil,2,7.06,"SK030, SK011, SK090, SK039, SK124",4,Yes,Mobile,ROLE053,Intermediate,Advanced,Basic,2,Full Stack Developer
STU0448,EEE,2,7.1,"SK054, SK096, SK151, SK063, SK025",5,No,Cloud,ROLE035,Intermediate,Advanced,Fluent,1,AI Engineer
STU0449,IT,3,9.12,"SK015, SK260, SK253, SK068, SK033",2,No,Cyber Security,ROLE047,Beginner,Advanced,Fluent,3,Cyber Security Analyst
STU0450,ECE,4,8.43,"SK230, SK151, SK040, SK245, SK269",5,Yes,DevOps,ROLE042,Advanced,Intermediate,Intermediate,5,Cyber Security Analyst
STU0451,EEE,3,7.71,"SK052, SK058, SK231, SK089, SK189",7,No,AI,ROLE047,Intermediate,Beginner,Intermediate,1,Cyber Security Analyst
STU0452,ECE,2,9.72,"SK067, SK142, SK120, SK136, SK154",2,Yes,Cyber Security,ROLE007,Beginner,Beginner,Basic,3,Software Engineer
STU0453,Mechanical,3,8.91,"SK259, SK139, SK085, SK066, SK063",3,No,AI,ROLE011,Advanced,Beginner,Basic,2,Cyber Security Analyst
STU0454,EEE,1,6.32,"SK038, SK268, SK159, SK167, SK179",0,Yes,AI,ROLE012,Intermediate,Advanced,Fluent,2,AI Engineer
STU0455,Civil,1,7.01,"SK133, SK124, SK046, SK255, SK266",6,Yes,AI,ROLE041,Intermediate,Advanced,Intermediate,1,Data Scientist
STU0456,Mechanical,3,6.19,"SK217, SK165, SK183, SK166, SK197",0,Yes,Web Development,ROLE021,Beginner,Advanced,Fluent,4,Software Engineer
STU0457,CSE,2,9.75,"SK008, SK111, SK007, SK067, SK195",7,Yes,Web Development,ROLE054,Intermediate,Intermediate,Intermediate,1,Full Stack Developer
STU0458,ECE,1,8.25,"SK048, SK116, SK267, SK146, SK040",6,No,Cloud,ROLE051,Intermediate,Beginner,Fluent,1,Cyber Security Analyst
STU0459,ECE,3,6.35,"SK004, SK194, SK036, SK241, SK084",7,Yes,Data Science,ROLE008,Advanced,Intermediate,Basic,3,AI Engineer
STU0460,CSE,2,8.14,"SK146, SK006, SK202, SK069, SK228",7,No,AI,ROLE007,Intermediate,Advanced,Fluent,5,Full Stack Developer
STU0461,CSE,1,6.19,"SK028, SK245, SK224, SK080, SK265",8,No,DevOps,ROLE046,Intermediate,Beginner,Basic,6,Software Engineer
STU0462,CSE,1,9.06,"SK087, SK149, SK067, SK199, SK064",1,Yes,Web Development,ROLE017,Advanced,Advanced,Fluent,4,Data Scientist
STU0463,CSE,1,6.36,"SK135, SK206, SK244, SK258, SK102",0,No,Cyber Security,ROLE059,Advanced,Beginner,Intermediate,6,Data Scientist
STU0464,EEE,2,6.47,"SK017, SK241, SK145, SK175, SK041",7,Yes,DevOps,ROLE019,Advanced,Advanced,Fluent,1,Full Stack Developer
STU0465,Civil,4,9.2,"SK276, SK009, SK091, SK075, SK113",6,Yes,Mobile,ROLE055,Beginner,Intermediate,Intermediate,1,Cyber Security Analyst
STU0466,EEE,4,7.99,"SK044, SK231, SK090, SK033, SK263",6,No,Cloud,ROLE035,Intermediate,Beginner,Intermediate,5,Cloud Engineer
STU0467,ECE,3,7.63,"SK226, SK072, SK061, SK260, SK272",3,No,DevOps,ROLE045,Advanced,Advanced,Basic,4,Full Stack Developer
STU0468,Mechanical,3,9.11,"SK049, SK272, SK119, SK114, SK161",3,No,Data Science,ROLE046,Beginner,Intermediate,Fluent,2,Cloud Engineer
STU0469,ECE,2,8.16,"SK233, SK091, SK034, SK185, SK186",3,No,Mobile,ROLE046,Advanced,Intermediate,Fluent,2,Software Engineer
STU0470,ECE,3,6.58,"SK226, SK110, SK201, SK143, SK173",6,No,Cloud,ROLE041,Beginner,Advanced,Basic,2,AI Engineer
STU0471,EEE,2,6.52,"SK124, SK260, SK202, SK219, SK229",4,Yes,Cyber Security,ROLE017,Advanced,Intermediate,Basic,5,Data Scientist
STU0472,Mechanical,2,7.0,"SK099, SK279, SK049, SK056, SK021",1,Yes,Data Science,ROLE043,Advanced,Intermediate,Basic,3,Data Scientist
STU0473,Mechanical,3,8.91,"SK047, SK195, SK137, SK053, SK035",5,No,Cyber Security,ROLE031,Intermediate,Advanced,Fluent,3,Software Engineer
STU0474,Civil,1,8.69,"SK032, SK115, SK065, SK015, SK216",2,Yes,DevOps,ROLE038,Intermediate,Intermediate,Intermediate,2,Software Engineer
STU0475,IT,2,9.24,"SK240, SK241, SK088, SK273, SK255",0,Yes,DevOps,ROLE008,Intermediate,Advanced,Intermediate,1,Cyber Security Analyst
STU0476,IT,2,6.77,"SK267, SK255, SK277, SK188, SK060",6,No,Data Science,ROLE059,Beginner,Beginner,Intermediate,5,Cloud Engineer
STU0477,CSE,1,9.67,"SK229, SK229, SK219, SK022, SK142",3,Yes,Cyber Security,ROLE007,Intermediate,Beginner,Fluent,1,Data Scientist
STU0478,EEE,3,6.48,"SK011, SK250, SK142, SK046, SK265",6,No,Web Development,ROLE013,Intermediate,Intermediate,Intermediate,5,Full Stack Developer
STU0479,IT,3,6.18,"SK117, SK198, SK207, SK009, SK038",7,No,AI,ROLE022,Advanced,Advanced,Fluent,6,Cloud Engineer
STU0480,EEE,1,8.35,"SK221, SK065, SK259, SK034, SK015",1,No,Cloud,ROLE004,Intermediate,Advanced,Basic,5,Cloud Engineer
STU0481,ECE,2,9.17,"SK248, SK071, SK070, SK117, SK176",8,Yes,Web Development,ROLE037,Beginner,Advanced,Fluent,3,Cloud Engineer
STU0482,Mechanical,1,8.01,"SK045, SK181, SK214, SK179, SK051",5,No,Cloud,ROLE016,Intermediate,Advanced,Fluent,4,Cyber Security Analyst
STU0483,IT,3,7.56,"SK206, SK103, SK100, SK261, SK026",0,Yes,Data Science,ROLE052,Advanced,Beginner,Intermediate,1,Cyber Security Analyst
STU0484,Civil,1,7.08,"SK126, SK123, SK212, SK027, SK110",8,No,Cloud,ROLE044,Beginner,Beginner,Basic,5,Data Scientist
STU0485,Civil,2,9.29,"SK061, SK199, SK142, SK027, SK262",2,Yes,Mobile,ROLE039,Advanced,Beginner,Intermediate,6,Data Scientist
STU0486,CSE,1,6.33,"SK223, SK049, SK149, SK144, SK211",8,No,DevOps,ROLE005,Beginner,Intermediate,Basic,5,Full Stack Developer
STU0487,Civil,2,6.47,"SK267, SK241, SK021, SK103, SK242",6,No,Cyber Security,ROLE042,Intermediate,Advanced,Basic,6,Data Scientist
STU0488,CSE,3,9.01,"SK035, SK239, SK197, SK220, SK220",6,Yes,Cloud,ROLE016,Advanced,Beginner,Basic,4,Data Scientist
STU0489,CSE,3,8.28,"SK083, SK194, SK006, SK199, SK134",7,Yes,Data Science,ROLE039,Intermediate,Beginner,Basic,6,Data Scientist
STU0490,Mechanical,4,7.2,"SK108, SK154, SK124, SK239, SK126",4,Yes,Web Development,ROLE009,Advanced,Beginner,Fluent,1,Cyber Security Analyst
STU0491,Mechanical,1,8.6,"SK094, SK003, SK105, SK238, SK109",1,Yes,Mobile,ROLE027,Beginner,Intermediate,Basic,3,Software Engineer
STU0492,Mechanical,2,8.26,"SK175, SK241, SK178, SK047, SK171",2,Yes,AI,ROLE028,Advanced,Intermediate,Basic,5,Full Stack Developer
STU0493,Mechanical,1,8.84,"SK123, SK200, SK183, SK084, SK068",7,No,Web Development,ROLE041,Beginner,Intermediate,Intermediate,6,Cyber Security Analyst
STU0494,Civil,1,7.75,"SK096, SK175, SK005, SK233, SK224",8,No,Cyber Security,ROLE019,Advanced,Beginner,Fluent,3,Cyber Security Analyst
STU0495,Mechanical,1,8.11,"SK080, SK146, SK148, SK127, SK262",1,Yes,Data Science,ROLE027,Intermediate,Intermediate,Basic,1,Software Engineer
STU0496,EEE,1,7.8,"SK116, SK222, SK272, SK206, SK067",1,No,Data Science,ROLE001,Advanced,Advanced,Intermediate,1,Data Scientist
STU0497,Civil,3,7.96,"SK065, SK101, SK271, SK200, SK175",8,Yes,Mobile,ROLE057,Advanced,Advanced,Fluent,3,Full Stack Developer
STU0498,Civil,2,7.88,"SK071, SK012, SK210, SK190, SK143",0,No,Web Development,ROLE017,Advanced,Beginner,Basic,5,AI Engineer
STU0499,EEE,2,6.08,"SK064, SK137, SK069, SK231, SK027",5,Yes,Cloud,ROLE011,Beginner,Advanced,Fluent,6,Full Stack Developer
STU0500,Mechanical,4,6.87,"SK157, SK067, SK043, SK061, SK006",3,No,Web Development,ROLE004,Advanced,Advanced,Fluent,2,Data Scientist
STU0501,Mechanical,1,9.69,"SK123, SK050, SK170, SK210, SK094",3,Yes,Data Science,ROLE011,Advanced,Intermediate,Intermediate,4,AI Engineer
STU0502,CSE,4,7.35,"SK233, SK242, SK053, SK026, SK117",8,No,Cloud,ROLE029,Intermediate,Beginner,Intermediate,1,Software Engineer
STU0503,Civil,3,7.88,"SK094, SK218, SK074, SK057, SK142",0,Yes,Cloud,ROLE009,Beginner,Advanced,Fluent,6,Data Scientist
STU0504,IT,3,8.92,"SK121, SK009, SK119, SK182, SK008",2,No,Cyber Security,ROLE052,Beginner,Beginner,Fluent,2,Full Stack Developer
STU0505,Civil,4,6.58,"SK193, SK031, SK275, SK161, SK256",7,No,Data Science,ROLE021,Advanced,Beginner,Fluent,5,AI Engineer
STU0506,CSE,1,8.38,"SK160, SK163, SK257, SK213, SK246",1,No,AI,ROLE019,Intermediate,Advanced,Fluent,1,Software Engineer
STU0507,Mechanical,4,7.25,"SK155, SK061, SK128, SK201, SK109",6,Yes,AI,ROLE015,Intermediate,Advanced,Intermediate,1,Cloud Engineer
STU0508,CSE,2,9.3,"SK183, SK025, SK008, SK081, SK174",0,No,Data Science,ROLE030,Advanced,Advanced,Basic,1,Data Scientist
STU0509,Mechanical,1,6.34,"SK041, SK218, SK158, SK074, SK167",4,No,AI,ROLE003,Advanced,Beginner,Fluent,4,Data Scientist
STU0510,Mechanical,1,6.31,"SK017, SK222, SK084, SK199, SK247",7,Yes,AI,ROLE001,Beginner,Beginner,Intermediate,1,Cyber Security Analyst
STU0511,CSE,1,8.11,"SK227, SK155, SK250, SK043, SK086",2,Yes,AI,ROLE007,Intermediate,Intermediate,Intermediate,1,Software Engineer
STU0512,CSE,2,6.23,"SK216, SK021, SK131, SK028, SK018",3,Yes,DevOps,ROLE010,Advanced,Intermediate,Basic,3,Full Stack Developer
STU0513,IT,1,8.36,"SK195, SK071, SK183, SK069, SK116",0,No,Mobile,ROLE039,Intermediate,Advanced,Fluent,1,AI Engineer
STU0514,ECE,1,8.24,"SK086, SK040, SK240, SK139, SK026",2,No,DevOps,ROLE005,Intermediate,Advanced,Intermediate,3,Data Scientist
STU0515,EEE,1,8.04,"SK096, SK063, SK242, SK211, SK087",2,No,Web Development,ROLE011,Beginner,Advanced,Intermediate,2,Cloud Engineer
STU0516,Civil,1,8.37,"SK197, SK024, SK024, SK170, SK008",0,Yes,Cyber Security,ROLE003,Advanced,Intermediate,Intermediate,4,Cyber Security Analyst
STU0517,IT,4,7.74,"SK082, SK011, SK069, SK177, SK208",0,Yes,Mobile,ROLE031,Beginner,Beginner,Basic,4,AI Engineer
STU0518,ECE,2,7.44,"SK044, SK139, SK033, SK196, SK120",4,Yes,Cyber Security,ROLE019,Intermediate,Beginner,Basic,4,Full Stack Developer
STU0519,EEE,2,9.41,"SK026, SK242, SK247, SK061, SK083",5,Yes,Cyber Security,ROLE011,Advanced,Intermediate,Intermediate,4,AI Engineer
STU0520,CSE,1,7.25,"SK075, SK191, SK088, SK179, SK156",3,No,Mobile,ROLE020,Beginner,Beginner,Basic,1,Software Engineer
STU0521,ECE,2,8.64,"SK067, SK161, SK256, SK068, SK198",1,Yes,Cyber Security,ROLE043,Intermediate,Beginner,Intermediate,5,Full Stack Developer
STU0522,Civil,2,7.83,"SK058, SK028, SK080, SK177, SK031",2,Yes,Web Development,ROLE054,Advanced,Beginner,Intermediate,6,Data Scientist
STU0523,EEE,1,8.48,"SK212, SK123, SK060, SK038, SK225",4,Yes,DevOps,ROLE032,Beginner,Intermediate,Intermediate,3,Cyber Security Analyst
STU0524,CSE,2,8.82,"SK211, SK018, SK209, SK234, SK125",0,No,Cyber Security,ROLE005,Beginner,Advanced,Fluent,2,AI Engineer
STU0525,Civil,3,7.63,"SK077, SK250, SK262, SK028, SK272",1,No,Mobile,ROLE039,Intermediate,Advanced,Fluent,2,Data Scientist
STU0526,ECE,4,9.69,"SK171, SK246, SK147, SK120, SK225",6,No,Cyber Security,ROLE010,Advanced,Beginner,Basic,3,AI Engineer
STU0527,Mechanical,3,7.71,"SK086, SK051, SK191, SK219, SK223",1,No,Data Science,ROLE036,Intermediate,Intermediate,Fluent,5,Full Stack Developer
STU0528,Civil,1,8.07,"SK094, SK271, SK023, SK258, SK246",0,No,Mobile,ROLE038,Advanced,Beginner,Fluent,3,Software Engineer
STU0529,Civil,1,8.0,"SK140, SK119, SK094, SK225, SK123",0,No,Cloud,ROLE005,Intermediate,Beginner,Fluent,4,Cyber Security Analyst
STU0530,ECE,4,6.8,"SK212, SK257, SK247, SK192, SK277",1,No,DevOps,ROLE051,Beginner,Intermediate,Intermediate,1,Full Stack Developer
STU0531,Civil,1,6.68,"SK100, SK210, SK155, SK259, SK110",1,No,Mobile,ROLE044,Beginner,Beginner,Fluent,1,Data Scientist
STU0532,EEE,3,7.68,"SK186, SK020, SK159, SK085, SK047",8,No,Cloud,ROLE020,Beginner,Beginner,Intermediate,4,Cloud Engineer
STU0533,Mechanical,4,9.75,"SK180, SK131, SK110, SK099, SK054",3,Yes,Mobile,ROLE027,Beginner,Intermediate,Intermediate,5,Cyber Security Analyst
