resource_id,resource_name,resource_type,platform,topic,difficulty,language,duration,free_paid,skill_id,role_id,url
RES0402,Learning Resource 402,YouTube,YouTube,Skill SK123,Advanced,English,7 Hours,Paid,SK123,ROLE042,https://example.com/resource/402
RES0403,Learning Resource 403,Documentation,MDN,Skill SK124,Beginner,English,8 Hours,Free,SK124,ROLE043,https://example.com/resource/403
RES0404,Learning Resource 404,Blog,Medium,Skill SK125,Intermediate,English,9 Hours,Paid,SK125,ROLE044,https://example.com/resource/404
RES0405,Learning Resource 405,GitHub,GitHub,Skill SK126,Advanced,English,10 Hours,Free,SK126,ROLE045,https://example.com/resource/405
RES0406,Learning Resource 406,Research Paper,arXiv,Skill SK127,Beginner,English,11 Hours,Paid,SK127,ROLE046,https://example.com/resource/406
RES0407,Learning Resource 407,Course,Coursera,Skill SK128,Intermediate,English,12 Hours,Free,SK128,ROLE047,https://example.com/resource/407
RES0408,Learning Resource 408,Cheat Sheet,freeCodeCamp,Skill SK129,Advanced,English,13 Hours,Paid,SK129,ROLE048,https://example.com/resource/408
RES0409,Learning Resource 409,Book,O'Reilly,Skill SK130,Beginner,English,14 Hours,Free,SK130,ROLE049,https://example.com/resource/409
RES0410,Learning Resource 410,YouTube,YouTube,Skill SK131,Intermediate,English,15 Hours,Paid,SK131,ROLE050,https://example.com/resource/410
RES0411,Learning Resource 411,Documentation,MDN,Skill SK132,Advanced,English,16 Hours,Free,SK132,ROLE051,https://example.com/resource/411
RES0412,Learning Resource 412,Blog,Medium,Skill SK133,Beginner,English,17 Hours,Paid,SK133,ROLE052,https://example.com/resource/412
RES0413,Learning Resource 413,GitHub,GitHub,Skill SK134,Intermediate,English,18 Hours,Free,SK134,ROLE053,https://example.com/resource/413
RES0414,Learning Resource 414,Research Paper,arXiv,Skill SK135,Advanced,English,19 Hours,Paid,SK135,ROLE054,https://example.com/resource/414
RES0415,Learning Resource 415,Course,Coursera,Skill SK136,Beginner,English,2 Hours,Free,SK136,ROLE055,https://example.com/resource/415
RES0416,Learning Resource 416,Cheat Sheet,freeCodeCamp,Skill SK137,Intermediate,English,3 Hours,Paid,SK137,ROLE056,https://example.com/resource/416
RES0417,Learning Resource 417,Book,O'Reilly,Skill SK138,Advanced,English,4 Hours,Free,SK138,ROLE057,https://example.com/resource/417
RES0418,Learning Resource 418,YouTube,YouTube,Skill SK139,Beginner,English,5 Hours,Paid,SK139,ROLE058,https://example.com/resource/418
RES0419,Learning Resource 419,Documentation,MDN,Skill SK140,Intermediate,English,6 Hours,Free,SK140,ROLE059,https://example.com/resource/419
RES0420,Learning Resource 420,Blog,Medium,Skill SK141,Advanced,English,7 Hours,Paid,SK141,ROLE060,https://example.com/resource/420
RES0421,Learning Resource 421,GitHub,GitHub,Skill SK142,Beginner,English,8 Hours,Free,SK142,ROLE001,https://example.com/resource/421
RES0422,Learning Resource 422,Research Paper,arXiv,Skill SK143,Intermediate,English,9 Hours,Paid,SK143,ROLE002,https://example.com/resource/422
RES0423,Learning Resource 423,Course,Coursera,Skill SK144,Advanced,English,10 Hours,Free,SK144,ROLE003,https://example.com/resource/423
RES0424,Learning Resource 424,Cheat Sheet,freeCodeCamp,Skill SK145,Beginner,English,11 Hours,Paid,SK145,ROLE004,https://example.com/resource/424
RES0425,Learning Resource 425,Book,O'Reilly,Skill SK146,Intermediate,English,12 Hours,Free,SK146,ROLE005,https://example.com/resource/425
RES0426,Learning Resource 426,YouTube,YouTube,Skill SK147,Advanced,English,13 Hours,Paid,SK147,ROLE006,https://example.com/resource/426
RES0427,Learning Resource 427,Documentation,MDN,Skill SK148,Beginner,English,14 Hours,Free,SK148,ROLE007,https://example.com/resource/427
RES0428,Learning Resource 428,Blog,Medium,Skill SK149,Intermediate,English,15 Hours,Paid,SK149,ROLE008,https://example.com/resource/428
RES0429,Learning Resource 429,GitHub,GitHub,Skill SK150,Advanced,English,16 Hours,Free,SK150,ROLE009,https://example.com/resource/429
RES0430,Learning Resource 430,Research Paper,arXiv,Skill SK151,Beginner,English,17 Hours,Paid,SK151,ROLE010,https://example.com/resource/430
RES0431,Learning Resource 431,Course,Coursera,Skill SK152,Intermediate,English,18 Hours,Free,SK152,ROLE011,https://example.com/resource/431
RES0432,Learning Resource 432,Cheat Sheet,freeCodeCamp,Skill SK153,Advanced,English,19 Hours,Paid,SK153,ROLE012,https://example.com/resource/432
RES0433,Learning Resource 433,Book,O'Reilly,Skill SK154,Beginner,English,2 Hours,Free,SK154,ROLE013,https://example.com/resource/433
RES0434,Learning Resource 434,YouTube,YouTube,Skill SK155,Intermediate,English,3 Hours,Paid,SK155,ROLE014,https://example.com/resource/434
RES0435,Learning Resource 435,Documentation,MDN,Skill SK156,Advanced,English,4 Hours,Free,SK156,ROLE015,https://example.com/resource/435
RES0436,Learning Resource 436,Blog,Medium,Skill SK157,Beginner,English,5 Hours,Paid,SK157,ROLE016,https://example.com/resource/436
RES0437,Learning Resource 437,GitHub,GitHub,Skill SK158,Intermediate,English,6 Hours,Free,SK158,ROLE017,https://example.com/resource/437
RES0438,Learning Resource 438,Research Paper,arXiv,Skill SK159,Advanced,English,7 Hours,Paid,SK159,ROLE018,https://example.com/resource/438
RES0439,Learning Resource 439,Course,Coursera,Skill SK160,Beginner,English,8 Hours,Free,SK160,ROLE019,https://example.com/resource/439
RES0440,Learning Resource 440,Cheat Sheet,freeCodeCamp,Skill SK161,Intermediate,English,9 Hours,Paid,SK161,ROLE020,https://example.com/resource/440
RES0441,Learning Resource 441,Book,O'Reilly,Skill SK162,Advanced,English,10 Hours,Free,SK162,ROLE021,https://example.com/resource/441
RES0442,Learning Resource 442,YouTube,YouTube,Skill SK163,Beginner,English,11 Hours,Paid,SK163,ROLE022,https://example.com/resource/442
RES0443,Learning Resource 443,Documentation,MDN,Skill SK164,Intermediate,English,12 Hours,Free,SK164,ROLE023,https://example.com/resource/443
RES0444,Learning Resource 444,Blog,Medium,Skill SK165,Advanced,English,13 Hours,Paid,SK165,ROLE024,https://example.com/resource/444
RES0445,Learning Resource 445,GitHub,GitHub,Skill SK166,Beginner,English,14 Hours,Free,SK166,ROLE025,https://example.com/resource/445
RES0446,Learning Resource 446,Research Paper,arXiv,Skill SK167,Intermediate,English,15 Hours,Paid,SK167,ROLE026,https://example.com/resource/446
RES0447,Learning Resource 447,Course,Coursera,Skill SK168,Advanced,English,16 Hours,Free,SK168,ROLE027,https://example.com/resource/447
RES0448,Learning Resource 448,Cheat Sheet,freeCodeCamp,Skill SK169,Beginner,English,17 Hours,Paid,SK169,ROLE028,https://example.com/resource/448
RES0449,Learning Resource 449,Book,O'Reilly,Skill SK170,Intermediate,English,18 Hours,Free,SK170,ROLE029,https://example.com/resource/449
RES0450,Learning Resource 450,YouTube,YouTube,Skill SK171,Advanced,English,19 Hours,Paid,SK171,ROLE030,https://example.com/resource/450
RES0451,Learning Resource 451,Documentation,MDN,Skill SK172,Beginner,English,2 Hours,Free,SK172,ROLE031,https://example.com/resource/451
RES0452,Learning Resource 452,Blog,Medium,Skill SK173,Intermediate,English,3 Hours,Paid,SK173,ROLE032,https://example.com/resource/452
RES0453,Learning Resource 453,GitHub,GitHub,Skill SK174,Advanced,English,4 Hours,Free,SK174,ROLE033,https://example.com/resource/453
RES0454,Learning Resource 454,Research Paper,arXiv,Skill SK175,Beginner,English,5 Hours,Paid,SK175,ROLE034,https://example.com/resource/454
RES0455,Learning Resource 455,Course,Coursera,Skill SK176,Intermediate,English,6 Hours,Free,SK176,ROLE035,https://example.com/resource/455
RES0456,Learning Resource 456,Cheat Sheet,freeCodeCamp,Skill SK177,Advanced,English,7 Hours,Paid,SK177,ROLE036,https://example.com/resource/456
RES0457,Learning Resource 457,Book,O'Reilly,Skill SK178,Beginner,English,8 Hours,Free,SK178,ROLE037,https://example.com/resource/457
RES0458,Learning Resource 458,YouTube,YouTube,Skill SK179,Intermediate,English,9 Hours,Paid,SK179,ROLE038,https://example.com/resource/458
RES0459,Learning Resource 459,Documentation,MDN,Skill SK180,Advanced,English,10 Hours,Free,SK180,ROLE039,https://example.com/resource/459
RES0460,Learning Resource 460,Blog,Medium,Skill SK181,Beginner,English,11 Hours,Paid,SK181,ROLE040,https://example.com/resource/460
RES0461,Learning Resource 461,GitHub,GitHub,Skill SK182,Intermediate,English,12 Hours,Free,SK182,ROLE041,https://example.com/resource/461
RES0462,Learning Resource 462,Research Paper,arXiv,Skill SK183,Advanced,English,13 Hours,Paid,SK183,ROLE042,https://example.com/resource/462
RES0463,Learning Resource 463,Course,Coursera,Skill SK184,Beginner,English,14 Hours,Free,SK184,ROLE043,https://example.com/resource/463
RES0464,Learning Resource 464,Cheat Sheet,freeCodeCamp,Skill SK185,Intermediate,English,15 Hours,Paid,SK185,ROLE044,https://example.com/resource/464
RES0465,Learning Resource 465,Book,O'Reilly,Skill SK186,Advanced,English,16 Hours,Free,SK186,ROLE045,https://example.com/resource/465
RES0466,Learning Resource 466,YouTube,YouTube,Skill SK187,Beginner,English,17 Hours,Paid,SK187,ROLE046,https://example.com/resource/466
RES0467,Learning Resource 467,Documentation,MDN,Skill SK188,Intermediate,English,18 Hours,Free,SK188,ROLE047,https://example.com/resource/467
RES0468,Learning Resource 468,Blog,Medium,Skill SK189,Advanced,English,19 Hours,Paid,SK189,ROLE048,https://example.com/resource/468
RES0469,Learning Resource 469,GitHub,GitHub,Skill SK190,Beginner,English,2 Hours,Free,SK190,ROLE049,https://example.com/resource/469
RES0470,Learning Resource 470,Research Paper,arXiv,Skill SK191,Intermediate,English,3 Hours,Paid,SK191,ROLE050,https://example.com/resource/470
RES0471,Learning Resource 471,Course,Coursera,Skill SK192,Advanced,English,4 Hours,Free,SK192,ROLE051,https://example.com/resource/471
RES0472,Learning Resource 472,Cheat Sheet,freeCodeCamp,Skill SK193,Beginner,English,5 Hours,Paid,SK193,ROLE052,https://example.com/resource/472
RES0473,Learning Resource 473,Book,O'Reilly,Skill SK194,Intermediate,English,6 Hours,Free,SK194,ROLE053,https://example.com/resource/473
RES0474,Learning Resource 474,YouTube,YouTube,Skill SK195,Advanced,English,7 Hours,Paid,SK195,ROLE054,https://example.com/resource/474
RES0475,Learning Resource 475,Documentation,MDN,Skill SK196,Beginner,English,8 Hours,Free,SK196,ROLE055,https://example.com/resource/475
RES0476,Learning Resource 476,Blog,Medium,Skill SK197,Intermediate,English,9 Hours,Paid,SK197,ROLE056,https://example.com/resource/476
RES0477,Learning Resource 477,GitHub,GitHub,Skill SK198,Advanced,English,10 Hours,Free,SK198,ROLE057,https://example.com/resource/477
RES0478,Learning Resource 478,Research Paper,arXiv,Skill SK199,Beginner,English,11 Hours,Paid,SK199,ROLE058,https://example.com/resource/478
RES0479,Learning Resource 479,Course,Coursera,Skill SK200,Intermediate,English,12 Hours,Free,SK200,ROLE059,https://example.com/resource/479
RES0480,Learning Resource 480,Cheat Sheet,freeCodeCamp,Skill SK201,Advanced,English,13 Hours,Paid,SK201,ROLE060,https://example.com/resource/480
RES0481,Learning Resource 481,Book,O'Reilly,Skill SK202,Beginner,English,14 Hours,Free,SK202,ROLE001,https://example.com/resource/481
RES0482,Learning Resource 482,YouTube,YouTube,Skill SK203,Intermediate,English,15 Hours,Paid,SK203,ROLE002,https://example.com/resource/482
RES0483,Learning Resource 483,Documentation,MDN,Skill SK204,Advanced,English,16 Hours,Free,SK204,ROLE003,https://example.com/resource/483
RES0484,Learning Resource 484,Blog,Medium,Skill SK205,Beginner,English,17 Hours,Paid,SK205,ROLE004,https://example.com/resource/484
RES0485,Learning Resource 485,GitHub,GitHub,Skill SK206,Intermediate,English,18 Hours,Free,SK206,ROLE005,https://example.com/resource/485
RES0486,Learning Resource 486,Research Paper,arXiv,Skill SK207,Advanced,English,19 Hours,Paid,SK207,ROLE006,https://example.com/resource/486
RES0487,Learning Resource 487,Course,Coursera,Skill SK208,Beginner,English,2 Hours,Free,SK208,ROLE007,https://example.com/resource/487
RES0488,Learning Resource 488,Cheat Sheet,freeCodeCamp,Skill SK209,Intermediate,English,3 Hours,Paid,SK209,ROLE008,https://example.com/resource/488
RES0489,Learning Resource 489,Book,O'Reilly,Skill SK210,Advanced,English,4 Hours,Free,SK210,ROLE009,https://example.com/resource/489
RES0490,Learning Resource 490,YouTube,YouTube,Skill SK211,Beginner,English,5 Hours,Paid,SK211,ROLE010,https://example.com/resource/490
RES0491,Learning Resource 491,Documentation,MDN,Skill SK212,Intermediate,English,6 Hours,Free,SK212,ROLE011,https://example.com/resource/491
RES0492,Learning Resource 492,Blog,Medium,Skill SK213,Advanced,English,7 Hours,Paid,SK213,ROLE012,https://example.com/resource/492
RES0493,Learning Resource 493,GitHub,GitHub,Skill SK214,Beginner,English,8 Hours,Free,SK214,ROLE013,https://example.com/resource/493
RES0494,Learning Resource 494,Research Paper,arXiv,Skill SK215,Intermediate,English,9 Hours,Paid,SK215,ROLE014,https://example.com/resource/494
RES0495,Learning Resource 495,Course,Coursera,Skill SK216,Advanced,English,10 Hours,Free,SK216,ROLE015,https://example.com/resource/495
RES0496,Learning Resource 496,Cheat Sheet,freeCodeCamp,Skill SK217,Beginner,English,11 Hours,Paid,SK217,ROLE016,https://example.com/resource/496
RES0497,Learning Resource 497,Book,O'Reilly,Skill SK218,Intermediate,English,12 Hours,Free,SK218,ROLE017,https://example.com/resource/497
RES0498,Learning Resource 498,YouTube,YouTube,Skill SK219,Advanced,English,13 Hours,Paid,SK219,ROLE018,https://example.com/resource/498
RES0499,Learning Resource 499,Documentation,MDN,Skill SK220,Beginner,English,14 Hours,Free,SK220,ROLE019,https://example.com/resource/499
RES0500,Learning Resource 500,Blog,Medium,Skill SK221,Intermediate,English,15 Hours,Paid,SK221,ROLE020,https://example.com/resource/500
