college_id,college_name,city,state,top_branch,intake_capacity,placement_rate_percent,average_package_lpa_x10,accreditation,college_type
COL469,Mumbai Institute of Engineering & Technology 469,Mumbai,Maharashtra,Electronics & Communication,907,91,96,NAAC A+,Private
COL470,Hyderabad Institute of Engineering & Technology 470,Hyderabad,Telangana,Mechanical,599,55,53,NBA,Government
COL471,Mysuru Institute of Engineering & Technology 471,Mysuru,Karnataka,Information Technology,1122,90,190,AICTE Approved,Autonomous
COL472,Ghaziabad Institute of Engineering & Technology 472,Ghaziabad,Uttar Pradesh,Chemical,333,61,105,NAAC A+,Autonomous
COL473,Warangal Institute of Engineering & Technology 473,Warangal,Telangana,Civil,319,57,58,NBA,Private
COL474,Mysuru Institute of Engineering & Technology 474,Mysuru,Karnataka,Information Technology,264,73,155,AICTE Approved,Government
COL475,Gwalior Institute of Engineering & Technology 475,Gwalior,Madhya Pradesh,Chemical,546,71,103,NAAC A+,Government
COL476,Kanpur Institute of Engineering & Technology 476,Kanpur,Uttar Pradesh,Chemical,557,83,166,NAAC A+,Private
COL477,Nashik Institute of Engineering & Technology 477,Nashik,Maharashtra,Electrical,587,93,177,NAAC A,Autonomous
COL478,Udaipur Institute of Engineering & Technology 478,Udaipur,Rajasthan,Computer Science,463,60,195,AICTE Approved,Autonomous
COL479,Kota Institute of Engineering & Technology 479,Kota,Rajasthan,Electronics & Communication,475,97,109,AICTE Approved,Autonomous
COL480,Nashik Institute of Engineering & Technology 480,Nashik,Maharashtra,Electronics & Communication,690,80,149,NBA,Autonomous
COL481,Prayagraj Institute of Engineering & Technology 481,Prayagraj,Uttar Pradesh,Information Technology,612,60,109,NAAC A++,Private
COL482,Coimbatore Institute of Engineering & Technology 482,Coimbatore,Tamil Nadu,Mechanical,1012,74,113,NAAC A+,Autonomous
COL483,Nashik Institute of Engineering & Technology 483,Nashik,Maharashtra,Computer Science,223,92,92,AICTE Approved,Private
COL484,Mysuru Institute of Engineering & Technology 484,Mysuru,Karnataka,Electrical,804,80,132,NAAC A+,Government
COL485,Gwalior Institute of Engineering & Technology 485,Gwalior,Madhya Pradesh,Mechanical,292,80,192,NBA,Autonomous
COL486,Kanpur Institute of Engineering & Technology 486,Kanpur,Uttar Pradesh,Computer Science,1071,83,169,NAAC A++,Government
COL487,Indore Institute of Engineering & Technology 487,Indore,Madhya Pradesh,Civil,751,60,161,NAAC A+,Government
COL488,Chennai Institute of Engineering & Technology 488,Chennai,Tamil Nadu,Mechanical,1031,63,26,NAAC A,Government
COL489,Udaipur Institute of Engineering & Technology 489,Udaipur,Rajasthan,Information Technology,437,86,172,NAAC A++,Private
COL490,Madurai Institute of Engineering & Technology 490,Madurai,Tamil Nadu,Civil,165,89,26,AICTE Approved,Government
COL491,Kota Institute of Engineering & Technology 491,Kota,Rajasthan,Computer Science,1058,84,139,NAAC A+,Private
COL492,Kota Institute of Engineering & Technology 492,Kota,Rajasthan,Information Technology,575,95,171,NAAC A++,Private
COL493,Hyderabad Institute of Engineering & Technology 493,Hyderabad,Telangana,Electronics & Communication,319,81,37,NBA,Autonomous
COL494,Bengaluru Institute of Engineering & Technology 494,Bengaluru,Karnataka,Information Technology,713,90,155,NAAC A++,Private
COL495,Kanpur Institute of Engineering & Technology 495,Kanpur,Uttar Pradesh,Chemical,294,84,163,NAAC A++,Private
COL496,Chennai Institute of Engineering & Technology 496,Chennai,Tamil Nadu,Mechanical,526,89,106,AICTE Approved,Autonomous
COL497,Indore Institute of Engineering & Technology 497,Indore,Madhya Pradesh,Information Technology,541,96,77,NBA,Government
COL498,Madurai Institute of Engineering & Technology 498,Madurai,Tamil Nadu,Civil,741,91,179,NAAC A,Autonomous
COL499,Mumbai Institute of Engineering & Technology 499,Mumbai,Maharashtra,Civil,500,76,145,NAAC A+,Autonomous
COL500,Noida Institute of Engineering & Technology 500,Noida,Uttar Pradesh,Electrical,1196,61,198,AICTE Approved,Autonomous
COL501,Pune Institute of Engineering & Technology 501,Pune,Maharashtra,Mechanical,441,89,111,AICTE Approved,Private
COL502,Warangal Institute of Engineering & Technology 502,Warangal,Telangana,Chemical,444,75,82,AICTE Approved,Autonomous
COL503,Mysuru Institute of Engineering & Technology 503,Mysuru,Karnataka,Chemical,1167,57,193,NAAC A,Government
COL504,Noida Institute of Engineering & Technology 504,Noida,Uttar Pradesh,Electrical,1046,93,22,NAAC A++,Private
COL505,Ghaziabad Institute of Engineering & Technology 505,Ghaziabad,Uttar Pradesh,Electronics & Communication,265,80,194,NAAC A+,Government
COL506,Kota Institute of Engineering & Technology 506,Kota,Rajasthan,Electronics & Communication,1053,59,66,NBA,Autonomous
COL507,Gwalior Institute of Engineering & Technology 507,Gwalior,Madhya Pradesh,Mechanical,475,82,170,NAAC A++,Private
COL508,Bengaluru Institute of Engineering & Technology 508,Bengaluru,Karnataka,Computer Science,427,63,169,NBA,Private
COL509,Coimbatore Institute of Engineering & Technology 509,Coimbatore,Tamil Nadu,Civil,587,95,31,NAAC A,Private
COL510,Nashik Institute of Engineering & Technology 510,Nashik,Maharashtra,Mechanical,883,96,186,NBA,Autonomous
COL511,Udaipur Institute of Engineering & Technology 511,Udaipur,Rajasthan,Information Technology,756,61,74,NAAC A,Government
COL512,Kanpur Institute of Engineering & Technology 512,Kanpur,Uttar Pradesh,Information Technology,1145,70,118,AICTE Approved,Autonomous
COL513,Warangal Institute of Engineering & Technology 513,Warangal,Telangana,Civil,952,62,122,AICTE Approved,Private
COL514,Varanasi Institute of Engineering & Technology 514,Varanasi,Uttar Pradesh,Civil,948,92,78,NAAC A++,Private
COL515,Kanpur Institute of Engineering & Technology 515,Kanpur,Uttar Pradesh,Chemical,1092,80,59,AICTE Approved,Autonomous
COL516,Hyderabad Institute of Engineering & Technology 516,Hyderabad,Telangana,Civil,975,63,81,NBA,Government
COL517,Madurai Institute of Engineering & Technology 517,Madurai,Tamil Nadu,Chemical,757,73,48,NAAC A,Private
COL518,Bhopal Institute of Engineering & Technology 518,Bhopal,Madhya Pradesh,Civil,1027,61,101,AICTE Approved,Autonomous
COL519,Nagpur Institute of Engineering & Technology 519,Nagpur,Maharashtra,Computer Science,245,71,133,NAAC A++,Government
COL520,Pune Institute of Engineering & Technology 520,Pune,Maharashtra,Civil,1039,73,181,NBA,Autonomous
COL521,Prayagraj Institute of Engineering & Technology 521,Prayagraj,Uttar Pradesh,Mechanical,1181,91,63,NAAC A+,Government
COL522,Pune Institute of Engineering & Technology 522,Pune,Maharashtra,Chemical,638,73,142,NAAC A,Government
COL523,Kota Institute of Engineering & Technology 523,Kota,Rajasthan,Civil,825,83,138,AICTE Approved,Private
COL524,Bhopal Institute of Engineering & Technology 524,Bhopal,Madhya Pradesh,Chemical,724,76,68,NBA,Private
COL525,Hubballi Institute of Engineering & Technology 525,Hubballi,Karnataka,Computer Science,159,56,127,NAAC A++,Autonomous
COL526,Mysuru Institute of Engineering & Technology 526,Mysuru,Karnataka,Chemical,293,57,31,NBA,Government
COL527,Mumbai Institute of Engineering & Technology 527,Mumbai,Maharashtra,Information Technology,252,59,169,NAAC A++,Private
COL528,Mysuru Institute of Engineering & Technology 528,Mysuru,Karnataka,Information Technology,660,80,144,NAAC A+,Government
COL529,Nagpur Institute of Engineering & Technology 529,Nagpur,Maharashtra,Information Technology,1151,64,108,NAAC A+,Government
COL530,Noida Institute of Engineering & Technology 530,Noida,Uttar Pradesh,Electronics & Communication,765,59,76,NAAC A+,Autonomous
COL531,Mysuru Institute of Engineering & Technology 531,Mysuru,Karnataka,Civil,771,95,52,NAAC A,Private
COL532,Gwalior Institute of Engineering & Technology 532,Gwalior,Madhya Pradesh,Chemical,812,65,188,AICTE Approved,Private
COL533,Bengaluru Institute of Engineering & Technology 533,Bengaluru,Karnataka,Chemical,259,86,64,AICTE Approved,Private
COL534,Indore Institute of Engineering & Technology 534,Indore,Madhya Pradesh,Civil,1121,88,20,NBA,Private
COL535,Kota Institute of Engineering & Technology 535,Kota,Rajasthan,Civil,218,59,174,NAAC A+,Autonomous
COL536,Chennai Institute of Engineering & Technology 536,Chennai,Tamil Nadu,Information Technology,760,60,35,NAAC A++,Private
COL537,Kanpur Institute of Engineering & Technology 537,Kanpur,Uttar Pradesh,Electrical,419,60,137,NBA,Government
COL538,Nashik Institute of Engineering & Technology 538,Nashik,Maharashtra,Electrical,837,71,20,NBA,Private
COL539,Madurai Institute of Engineering & Technology 539,Madurai,Tamil Nadu,Electrical,1191,60,149,AICTE Approved,Government
COL540,Indore Institute of Engineering & Technology 540,Indore,Madhya Pradesh,Mechanical,519,96,163,NAAC A++,Private
COL541,Warangal Institute of Engineering & Technology 541,Warangal,Telangana,Chemical,416,73,137,NAAC A++,Private
COL542,Jaipur Institute of Engineering & Technology 542,Jaipur,Rajasthan,Computer Science,497,73,153,AICTE Approved,Government
COL543,Warangal Institute of Engineering & Technology 543,Warangal,Telangana,Chemical,166,86,199,NAAC A,Autonomous
COL544,Madurai Institute of Engineering & Technology 544,Madurai,Tamil Nadu,Computer Science,912,62,177,AICTE Approved,Government
COL545,Bengaluru Institute of Engineering & Technology 545,Bengaluru,Karnataka,Mechanical,497,83,141,NAAC A+,Private
COL546,Jaipur Institute of Engineering & Technology 546,Jaipur,Rajasthan,Electrical,1108,95,152,NAAC A++,Private
COL547,Mysuru Institute of Engineering & Technology 547,Mysuru,Karnataka,Electrical,264,78,171,NBA,Autonomous
COL548,Mumbai Institute of Engineering & Technology 548,Mumbai,Maharashtra,Electronics & Communication,991,91,163,NAAC A+,Private
COL549,Hubballi Institute of Engineering & Technology 549,Hubballi,Karnataka,Civil,946,90,188,NAAC A++,Private
COL550,Bengaluru Institute of Engineering & Technology 550,Bengaluru,Karnataka,Civil,174,61,115,NAAC A+,Private
COL551,Nagpur Institute of Engineering & Technology 551,Nagpur,Maharashtra,Information Technology,604,66,73,NAAC A,Government
COL552,Kota Institute of Engineering & Technology 552,Kota,Rajasthan,Mechanical,1069,62,78,NAAC A,Autonomous
COL553,Jaipur Institute of Engineering & Technology 553,Jaipur,Rajasthan,Electrical,1168,75,50,NAAC A,Autonomous
COL554,Coimbatore Institute of Engineering & Technology 554,Coimbatore,Tamil Nadu,Information Technology,417,97,178,NAAC A++,Private
COL555,Mysuru Institute of Engineering & Technology 555,Mysuru,Karnataka,Mechanical,1081,62,136,AICTE Approved,Autonomous
COL556,Hubballi Institute of Engineering & Technology 556,Hubballi,Karnataka,Electronics & Communication,849,60,25,NAAC A,Government
COL557,Coimbatore Institute of Engineering & Technology 557,Coimbatore,Tamil Nadu,Mechanical,261,98,36,NAAC A+,Autonomous
COL558,Madurai Institute of Engineering & Technology 558,Madurai,Tamil Nadu,Chemical,712,60,107,NAAC A+,Private
COL559,Hubballi Institute of Engineering & Technology 559,Hubballi,Karnataka,Mechanical,663,58,24,NAAC A,Government
COL560,Gwalior Institute of Engineering & Technology 560,Gwalior,Madhya Pradesh,Computer Science,619,55,181,AICTE Approved,Autonomous
COL561,Noida Institute of Engineering & Technology 561,Noida,Uttar Pradesh,Information Technology,120,97,163,AICTE Approved,Private
COL562,Varanasi Institute of Engineering & Technology 562,Varanasi,Uttar Pradesh,Civil,120,80,32,NAAC A,Private
COL563,Nashik Institute of Engineering & Technology 563,Nashik,Maharashtra,Civil,129,77,28,NAAC A+,Government
COL564,Udaipur Institute of Engineering & Technology 564,Udaipur,Rajasthan,Civil,1014,89,199,NAAC A+,Government
COL565,Coimbatore Institute of Engineering & Technology 565,Coimbatore,Tamil Nadu,Civil,146,76,98,NBA,Government
COL566,Hyderabad Institute of Engineering & Technology 566,Hyderabad,Telangana,Civil,1116,60,112,NAAC A++,Government
COL567,Chennai Institute of Engineering & Technology 567,Chennai,Tamil Nadu,Civil,892,87,164,NBA,Government
COL568,Mumbai Institute of Engineering & Technology 568,Mumbai,Maharashtra,Computer Science,796,60,147,NAAC A,Government
COL569,Warangal Institute of Engineering & Technology 569,Warangal,Telangana,Mechanical,665,98,39,NAAC A++,Autonomous
COL570,Gwalior Institute of Engineering & Technology 570,Gwalior,Madhya Pradesh,Electrical,661,91,173,NAAC A+,Government
COL571,Kota Institute of Engineering & Technology 571,Kota,Rajasthan,Electronics & Communication,792,80,196,NAAC A++,Autonomous
COL572,Bhopal Institute of Engineering & Technology 572,Bhopal,Madhya Pradesh,Chemical,1185,91,167,NBA,Autonomous
COL573,Mumbai Institute of Engineering & Technology 573,Mumbai,Maharashtra,Computer Science,1026,62,188,NAAC A++,Private
COL574,Nagpur Institute of Engineering & Technology 574,Nagpur,Maharashtra,Electronics & Communication,502,87,123,NAAC A+,Autonomous
COL575,Warangal Institute of Engineering & Technology 575,Warangal,Telangana,Computer Science,929,61,177,NAAC A,Autonomous
COL576,Chennai Institute of Engineering & Technology 576,Chennai,Tamil Nadu,Electrical,150,93,134,NBA,Private
COL577,Warangal Institute of Engineering & Technology 577,Warangal,Telangana,Civil,740,86,188,NAAC A,Government
COL578,Kanpur Institute of Engineering & Technology 578,Kanpur,Uttar Pradesh,Electronics & Communication,722,63,194,NAAC A,Autonomous
COL579,Chennai Institute of Engineering & Technology 579,Chennai,Tamil Nadu,Civil,831,98,107,NAAC A++,Private
COL580,Gwalior Institute of Engineering & Technology 580,Gwalior,Madhya Pradesh,Electronics & Communication,374,78,119,AICTE Approved,Government
COL581,Hyderabad Institute of Engineering & Technology 581,Hyderabad,Telangana,Electrical,370,93,70,NBA,Autonomous
COL582,Chennai Institute of Engineering & Technology 582,Chennai,Tamil Nadu,Computer Science,509,86,150,NAAC A,Government
COL583,Bengaluru Institute of Engineering & Technology 583,Bengaluru,Karnataka,Information Technology,289,71,21,NAAC A++,Government
COL584,Varanasi Institute of Engineering & Technology 584,Varanasi,Uttar Pradesh,Information Technology,127,88,34,NAAC A+,Autonomous
COL585,Madurai Institute of Engineering & Technology 585,Madurai,Tamil Nadu,Computer Science,1065,59,166,NAAC A,Government
COL586,Madurai Institute of Engineering & Technology 586,Madurai,Tamil Nadu,Mechanical,1193,93,81,NBA,Government
COL587,Hyderabad Institute of Engineering & Technology 587,Hyderabad,Telangana,Chemical,1177,76,174,AICTE Approved,Private
COL588,Warangal Institute of Engineering & Technology 588,Warangal,Telangana,Mechanical,1105,78,179,NAAC A,Autonomous
COL589,Noida Institute of Engineering & Technology 589,Noida,Uttar Pradesh,Computer Science,237,97,42,NAAC A+,Autonomous
COL590,Mysuru Institute of Engineering & Technology 590,Mysuru,Karnataka,Electrical,269,63,66,NAAC A,Government
COL591,Udaipur Institute of Engineering & Technology 591,Udaipur,Rajasthan,Chemical,404,84,101,NAAC A++,Private
COL592,Hyderabad Institute of Engineering & Technology 592,Hyderabad,Telangana,Civil,466,79,121,AICTE Approved,Private
COL593,Kanpur Institute of Engineering & Technology 593,Kanpur,Uttar Pradesh,Civil,1041,89,65,NAAC A+,Private
COL594,Hubballi Institute of Engineering & Technology 594,Hubballi,Karnataka,Electronics & Communication,770,63,193,NAAC A+,Autonomous
COL595,Kanpur Institute of Engineering & Technology 595,Kanpur,Uttar Pradesh,Civil,516,92,52,NAAC A++,Autonomous
COL596,Nashik Institute of Engineering & Technology 596,Nashik,Maharashtra,Chemical,587,61,73,AICTE Approved,Autonomous
COL597,Prayagraj Institute of Engineering & Technology 597,Prayagraj,Uttar Pradesh,Civil,1016,59,40,NAAC A,Government
COL598,Bengaluru Institute of Engineering & Technology 598,Bengaluru,Karnataka,Information Technology,709,81,133,NAAC A+,Private
COL599,Varanasi Institute of Engineering & Technology 599,Varanasi,Uttar Pradesh,Computer Science,1113,76,150,NAAC A++,Autonomous
COL600,Hyderabad Institute of Engineering & Technology 600,Hyderabad,Telangana,Electronics & Communication,320,95,52,NAAC A++,Private
COL601,Kota Institute of Engineering & Technology 601,Kota,Rajasthan,Mechanical,808,96,198,AICTE Approved,Private
COL602,Ghaziabad Institute of Engineering & Technology 602,Ghaziabad,Uttar Pradesh,Electronics & Communication,1184,93,46,AICTE Approved,Government
COL603,Udaipur Institute of Engineering & Technology 603,Udaipur,Rajasthan,Chemical,793,96,125,NBA,Autonomous
COL604,Mysuru Institute of Engineering & Technology 604,Mysuru,Karnataka,Information Technology,521,65,63,NAAC A,Private
COL605,Bhopal Institute of Engineering & Technology 605,Bhopal,Madhya Pradesh,Chemical,1186,59,56,AICTE Approved,Government
COL606,Prayagraj Institute of Engineering & Technology 606,Prayagraj,Uttar Pradesh,Information Technology,557,60,78,NAAC A,Private
COL607,Bhopal Institute of Engineering & Technology 607,Bhopal,Madhya Pradesh,Mechanical,127,63,66,NAAC A+,Private
COL608,Jaipur Institute of Engineering & Technology 608,Jaipur,Rajasthan,Chemical,419,85,106,NBA,Autonomous
COL609,Kanpur Institute of Engineering & Technology 609,Kanpur,Uttar Pradesh,Information Technology,1012,85,43,NAAC A+,Private
COL610,Hubballi Institute of Engineering & Technology 610,Hubballi,Karnataka,Information Technology,1122,84,150,NBA,Autonomous
COL611,Kota Institute of Engineering & Technology 611,Kota,Rajasthan,Chemical,796,92,105,NAAC A,Government
COL612,Chennai Institute of Engineering & Technology 612,Chennai,Tamil Nadu,Mechanical,719,65,128,AICTE Approved,Autonomous
COL613,Chennai Institute of Engineering & Technology 613,Chennai,Tamil Nadu,Civil,812,97,22,NBA,Government
COL614,Kanpur Institute of Engineering & Technology 614,Kanpur,Uttar Pradesh,Electrical,1119,59,134,NAAC A,Autonomous
COL615,Hubballi Institute of Engineering & Technology 615,Hubballi,Karnataka,Civil,533,91,64,NBA,Private
COL616,Kanpur Institute of Engineering & Technology 616,Kanpur,Uttar Pradesh,Information Technology,763,76,122,NAAC A++,Private
COL617,Hyderabad Institute of Engineering & Technology 617,Hyderabad,Telangana,Information Technology,546,90,55,NAAC A,Autonomous
COL618,Nagpur Institute of Engineering & Technology 618,Nagpur,Maharashtra,Electronics & Communication,936,68,98,NAAC A+,Private
COL619,Nashik Institute of Engineering & Technology 619,Nashik,Maharashtra,Civil,151,80,92,NAAC A+,Government
COL620,Udaipur Institute of Engineering & Technology 620,Udaipur,Rajasthan,Computer Science,800,89,195,NBA,Government
COL621,Bhopal Institute of Engineering & Technology 621,Bhopal,Madhya Pradesh,Information Technology,559,74,23,NAAC A++,Government
COL622,Jaipur Institute of Engineering & Technology 622,Jaipur,Rajasthan,Chemical,675,58,174,NAAC A+,Private
COL623,Mumbai Institute of Engineering & Technology 623,Mumbai,Maharashtra,Civil,948,88,196,NAAC A,Private
COL624,Coimbatore Institute of Engineering & Technology 624,Coimbatore,Tamil Nadu,Electrical,499,90,171,NAAC A+,Private
COL625,Madurai Institute of Engineering & Technology 625,Madurai,Tamil Nadu,Electronics & Communication,1197,63,78,NAAC A+,Autonomous
COL626,Udaipur Institute of Engineering & Technology 626,Udaipur,Rajasthan,Electronics & Communication,1160,91,99,NAAC A,Autonomous
COL627,Mysuru Institute of Engineering & Technology 627,Mysuru,Karnataka,Electronics & Communication,520,92,136,NAAC A,Government
COL628,Hyderabad Institute of Engineering & Technology 628,Hyderabad,Telangana,Information Technology,244,72,189,NBA,Government
COL629,Pune Institute of Engineering & Technology 629,Pune,Maharashtra,Electronics & Communication,1072,71,188,NAAC A+,Private
COL630,Mysuru Institute of Engineering & Technology 630,Mysuru,Karnataka,Information Technology,929,89,191,AICTE Approved,Autonomous
COL631,Warangal Institute of Engineering & Technology 631,Warangal,Telangana,Information Technology,832,88,34,AICTE Approved,Government
COL632,Nagpur Institute of Engineering & Technology 632,Nagpur,Maharashtra,Information Technology,162,55,98,NAAC A+,Government
COL633,Jaipur Institute of Engineering & Technology 633,Jaipur,Rajasthan,Mechanical,899,70,81,NAAC A+,Government
COL634,Mysuru Institute of Engineering & Technology 634,Mysuru,Karnataka,Computer Science,1179,91,130,NAAC A++,Autonomous
COL635,Hyderabad Institute of Engineering & Technology 635,Hyderabad,Telangana,Information Technology,623,69,63,NBA,Government
COL636,Udaipur Institute of Engineering & Technology 636,Udaipur,Rajasthan,Computer Science,297,94,111,NBA,Government
COL637,Hubballi Institute of Engineering & Technology 637,Hubballi,Karnataka,Electrical,1038,61,90,NBA,Private
COL638,Nagpur Institute of Engineering & Technology 638,Nagpur,Maharashtra,Mechanical,167,91,63,NAAC A+,Autonomous
COL639,Indore Institute of Engineering & Technology 639,Indore,Madhya Pradesh,Information Technology,1066,80,31,NAAC A++,Government
COL640,Indore Institute of Engineering & Technology 640,Indore,Madhya Pradesh,Mechanical,655,74,116,NAAC A++,Autonomous
COL641,Gwalior Institute of Engineering & Technology 641,Gwalior,Madhya Pradesh,Electronics & Communication,749,73,108,NAAC A,Private
COL642,Hyderabad Institute of Engineering & Technology 642,Hyderabad,Telangana,Information Technology,851,90,80,NAAC A,Private
COL643,Warangal Institute of Engineering & Technology 643,Warangal,Telangana,Mechanical,502,71,70,AICTE Approved,Autonomous
COL644,Indore Institute of Engineering & Technology 644,Indore,Madhya Pradesh,Information Technology,818,85,148,NBA,Government
COL645,Bengaluru Institute of Engineering & Technology 645,Bengaluru,Karnataka,Mechanical,1123,85,138,NBA,Government
COL646,Gwalior Institute of Engineering & Technology 646,Gwalior,Madhya Pradesh,Chemical,1196,74,64,AICTE Approved,Government
COL647,Pune Institute of Engineering & Technology 647,Pune,Maharashtra,Mechanical,817,69,135,NAAC A,Autonomous
COL648,Noida Institute of Engineering & Technology 648,Noida,Uttar Pradesh,Computer Science,915,81,22,AICTE Approved,Autonomous
COL649,Ghaziabad Institute of Engineering & Technology 649,Ghaziabad,Uttar Pradesh,Mechanical,493,90,121,NAAC A,Private
COL650,Jaipur Institute of Engineering & Technology 650,Jaipur,Rajasthan,Chemical,488,58,132,NAAC A+,Government
COL651,Jaipur Institute of Engineering & Technology 651,Jaipur,Rajasthan,Electronics & Communication,150,83,166,NAAC A++,Autonomous
COL652,Bhopal Institute of Engineering & Technology 652,Bhopal,Madhya Pradesh,Civil,132,77,171,AICTE Approved,Private
COL653,Varanasi Institute of Engineering & Technology 653,Varanasi,Uttar Pradesh,Civil,859,64,117,AICTE Approved,Private
COL654,Warangal Institute of Engineering & Technology 654,Warangal,Telangana,Chemical,1037,89,142,NBA,Private
COL655,Udaipur Institute of Engineering & Technology 655,Udaipur,Rajasthan,Civil,291,95,180,NAAC A,Autonomous
COL656,Bengaluru Institute of Engineering & Technology 656,Bengaluru,Karnataka,Mechanical,491,57,194,NBA,Autonomous
COL657,Udaipur Institute of Engineering & Technology 657,Udaipur,Rajasthan,Computer Science,212,71,64,NAAC A,Government
COL658,Lucknow Institute of Engineering & Technology 658,Lucknow,Uttar Pradesh,Chemical,336,87,151,NAAC A+,Government
COL659,Varanasi Institute of Engineering & Technology 659,Varanasi,Uttar Pradesh,Chemical,912,76,132,NAAC A+,Autonomous
COL660,Prayagraj Institute of Engineering & Technology 660,Prayagraj,Uttar Pradesh,Civil,649,95,53,NBA,Government
COL661,Nashik Institute of Engineering & Technology 661,Nashik,Maharashtra,Computer Science,652,85,23,NAAC A+,Autonomous
COL662,Varanasi Institute of Engineering & Technology 662,Varanasi,Uttar Pradesh,Computer Science,870,72,32,NAAC A+,Autonomous
COL663,Kota Institute of Engineering & Technology 663,Kota,Rajasthan,Information Technology,172,85,48,AICTE Approved,Private
COL664,Chennai Institute of Engineering & Technology 664,Chennai,Tamil Nadu,Mechanical,885,68,30,NAAC A,Government
COL665,Nashik Institute of Engineering & Technology 665,Nashik,Maharashtra,Civil,953,91,115,NAAC A+,Government
COL666,Chennai Institute of Engineering & Technology 666,Chennai,Tamil Nadu,Civil,621,77,51,NAAC A,Private
COL667,Bhopal Institute of Engineering & Technology 667,Bhopal,Madhya Pradesh,Chemical,163,61,127,NBA,Autonomous
COL668,Nagpur Institute of Engineering & Technology 668,Nagpur,Maharashtra,Civil,285,79,178,AICTE Approved,Autonomous
COL669,Kanpur Institute of Engineering & Technology 669,Kanpur,Uttar Pradesh,Information Technology,473,90,192,NAAC A+,Autonomous
COL670,Warangal Institute of Engineering & Technology 670,Warangal,Telangana,Civil,826,61,143,NAAC A++,Private
COL671,Hyderabad Institute of Engineering & Technology 671,Hyderabad,Telangana,Information Technology,963,87,61,NAAC A+,Autonomous
COL672,Hyderabad Institute of Engineering & Technology 672,Hyderabad,Telangana,Information Technology,131,83,39,NAAC A+,Government
COL673,Nashik Institute of Engineering & Technology 673,Nashik,Maharashtra,Mechanical,832,56,162,NAAC A+,Autonomous
COL674,Ghaziabad Institute of Engineering & Technology 674,Ghaziabad,Uttar Pradesh,Information Technology,397,74,170,NAAC A++,Autonomous
COL675,Coimbatore Institute of Engineering & Technology 675,Coimbatore,Tamil Nadu,Mechanical,525,60,109,NAAC A+,Private
COL676,Warangal Institute of Engineering & Technology 676,Warangal,Telangana,Electrical,913,81,27,NAAC A++,Government
COL677,Bengaluru Institute of Engineering & Technology 677,Bengaluru,Karnataka,Civil,282,70,20,NAAC A+,Autonomous
COL678,Nashik Institute of Engineering & Technology 678,Nashik,Maharashtra,Mechanical,879,86,182,NAAC A,Government
COL679,Hyderabad Institute of Engineering & Technology 679,Hyderabad,Telangana,Mechanical,644,88,194,NBA,Private
COL680,Hubballi Institute of Engineering & Technology 680,Hubballi,Karnataka,Information Technology,651,90,154,NBA,Private
COL681,Hubballi Institute of Engineering & Technology 681,Hubballi,Karnataka,Information Technology,868,82,197,NBA,Government
COL682,Chennai Institute of Engineering & Technology 682,Chennai,Tamil Nadu,Computer Science,1154,68,46,NBA,Autonomous
COL683,Warangal Institute of Engineering & Technology 683,Warangal,Telangana,Chemical,625,69,138,NAAC A,Autonomous
COL684,Hyderabad Institute of Engineering & Technology 684,Hyderabad,Telangana,Chemical,652,93,192,AICTE Approved,Government
COL685,Mumbai Institute of Engineering & Technology 685,Mumbai,Maharashtra,Electronics & Communication,975,95,147,NBA,Government
COL686,Kota Institute of Engineering & Technology 686,Kota,Rajasthan,Chemical,1057,79,29,NAAC A++,Private
COL687,Warangal Institute of Engineering & Technology 687,Warangal,Telangana,Electronics & Communication,936,80,45,NAAC A++,Private
COL688,Hyderabad Institute of Engineering & Technology 688,Hyderabad,Telangana,Civil,284,85,103,NAAC A,Private
COL689,Coimbatore Institute of Engineering & Technology 689,Coimbatore,Tamil Nadu,Chemical,521,84,22,NAAC A,Autonomous
COL690,Chennai Institute of Engineering & Technology 690,Chennai,Tamil Nadu,Civil,930,84,51,NAAC A+,Autonomous
COL691,Ghaziabad Institute of Engineering & Technology 691,Ghaziabad,Uttar Pradesh,Electronics & Communication,248,74,132,NBA,Private
COL692,Warangal Institute of Engineering & Technology 692,Warangal,Telangana,Electronics & Communication,417,66,135,NAAC A++,Government
COL693,Madurai Institute of Engineering & Technology 693,Madurai,Tamil Nadu,Chemical,1074,77,74,AICTE Approved,Government
COL694,Ghaziabad Institute of Engineering & Technology 694,Ghaziabad,Uttar Pradesh,Information Technology,451,95,200,NAAC A,Government
COL695,Prayagraj Institute of Engineering & Technology 695,Prayagraj,Uttar Pradesh,Electronics & Communication,1033,79,181,AICTE Approved,Autonomous
COL696,Ghaziabad Institute of Engineering & Technology 696,Ghaziabad,Uttar Pradesh,Information Technology,778,61,143,NBA,Autonomous
COL697,Indore Institute of Engineering & Technology 697,Indore,Madhya Pradesh,Information Technology,701,65,160,NAAC A+,Autonomous
COL698,Bengaluru Institute of Engineering & Technology 698,Bengaluru,Karnataka,Computer Science,529,55,45,AICTE Approved,Government
COL699,Coimbatore Institute of Engineering & Technology 699,Coimbatore,Tamil Nadu,Mechanical,280,98,170,NBA,Autonomous
COL700,Coimbatore Institute of Engineering & Technology 700,Coimbatore,Tamil Nadu,Electrical,147,65,70,NBA,Government
COL701,Coimbatore Institute of Engineering & Technology 701,Coimbatore,Tamil Nadu,Civil,236,64,60,NBA,Government
COL702,Hubballi Institute of Engineering & Technology 702,Hubballi,Karnataka,Chemical,927,73,174,NAAC A,Government
