mapping_id,role_id,skill_id,importance,minimum_proficiency,mandatory,recommended_learning_order
MAP0941,ROLE038,SK030,Low,Beginner,No,16
MAP0942,ROLE038,SK031,Low,Beginner,No,17
MAP0943,ROLE038,SK032,Low,Beginner,No,18
MAP0944,ROLE038,SK033,Low,Beginner,No,19
MAP0945,ROLE038,SK034,Low,Beginner,No,20
MAP0946,ROLE038,SK035,Low,Beginner,No,21
MAP0947,ROLE038,SK036,Low,Beginner,No,22
MAP0948,ROLE038,SK037,Low,Beginner,No,23
MAP0949,ROLE038,SK038,Low,Beginner,No,24
MAP0950,ROLE038,SK039,Low,Beginner,No,25
MAP0951,ROLE039,SK038,High,Intermediate,Yes,1
MAP0952,ROLE039,SK039,High,Intermediate,Yes,2
MAP0953,ROLE039,SK040,High,Intermediate,Yes,3
MAP0954,ROLE039,SK041,High,Intermediate,Yes,4
MAP0955,ROLE039,SK042,High,Intermediate,Yes,5
MAP0956,ROLE039,SK043,Medium,Beginner,Yes,6
MAP0957,ROLE039,SK044,Medium,Beginner,Yes,7
MAP0958,ROLE039,SK045,Medium,Beginner,Yes,8
MAP0959,ROLE039,SK046,Medium,Beginner,Yes,9
MAP0960,ROLE039,SK047,Medium,Beginner,Yes,10
MAP0961,ROLE039,SK048,Medium,Beginner,Yes,11
MAP0962,ROLE039,SK049,Medium,Beginner,Yes,12
MAP0963,ROLE039,SK050,Medium,Beginner,Yes,13
MAP0964,ROLE039,SK051,Medium,Beginner,Yes,14
MAP0965,ROLE039,SK052,Medium,Beginner,Yes,15
MAP0966,ROLE039,SK053,Low,Beginner,No,16
MAP0967,ROLE039,SK054,Low,Beginner,No,17
MAP0968,ROLE039,SK055,Low,Beginner,No,18
MAP0969,ROLE039,SK056,Low,Beginner,No,19
MAP0970,ROLE039,SK057,Low,Beginner,No,20
MAP0971,ROLE039,SK058,Low,Beginner,No,21
MAP0972,ROLE039,SK059,Low,Beginner,No,22
MAP0973,ROLE039,SK060,Low,Beginner,No,23
MAP0974,ROLE039,SK061,Low,Beginner,No,24
MAP0975,ROLE039,SK062,Low,Beginner,No,25
MAP0976,ROLE040,SK061,High,Intermediate,Yes,1
MAP0977,ROLE040,SK062,High,Intermediate,Yes,2
MAP0978,ROLE040,SK063,High,Intermediate,Yes,3
MAP0979,ROLE040,SK064,High,Intermediate,Yes,4
MAP0980,ROLE040,SK065,High,Intermediate,Yes,5
MAP0981,ROLE040,SK066,Medium,Beginner,Yes,6
MAP0982,ROLE040,SK067,Medium,Beginner,Yes,7
MAP0983,ROLE040,SK068,Medium,Beginner,Yes,8
MAP0984,ROLE040,SK069,Medium,Beginner,Yes,9
MAP0985,ROLE040,SK070,Medium,Beginner,Yes,10
MAP0986,ROLE040,SK071,Medium,Beginner,Yes,11
MAP0987,ROLE040,SK072,Medium,Beginner,Yes,12
MAP0988,ROLE040,SK073,Medium,Beginner,Yes,13
MAP0989,ROLE040,SK074,Medium,Beginner,Yes,14
MAP0990,ROLE040,SK075,Medium,Beginner,Yes,15
MAP0991,ROLE040,SK076,Low,Beginner,No,16
MAP0992,ROLE040,SK077,Low,Beginner,No,17
MAP0993,ROLE040,SK078,Low,Beginner,No,18
MAP0994,ROLE040,SK079,Low,Beginner,No,19
MAP0995,ROLE040,SK080,Low,Beginner,No,20
MAP0996,ROLE040,SK081,Low,Beginner,No,21
MAP0997,ROLE040,SK082,Low,Beginner,No,22
MAP0998,ROLE040,SK083,Low,Beginner,No,23
MAP0999,ROLE040,SK084,Low,Beginner,No,24
MAP1000,ROLE040,SK085,Low,Beginner,No,25
MAP1001,ROLE041,SK084,High,Intermediate,Yes,1
MAP1002,ROLE041,SK085,High,Intermediate,Yes,2
MAP1003,ROLE041,SK086,High,Intermediate,Yes,3
MAP1004,ROLE041,SK087,High,Intermediate,Yes,4
MAP1005,ROLE041,SK088,High,Intermediate,Yes,5
MAP1006,ROLE041,SK089,Medium,Beginner,Yes,6
MAP1007,ROLE041,SK090,Medium,Beginner,Yes,7
MAP1008,ROLE041,SK091,Medium,Beginner,Yes,8
MAP1009,ROLE041,SK092,Medium,Beginner,Yes,9
MAP1010,ROLE041,SK093,Medium,Beginner,Yes,10
MAP1011,ROLE041,SK094,Medium,Beginner,Yes,11
MAP1012,ROLE041,SK095,Medium,Beginner,Yes,12
MAP1013,ROLE041,SK096,Medium,Beginner,Yes,13
MAP1014,ROLE041,SK097,Medium,Beginner,Yes,14
MAP1015,ROLE041,SK098,Medium,Beginner,Yes,15
MAP1016,ROLE041,SK099,Low,Beginner,No,16
MAP1017,ROLE041,SK100,Low,Beginner,No,17
MAP1018,ROLE041,SK101,Low,Beginner,No,18
MAP1019,ROLE041,SK102,Low,Beginner,No,19
MAP1020,ROLE041,SK103,Low,Beginner,No,20
MAP1021,ROLE041,SK104,Low,Beginner,No,21
MAP1022,ROLE041,SK105,Low,Beginner,No,22
MAP1023,ROLE041,SK106,Low,Beginner,No,23
MAP1024,ROLE041,SK107,Low,Beginner,No,24
MAP1025,ROLE041,SK108,Low,Beginner,No,25
MAP1026,ROLE042,SK107,High,Intermediate,Yes,1
MAP1027,ROLE042,SK108,High,Intermediate,Yes,2
MAP1028,ROLE042,SK109,High,Intermediate,Yes,3
MAP1029,ROLE042,SK110,High,Intermediate,Yes,4
MAP1030,ROLE042,SK111,High,Intermediate,Yes,5
MAP1031,ROLE042,SK112,Medium,Beginner,Yes,6
MAP1032,ROLE042,SK113,Medium,Beginner,Yes,7
MAP1033,ROLE042,SK114,Medium,Beginner,Yes,8
MAP1034,ROLE042,SK115,Medium,Beginner,Yes,9
MAP1035,ROLE042,SK116,Medium,Beginner,Yes,10
MAP1036,ROLE042,SK117,Medium,Beginner,Yes,11
MAP1037,ROLE042,SK118,Medium,Beginner,Yes,12
MAP1038,ROLE042,SK119,Medium,Beginner,Yes,13
MAP1039,ROLE042,SK120,Medium,Beginner,Yes,14
MAP1040,ROLE042,SK121,Medium,Beginner,Yes,15
MAP1041,ROLE042,SK122,Low,Beginner,No,16
MAP1042,ROLE042,SK123,Low,Beginner,No,17
MAP1043,ROLE042,SK124,Low,Beginner,No,18
MAP1044,ROLE042,SK125,Low,Beginner,No,19
MAP1045,ROLE042,SK126,Low,Beginner,No,20
MAP1046,ROLE042,SK127,Low,Beginner,No,21
MAP1047,ROLE042,SK128,Low,Beginner,No,22
MAP1048,ROLE042,SK129,Low,Beginner,No,23
MAP1049,ROLE042,SK130,Low,Beginner,No,24
MAP1050,ROLE042,SK131,Low,Beginner,No,25
MAP1051,ROLE043,SK130,High,Intermediate,Yes,1
MAP1052,ROLE043,SK131,High,Intermediate,Yes,2
MAP1053,ROLE043,SK132,High,Intermediate,Yes,3
MAP1054,ROLE043,SK133,High,Intermediate,Yes,4
MAP1055,ROLE043,SK134,High,Intermediate,Yes,5
MAP1056,ROLE043,SK135,Medium,Beginner,Yes,6
MAP1057,ROLE043,SK136,Medium,Beginner,Yes,7
MAP1058,ROLE043,SK137,Medium,Beginner,Yes,8
MAP1059,ROLE043,SK138,Medium,Beginner,Yes,9
MAP1060,ROLE043,SK139,Medium,Beginner,Yes,10
MAP1061,ROLE043,SK140,Medium,Beginner,Yes,11
MAP1062,ROLE043,SK141,Medium,Beginner,Yes,12
MAP1063,ROLE043,SK142,Medium,Beginner,Yes,13
MAP1064,ROLE043,SK143,Medium,Beginner,Yes,14
MAP1065,ROLE043,SK144,Medium,Beginner,Yes,15
MAP1066,ROLE043,SK145,Low,Beginner,No,16
MAP1067,ROLE043,SK146,Low,Beginner,No,17
MAP1068,ROLE043,SK147,Low,Beginner,No,18
MAP1069,ROLE043,SK148,Low,Beginner,No,19
MAP1070,ROLE043,SK149,Low,Beginner,No,20
MAP1071,ROLE043,SK150,Low,Beginner,No,21
MAP1072,ROLE043,SK151,Low,Beginner,No,22
MAP1073,ROLE043,SK152,Low,Beginner,No,23
MAP1074,ROLE043,SK153,Low,Beginner,No,24
MAP1075,ROLE043,SK154,Low,Beginner,No,25
MAP1076,ROLE044,SK153,High,Intermediate,Yes,1
MAP1077,ROLE044,SK154,High,Intermediate,Yes,2
MAP1078,ROLE044,SK155,High,Intermediate,Yes,3
MAP1079,ROLE044,SK156,High,Intermediate,Yes,4
MAP1080,ROLE044,SK157,High,Intermediate,Yes,5
MAP1081,ROLE044,SK158,Medium,Beginner,Yes,6
MAP1082,ROLE044,SK159,Medium,Beginner,Yes,7
MAP1083,ROLE044,SK160,Medium,Beginner,Yes,8
MAP1084,ROLE044,SK161,Medium,Beginner,Yes,9
MAP1085,ROLE044,SK162,Medium,Beginner,Yes,10
MAP1086,ROLE044,SK163,Medium,Beginner,Yes,11
MAP1087,ROLE044,SK164,Medium,Beginner,Yes,12
MAP1088,ROLE044,SK165,Medium,Beginner,Yes,13
MAP1089,ROLE044,SK166,Medium,Beginner,Yes,14
MAP1090,ROLE044,SK167,Medium,Beginner,Yes,15
MAP1091,ROLE044,SK168,Low,Beginner,No,16
MAP1092,ROLE044,SK169,Low,Beginner,No,17
MAP1093,ROLE044,SK170,Low,Beginner,No,18
MAP1094,ROLE044,SK171,Low,Beginner,No,19
MAP1095,ROLE044,SK172,Low,Beginner,No,20
MAP1096,ROLE044,SK173,Low,Beginner,No,21
MAP1097,ROLE044,SK174,Low,Beginner,No,22
MAP1098,ROLE044,SK175,Low,Beginner,No,23
MAP1099,ROLE044,SK176,Low,Beginner,No,24
MAP1100,ROLE044,SK177,Low,Beginner,No,25
MAP1101,ROLE045,SK176,High,Intermediate,Yes,1
MAP1102,ROLE045,SK177,High,Intermediate,Yes,2
MAP1103,ROLE045,SK178,High,Intermediate,Yes,3
MAP1104,ROLE045,SK179,High,Intermediate,Yes,4
MAP1105,ROLE045,SK180,High,Intermediate,Yes,5
MAP1106,ROLE045,SK181,Medium,Beginner,Yes,6
MAP1107,ROLE045,SK182,Medium,Beginner,Yes,7
MAP1108,ROLE045,SK183,Medium,Beginner,Yes,8
MAP1109,ROLE045,SK184,Medium,Beginner,Yes,9
MAP1110,ROLE045,SK185,Medium,Beginner,Yes,10
MAP1111,ROLE045,SK186,Medium,Beginner,Yes,11
MAP1112,ROLE045,SK187,Medium,Beginner,Yes,12
MAP1113,ROLE045,SK188,Medium,Beginner,Yes,13
MAP1114,ROLE045,SK189,Medium,Beginner,Yes,14
MAP1115,ROLE045,SK190,Medium,Beginner,Yes,15
MAP1116,ROLE045,SK191,Low,Beginner,No,16
MAP1117,ROLE045,SK192,Low,Beginner,No,17
MAP1118,ROLE045,SK193,Low,Beginner,No,18
MAP1119,ROLE045,SK194,Low,Beginner,No,19
MAP1120,ROLE045,SK195,Low,Beginner,No,20
MAP1121,ROLE045,SK196,Low,Beginner,No,21
MAP1122,ROLE045,SK197,Low,Beginner,No,22
MAP1123,ROLE045,SK198,Low,Beginner,No,23
MAP1124,ROLE045,SK199,Low,Beginner,No,24
MAP1125,ROLE045,SK200,Low,Beginner,No,25
MAP1126,ROLE046,SK199,High,Intermediate,Yes,1
MAP1127,ROLE046,SK200,High,Intermediate,Yes,2
MAP1128,ROLE046,SK201,High,Intermediate,Yes,3
MAP1129,ROLE046,SK202,High,Intermediate,Yes,4
MAP1130,ROLE046,SK203,High,Intermediate,Yes,5
MAP1131,ROLE046,SK204,Medium,Beginner,Yes,6
MAP1132,ROLE046,SK205,Medium,Beginner,Yes,7
MAP1133,ROLE046,SK206,Medium,Beginner,Yes,8
MAP1134,ROLE046,SK207,Medium,Beginner,Yes,9
MAP1135,ROLE046,SK208,Medium,Beginner,Yes,10
MAP1136,ROLE046,SK209,Medium,Beginner,Yes,11
MAP1137,ROLE046,SK210,Medium,Beginner,Yes,12
MAP1138,ROLE046,SK211,Medium,Beginner,Yes,13
MAP1139,ROLE046,SK212,Medium,Beginner,Yes,14
MAP1140,ROLE046,SK213,Medium,Beginner,Yes,15
MAP1141,ROLE046,SK214,Low,Beginner,No,16
MAP1142,ROLE046,SK215,Low,Beginner,No,17
MAP1143,ROLE046,SK216,Low,Beginner,No,18
MAP1144,ROLE046,SK217,Low,Beginner,No,19
MAP1145,ROLE046,SK218,Low,Beginner,No,20
MAP1146,ROLE046,SK219,Low,Beginner,No,21
MAP1147,ROLE046,SK220,Low,Beginner,No,22
MAP1148,ROLE046,SK221,Low,Beginner,No,23
MAP1149,ROLE046,SK222,Low,Beginner,No,24
MAP1150,ROLE046,SK223,Low,Beginner,No,25
MAP1151,ROLE047,SK222,High,Intermediate,Yes,1
MAP1152,ROLE047,SK223,High,Intermediate,Yes,2
MAP1153,ROLE047,SK224,High,Intermediate,Yes,3
MAP1154,ROLE047,SK225,High,Intermediate,Yes,4
MAP1155,ROLE047,SK226,High,Intermediate,Yes,5
MAP1156,ROLE047,SK227,Medium,Beginner,Yes,6
MAP1157,ROLE047,SK228,Medium,Beginner,Yes,7
MAP1158,ROLE047,SK229,Medium,Beginner,Yes,8
MAP1159,ROLE047,SK230,Medium,Beginner,Yes,9
MAP1160,ROLE047,SK231,Medium,Beginner,Yes,10
MAP1161,ROLE047,SK232,Medium,Beginner,Yes,11
MAP1162,ROLE047,SK233,Medium,Beginner,Yes,12
MAP1163,ROLE047,SK234,Medium,Beginner,Yes,13
MAP1164,ROLE047,SK235,Medium,Beginner,Yes,14
MAP1165,ROLE047,SK236,Medium,Beginner,Yes,15
MAP1166,ROLE047,SK237,Low,Beginner,No,16
MAP1167,ROLE047,SK238,Low,Beginner,No,17
MAP1168,ROLE047,SK239,Low,Beginner,No,18
MAP1169,ROLE047,SK240,Low,Beginner,No,19
MAP1170,ROLE047,SK241,Low,Beginner,No,20
MAP1171,ROLE047,SK242,Low,Beginner,No,21
MAP1172,ROLE047,SK243,Low,Beginner,No,22
MAP1173,ROLE047,SK244,Low,Beginner,No,23
MAP1174,ROLE047,SK245,Low,Beginner,No,24
MAP1175,ROLE047,SK246,Low,Beginner,No,25
MAP1176,ROLE048,SK245,High,Intermediate,Yes,1
MAP1177,ROLE048,SK246,High,Intermediate,Yes,2
MAP1178,ROLE048,SK247,High,Intermediate,Yes,3
MAP1179,ROLE048,SK248,High,Intermediate,Yes,4
MAP1180,ROLE048,SK249,High,Intermediate,Yes,5
MAP1181,ROLE048,SK250,Medium,Beginner,Yes,6
MAP1182,ROLE048,SK251,Medium,Beginner,Yes,7
MAP1183,ROLE048,SK252,Medium,Beginner,Yes,8
MAP1184,ROLE048,SK253,Medium,Beginner,Yes,9
MAP1185,ROLE048,SK254,Medium,Beginner,Yes,10
MAP1186,ROLE048,SK255,Medium,Beginner,Yes,11
MAP1187,ROLE048,SK256,Medium,Beginner,Yes,12
MAP1188,ROLE048,SK257,Medium,Beginner,Yes,13
MAP1189,ROLE048,SK258,Medium,Beginner,Yes,14
MAP1190,ROLE048,SK259,Medium,Beginner,Yes,15
MAP1191,ROLE048,SK260,Low,Beginner,No,16
MAP1192,ROLE048,SK261,Low,Beginner,No,17
MAP1193,ROLE048,SK262,Low,Beginner,No,18
MAP1194,ROLE048,SK263,Low,Beginner,No,19
MAP1195,ROLE048,SK264,Low,Beginner,No,20
MAP1196,ROLE048,SK265,Low,Beginner,No,21
MAP1197,ROLE048,SK266,Low,Beginner,No,22
MAP1198,ROLE048,SK267,Low,Beginner,No,23
MAP1199,ROLE048,SK268,Low,Beginner,No,24
MAP1200,ROLE048,SK269,Low,Beginner,No,25
MAP1201,ROLE049,SK268,High,Intermediate,Yes,1
MAP1202,ROLE049,SK269,High,Intermediate,Yes,2
MAP1203,ROLE049,SK270,High,Intermediate,Yes,3
MAP1204,ROLE049,SK271,High,Intermediate,Yes,4
MAP1205,ROLE049,SK272,High,Intermediate,Yes,5
MAP1206,ROLE049,SK273,Medium,Beginner,Yes,6
MAP1207,ROLE049,SK274,Medium,Beginner,Yes,7
MAP1208,ROLE049,SK275,Medium,Beginner,Yes,8
MAP1209,ROLE049,SK276,Medium,Beginner,Yes,9
MAP1210,ROLE049,SK277,Medium,Beginner,Yes,10
MAP1211,ROLE049,SK278,Medium,Beginner,Yes,11
MAP1212,ROLE049,SK279,Medium,Beginner,Yes,12
MAP1213,ROLE049,SK001,Medium,Beginner,Yes,13
MAP1214,ROLE049,SK002,Medium,Beginner,Yes,14
MAP1215,ROLE049,SK003,Medium,Beginner,Yes,15
MAP1216,ROLE049,SK004,Low,Beginner,No,16
MAP1217,ROLE049,SK005,Low,Beginner,No,17
MAP1218,ROLE049,SK006,Low,Beginner,No,18
MAP1219,ROLE049,SK007,Low,Beginner,No,19
MAP1220,ROLE049,SK008,Low,Beginner,No,20
MAP1221,ROLE049,SK009,Low,Beginner,No,21
MAP1222,ROLE049,SK010,Low,Beginner,No,22
MAP1223,ROLE049,SK011,Low,Beginner,No,23
MAP1224,ROLE049,SK012,Low,Beginner,No,24
MAP1225,ROLE049,SK013,Low,Beginner,No,25
MAP1226,ROLE050,SK012,High,Intermediate,Yes,1
MAP1227,ROLE050,SK013,High,Intermediate,Yes,2
MAP1228,ROLE050,SK014,High,Intermediate,Yes,3
MAP1229,ROLE050,SK015,High,Intermediate,Yes,4
MAP1230,ROLE050,SK016,High,Intermediate,Yes,5
MAP1231,ROLE050,SK017,Medium,Beginner,Yes,6
MAP1232,ROLE050,SK018,Medium,Beginner,Yes,7
MAP1233,ROLE050,SK019,Medium,Beginner,Yes,8
MAP1234,ROLE050,SK020,Medium,Beginner,Yes,9
MAP1235,ROLE050,SK021,Medium,Beginner,Yes,10
MAP1236,ROLE050,SK022,Medium,Beginner,Yes,11
MAP1237,ROLE050,SK023,Medium,Beginner,Yes,12
MAP1238,ROLE050,SK024,Medium,Beginner,Yes,13
MAP1239,ROLE050,SK025,Medium,Beginner,Yes,14
MAP1240,ROLE050,SK026,Medium,Beginner,Yes,15
MAP1241,ROLE050,SK027,Low,Beginner,No,16
MAP1242,ROLE050,SK028,Low,Beginner,No,17
MAP1243,ROLE050,SK029,Low,Beginner,No,18
MAP1244,ROLE050,SK030,Low,Beginner,No,19
MAP1245,ROLE050,SK031,Low,Beginner,No,20
MAP1246,ROLE050,SK032,Low,Beginner,No,21
MAP1247,ROLE050,SK033,Low,Beginner,No,22
MAP1248,ROLE050,SK034,Low,Beginner,No,23
MAP1249,ROLE050,SK035,Low,Beginner,No,24
MAP1250,ROLE050,SK036,Low,Beginner,No,25
MAP1251,ROLE051,SK035,High,Intermediate,Yes,1
MAP1252,ROLE051,SK036,High,Intermediate,Yes,2
MAP1253,ROLE051,SK037,High,Intermediate,Yes,3
MAP1254,ROLE051,SK038,High,Intermediate,Yes,4
MAP1255,ROLE051,SK039,High,Intermediate,Yes,5
MAP1256,ROLE051,SK040,Medium,Beginner,Yes,6
MAP1257,ROLE051,SK041,Medium,Beginner,Yes,7
MAP1258,ROLE051,SK042,Medium,Beginner,Yes,8
MAP1259,ROLE051,SK043,Medium,Beginner,Yes,9
MAP1260,ROLE051,SK044,Medium,Beginner,Yes,10
MAP1261,ROLE051,SK045,Medium,Beginner,Yes,11
MAP1262,ROLE051,SK046,Medium,Beginner,Yes,12
MAP1263,ROLE051,SK047,Medium,Beginner,Yes,13
MAP1264,ROLE051,SK048,Medium,Beginner,Yes,14
MAP1265,ROLE051,SK049,Medium,Beginner,Yes,15
MAP1266,ROLE051,SK050,Low,Beginner,No,16
MAP1267,ROLE051,SK051,Low,Beginner,No,17
MAP1268,ROLE051,SK052,Low,Beginner,No,18
MAP1269,ROLE051,SK053,Low,Beginner,No,19
MAP1270,ROLE051,SK054,Low,Beginner,No,20
MAP1271,ROLE051,SK055,Low,Beginner,No,21
MAP1272,ROLE051,SK056,Low,Beginner,No,22
MAP1273,ROLE051,SK057,Low,Beginner,No,23
MAP1274,ROLE051,SK058,Low,Beginner,No,24
MAP1275,ROLE051,SK059,Low,Beginner,No,25
MAP1276,ROLE052,SK058,High,Intermediate,Yes,1
MAP1277,ROLE052,SK059,High,Intermediate,Yes,2
MAP1278,ROLE052,SK060,High,Intermediate,Yes,3
MAP1279,ROLE052,SK061,High,Intermediate,Yes,4
MAP1280,ROLE052,SK062,High,Intermediate,Yes,5
MAP1281,ROLE052,SK063,Medium,Beginner,Yes,6
MAP1282,ROLE052,SK064,Medium,Beginner,Yes,7
MAP1283,ROLE052,SK065,Medium,Beginner,Yes,8
MAP1284,ROLE052,SK066,Medium,Beginner,Yes,9
MAP1285,ROLE052,SK067,Medium,Beginner,Yes,10
MAP1286,ROLE052,SK068,Medium,Beginner,Yes,11
MAP1287,ROLE052,SK069,Medium,Beginner,Yes,12
MAP1288,ROLE052,SK070,Medium,Beginner,Yes,13
MAP1289,ROLE052,SK071,Medium,Beginner,Yes,14
MAP1290,ROLE052,SK072,Medium,Beginner,Yes,15
MAP1291,ROLE052,SK073,Low,Beginner,No,16
MAP1292,ROLE052,SK074,Low,Beginner,No,17
MAP1293,ROLE052,SK075,Low,Beginner,No,18
MAP1294,ROLE052,SK076,Low,Beginner,No,19
MAP1295,ROLE052,SK077,Low,Beginner,No,20
MAP1296,ROLE052,SK078,Low,Beginner,No,21
MAP1297,ROLE052,SK079,Low,Beginner,No,22
MAP1298,ROLE052,SK080,Low,Beginner,No,23
MAP1299,ROLE052,SK081,Low,Beginner,No,24
MAP1300,ROLE052,SK082,Low,Beginner,No,25
MAP1301,ROLE053,SK081,High,Intermediate,Yes,1
MAP1302,ROLE053,SK082,High,Intermediate,Yes,2
MAP1303,ROLE053,SK083,High,Intermediate,Yes,3
MAP1304,ROLE053,SK084,High,Intermediate,Yes,4
MAP1305,ROLE053,SK085,High,Intermediate,Yes,5
MAP1306,ROLE053,SK086,Medium,Beginner,Yes,6
MAP1307,ROLE053,SK087,Medium,Beginner,Yes,7
MAP1308,ROLE053,SK088,Medium,Beginner,Yes,8
MAP1309,ROLE053,SK089,Medium,Beginner,Yes,9
MAP1310,ROLE053,SK090,Medium,Beginner,Yes,10
MAP1311,ROLE053,SK091,Medium,Beginner,Yes,11
MAP1312,ROLE053,SK092,Medium,Beginner,Yes,12
MAP1313,ROLE053,SK093,Medium,Beginner,Yes,13
MAP1314,ROLE053,SK094,Medium,Beginner,Yes,14
MAP1315,ROLE053,SK095,Medium,Beginner,Yes,15
MAP1316,ROLE053,SK096,Low,Beginner,No,16
MAP1317,ROLE053,SK097,Low,Beginner,No,17
MAP1318,ROLE053,SK098,Low,Beginner,No,18
MAP1319,ROLE053,SK099,Low,Beginner,No,19
MAP1320,ROLE053,SK100,Low,Beginner,No,20
MAP1321,ROLE053,SK101,Low,Beginner,No,21
MAP1322,ROLE053,SK102,Low,Beginner,No,22
MAP1323,ROLE053,SK103,Low,Beginner,No,23
MAP1324,ROLE053,SK104,Low,Beginner,No,24
MAP1325,ROLE053,SK105,Low,Beginner,No,25
MAP1326,ROLE054,SK104,High,Intermediate,Yes,1
MAP1327,ROLE054,SK105,High,Intermediate,Yes,2
MAP1328,ROLE054,SK106,High,Intermediate,Yes,3
MAP1329,ROLE054,SK107,High,Intermediate,Yes,4
MAP1330,ROLE054,SK108,High,Intermediate,Yes,5
MAP1331,ROLE054,SK109,Medium,Beginner,Yes,6
MAP1332,ROLE054,SK110,Medium,Beginner,Yes,7
MAP1333,ROLE054,SK111,Medium,Beginner,Yes,8
MAP1334,ROLE054,SK112,Medium,Beginner,Yes,9
MAP1335,ROLE054,SK113,Medium,Beginner,Yes,10
MAP1336,ROLE054,SK114,Medium,Beginner,Yes,11
MAP1337,ROLE054,SK115,Medium,Beginner,Yes,12
MAP1338,ROLE054,SK116,Medium,Beginner,Yes,13
MAP1339,ROLE054,SK117,Medium,Beginner,Yes,14
MAP1340,ROLE054,SK118,Medium,Beginner,Yes,15
MAP1341,ROLE054,SK119,Low,Beginner,No,16
MAP1342,ROLE054,SK120,Low,Beginner,No,17
MAP1343,ROLE054,SK121,Low,Beginner,No,18
MAP1344,ROLE054,SK122,Low,Beginner,No,19
MAP1345,ROLE054,SK123,Low,Beginner,No,20
MAP1346,ROLE054,SK124,Low,Beginner,No,21
MAP1347,ROLE054,SK125,Low,Beginner,No,22
MAP1348,ROLE054,SK126,Low,Beginner,No,23
MAP1349,ROLE054,SK127,Low,Beginner,No,24
MAP1350,ROLE054,SK128,Low,Beginner,No,25
MAP1351,ROLE055,SK127,High,Intermediate,Yes,1
MAP1352,ROLE055,SK128,High,Intermediate,Yes,2
MAP1353,ROLE055,SK129,High,Intermediate,Yes,3
MAP1354,ROLE055,SK130,High,Intermediate,Yes,4
MAP1355,ROLE055,SK131,High,Intermediate,Yes,5
MAP1356,ROLE055,SK132,Medium,Beginner,Yes,6
MAP1357,ROLE055,SK133,Medium,Beginner,Yes,7
MAP1358,ROLE055,SK134,Medium,Beginner,Yes,8
MAP1359,ROLE055,SK135,Medium,Beginner,Yes,9
MAP1360,ROLE055,SK136,Medium,Beginner,Yes,10
MAP1361,ROLE055,SK137,Medium,Beginner,Yes,11
MAP1362,ROLE055,SK138,Medium,Beginner,Yes,12
MAP1363,ROLE055,SK139,Medium,Beginner,Yes,13
MAP1364,ROLE055,SK140,Medium,Beginner,Yes,14
MAP1365,ROLE055,SK141,Medium,Beginner,Yes,15
MAP1366,ROLE055,SK142,Low,Beginner,No,16
MAP1367,ROLE055,SK143,Low,Beginner,No,17
MAP1368,ROLE055,SK144,Low,Beginner,No,18
MAP1369,ROLE055,SK145,Low,Beginner,No,19
MAP1370,ROLE055,SK146,Low,Beginner,No,20
MAP1371,ROLE055,SK147,Low,Beginner,No,21
MAP1372,ROLE055,SK148,Low,Beginner,No,22
MAP1373,ROLE055,SK149,Low,Beginner,No,23
MAP1374,ROLE055,SK150,Low,Beginner,No,24
MAP1375,ROLE055,SK151,Low,Beginner,No,25
MAP1376,ROLE056,SK150,High,Intermediate,Yes,1
MAP1377,ROLE056,SK151,High,Intermediate,Yes,2
MAP1378,ROLE056,SK152,High,Intermediate,Yes,3
MAP1379,ROLE056,SK153,High,Intermediate,Yes,4
MAP1380,ROLE056,SK154,High,Intermediate,Yes,5
MAP1381,ROLE056,SK155,Medium,Beginner,Yes,6
MAP1382,ROLE056,SK156,Medium,Beginner,Yes,7
MAP1383,ROLE056,SK157,Medium,Beginner,Yes,8
MAP1384,ROLE056,SK158,Medium,Beginner,Yes,9
MAP1385,ROLE056,SK159,Medium,Beginner,Yes,10
MAP1386,ROLE056,SK160,Medium,Beginner,Yes,11
MAP1387,ROLE056,SK161,Medium,Beginner,Yes,12
MAP1388,ROLE056,SK162,Medium,Beginner,Yes,13
MAP1389,ROLE056,SK163,Medium,Beginner,Yes,14
MAP1390,ROLE056,SK164,Medium,Beginner,Yes,15
MAP1391,ROLE056,SK165,Low,Beginner,No,16
MAP1392,ROLE056,SK166,Low,Beginner,No,17
MAP1393,ROLE056,SK167,Low,Beginner,No,18
MAP1394,ROLE056,SK168,Low,Beginner,No,19
MAP1395,ROLE056,SK169,Low,Beginner,No,20
MAP1396,ROLE056,SK170,Low,Beginner,No,21
MAP1397,ROLE056,SK171,Low,Beginner,No,22
MAP1398,ROLE056,SK172,Low,Beginner,No,23
MAP1399,ROLE056,SK173,Low,Beginner,No,24
MAP1400,ROLE056,SK174,Low,Beginner,No,25
MAP1401,ROLE057,SK173,High,Intermediate,Yes,1
MAP1402,ROLE057,SK174,High,Intermediate,Yes,2
MAP1403,ROLE057,SK175,High,Intermediate,Yes,3
MAP1404,ROLE057,SK176,High,Intermediate,Yes,4
MAP1405,ROLE057,SK177,High,Intermediate,Yes,5
MAP1406,ROLE057,SK178,Medium,Beginner,Yes,6
MAP1407,ROLE057,SK179,Medium,Beginner,Yes,7
MAP1408,ROLE057,SK180,Medium,Beginner,Yes,8
MAP1409,ROLE057,SK181,Medium,Beginner,Yes,9
MAP1410,ROLE057,SK182,Medium,Beginner,Yes,10
MAP1411,ROLE057,SK183,Medium,Beginner,Yes,11
