question_id,role_id,skill_id,question,difficulty,question_type,expected_answer,keywords,company_level
Q00932,ROLE029,SK212,Explain the fundamentals of skill SK212 for ROLE029.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK212.","SK212, fundamentals, implementation, best practices",Startup
Q00933,ROLE029,SK213,Explain the fundamentals of skill SK213 for ROLE029.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK213.","SK213, fundamentals, implementation, best practices",Mid-size
Q00934,ROLE029,SK214,Explain the fundamentals of skill SK214 for ROLE029.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK214.","SK214, fundamentals, implementation, best practices",MNC
Q00935,ROLE029,SK215,Explain the fundamentals of skill SK215 for ROLE029.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK215.","SK215, fundamentals, implementation, best practices",FAANG
Q00936,ROLE029,SK216,Explain the fundamentals of skill SK216 for ROLE029.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK216.","SK216, fundamentals, implementation, best practices",Startup
Q00937,ROLE029,SK217,Explain the fundamentals of skill SK217 for ROLE029.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK217.","SK217, fundamentals, implementation, best practices",Mid-size
Q00938,ROLE029,SK218,Explain the fundamentals of skill SK218 for ROLE029.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK218.","SK218, fundamentals, implementation, best practices",MNC
Q00939,ROLE029,SK219,Explain the fundamentals of skill SK219 for ROLE029.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK219.","SK219, fundamentals, implementation, best practices",FAANG
Q00940,ROLE029,SK220,Explain the fundamentals of skill SK220 for ROLE029.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK220.","SK220, fundamentals, implementation, best practices",Startup
Q00941,ROLE029,SK221,Explain the fundamentals of skill SK221 for ROLE029.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK221.","SK221, fundamentals, implementation, best practices",Mid-size
Q00942,ROLE029,SK222,Explain the fundamentals of skill SK222 for ROLE029.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK222.","SK222, fundamentals, implementation, best practices",MNC
Q00943,ROLE029,SK223,Explain the fundamentals of skill SK223 for ROLE029.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK223.","SK223, fundamentals, implementation, best practices",FAANG
Q00944,ROLE029,SK224,Explain the fundamentals of skill SK224 for ROLE029.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK224.","SK224, fundamentals, implementation, best practices",Startup
Q00945,ROLE029,SK225,Explain the fundamentals of skill SK225 for ROLE029.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK225.","SK225, fundamentals, implementation, best practices",Mid-size
Q00946,ROLE029,SK226,Explain the fundamentals of skill SK226 for ROLE029.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK226.","SK226, fundamentals, implementation, best practices",MNC
Q00947,ROLE029,SK227,Explain the fundamentals of skill SK227 for ROLE029.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK227.","SK227, fundamentals, implementation, best practices",FAANG
Q00948,ROLE029,SK228,Explain the fundamentals of skill SK228 for ROLE029.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK228.","SK228, fundamentals, implementation, best practices",Startup
Q00949,ROLE029,SK229,Explain the fundamentals of skill SK229 for ROLE029.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK229.","SK229, fundamentals, implementation, best practices",Mid-size
Q00950,ROLE029,SK230,Explain the fundamentals of skill SK230 for ROLE029.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK230.","SK230, fundamentals, implementation, best practices",MNC
Q00951,ROLE029,SK231,Explain the fundamentals of skill SK231 for ROLE029.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK231.","SK231, fundamentals, implementation, best practices",FAANG
Q00952,ROLE029,SK232,Explain the fundamentals of skill SK232 for ROLE029.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK232.","SK232, fundamentals, implementation, best practices",Startup
Q00953,ROLE029,SK233,Explain the fundamentals of skill SK233 for ROLE029.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK233.","SK233, fundamentals, implementation, best practices",Mid-size
Q00954,ROLE029,SK234,Explain the fundamentals of skill SK234 for ROLE029.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK234.","SK234, fundamentals, implementation, best practices",MNC
Q00955,ROLE029,SK235,Explain the fundamentals of skill SK235 for ROLE029.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK235.","SK235, fundamentals, implementation, best practices",FAANG
Q00956,ROLE029,SK236,Explain the fundamentals of skill SK236 for ROLE029.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK236.","SK236, fundamentals, implementation, best practices",Startup
Q00957,ROLE029,SK237,Explain the fundamentals of skill SK237 for ROLE029.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK237.","SK237, fundamentals, implementation, best practices",Mid-size
Q00958,ROLE030,SK212,Explain the fundamentals of skill SK212 for ROLE030.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK212.","SK212, fundamentals, implementation, best practices",Mid-size
Q00959,ROLE030,SK213,Explain the fundamentals of skill SK213 for ROLE030.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK213.","SK213, fundamentals, implementation, best practices",MNC
Q00960,ROLE030,SK214,Explain the fundamentals of skill SK214 for ROLE030.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK214.","SK214, fundamentals, implementation, best practices",FAANG
Q00961,ROLE030,SK215,Explain the fundamentals of skill SK215 for ROLE030.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK215.","SK215, fundamentals, implementation, best practices",Startup
Q00962,ROLE030,SK216,Explain the fundamentals of skill SK216 for ROLE030.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK216.","SK216, fundamentals, implementation, best practices",Mid-size
Q00963,ROLE030,SK217,Explain the fundamentals of skill SK217 for ROLE030.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK217.","SK217, fundamentals, implementation, best practices",MNC
Q00964,ROLE030,SK218,Explain the fundamentals of skill SK218 for ROLE030.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK218.","SK218, fundamentals, implementation, best practices",FAANG
Q00965,ROLE030,SK219,Explain the fundamentals of skill SK219 for ROLE030.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK219.","SK219, fundamentals, implementation, best practices",Startup
Q00966,ROLE030,SK220,Explain the fundamentals of skill SK220 for ROLE030.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK220.","SK220, fundamentals, implementation, best practices",Mid-size
Q00967,ROLE030,SK221,Explain the fundamentals of skill SK221 for ROLE030.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK221.","SK221, fundamentals, implementation, best practices",MNC
Q00968,ROLE030,SK222,Explain the fundamentals of skill SK222 for ROLE030.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK222.","SK222, fundamentals, implementation, best practices",FAANG
Q00969,ROLE030,SK223,Explain the fundamentals of skill SK223 for ROLE030.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK223.","SK223, fundamentals, implementation, best practices",Startup
Q00970,ROLE030,SK224,Explain the fundamentals of skill SK224 for ROLE030.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK224.","SK224, fundamentals, implementation, best practices",Mid-size
Q00971,ROLE030,SK225,Explain the fundamentals of skill SK225 for ROLE030.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK225.","SK225, fundamentals, implementation, best practices",MNC
Q00972,ROLE030,SK226,Explain the fundamentals of skill SK226 for ROLE030.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK226.","SK226, fundamentals, implementation, best practices",FAANG
Q00973,ROLE030,SK227,Explain the fundamentals of skill SK227 for ROLE030.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK227.","SK227, fundamentals, implementation, best practices",Startup
Q00974,ROLE030,SK228,Explain the fundamentals of skill SK228 for ROLE030.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK228.","SK228, fundamentals, implementation, best practices",Mid-size
Q00975,ROLE030,SK229,Explain the fundamentals of skill SK229 for ROLE030.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK229.","SK229, fundamentals, implementation, best practices",MNC
Q00976,ROLE030,SK230,Explain the fundamentals of skill SK230 for ROLE030.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK230.","SK230, fundamentals, implementation, best practices",FAANG
Q00977,ROLE030,SK231,Explain the fundamentals of skill SK231 for ROLE030.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK231.","SK231, fundamentals, implementation, best practices",Startup
Q00978,ROLE030,SK232,Explain the fundamentals of skill SK232 for ROLE030.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK232.","SK232, fundamentals, implementation, best practices",Mid-size
Q00979,ROLE030,SK233,Explain the fundamentals of skill SK233 for ROLE030.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK233.","SK233, fundamentals, implementation, best practices",MNC
Q00980,ROLE030,SK234,Explain the fundamentals of skill SK234 for ROLE030.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK234.","SK234, fundamentals, implementation, best practices",FAANG
Q00981,ROLE030,SK235,Explain the fundamentals of skill SK235 for ROLE030.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK235.","SK235, fundamentals, implementation, best practices",Startup
Q00982,ROLE030,SK236,Explain the fundamentals of skill SK236 for ROLE030.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK236.","SK236, fundamentals, implementation, best practices",Mid-size
Q00983,ROLE030,SK237,Explain the fundamentals of skill SK237 for ROLE030.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK237.","SK237, fundamentals, implementation, best practices",MNC
Q00984,ROLE030,SK238,Explain the fundamentals of skill SK238 for ROLE030.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK238.","SK238, fundamentals, implementation, best practices",FAANG
Q00985,ROLE030,SK239,Explain the fundamentals of skill SK239 for ROLE030.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK239.","SK239, fundamentals, implementation, best practices",Startup
Q00986,ROLE030,SK240,Explain the fundamentals of skill SK240 for ROLE030.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK240.","SK240, fundamentals, implementation, best practices",Mid-size
Q00987,ROLE030,SK241,Explain the fundamentals of skill SK241 for ROLE030.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK241.","SK241, fundamentals, implementation, best practices",MNC
Q00988,ROLE030,SK242,Explain the fundamentals of skill SK242 for ROLE030.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK242.","SK242, fundamentals, implementation, best practices",FAANG
Q00989,ROLE030,SK243,Explain the fundamentals of skill SK243 for ROLE030.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK243.","SK243, fundamentals, implementation, best practices",Startup
Q00990,ROLE030,SK244,Explain the fundamentals of skill SK244 for ROLE030.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK244.","SK244, fundamentals, implementation, best practices",Mid-size
Q00991,ROLE031,SK219,Explain the fundamentals of skill SK219 for ROLE031.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK219.","SK219, fundamentals, implementation, best practices",Mid-size
Q00992,ROLE031,SK220,Explain the fundamentals of skill SK220 for ROLE031.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK220.","SK220, fundamentals, implementation, best practices",MNC
Q00993,ROLE031,SK221,Explain the fundamentals of skill SK221 for ROLE031.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK221.","SK221, fundamentals, implementation, best practices",FAANG
Q00994,ROLE031,SK222,Explain the fundamentals of skill SK222 for ROLE031.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK222.","SK222, fundamentals, implementation, best practices",Startup
Q00995,ROLE031,SK223,Explain the fundamentals of skill SK223 for ROLE031.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK223.","SK223, fundamentals, implementation, best practices",Mid-size
Q00996,ROLE031,SK224,Explain the fundamentals of skill SK224 for ROLE031.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK224.","SK224, fundamentals, implementation, best practices",MNC
Q00997,ROLE031,SK225,Explain the fundamentals of skill SK225 for ROLE031.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK225.","SK225, fundamentals, implementation, best practices",FAANG
Q00998,ROLE031,SK226,Explain the fundamentals of skill SK226 for ROLE031.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK226.","SK226, fundamentals, implementation, best practices",Startup
Q00999,ROLE031,SK227,Explain the fundamentals of skill SK227 for ROLE031.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK227.","SK227, fundamentals, implementation, best practices",Mid-size
Q01000,ROLE031,SK228,Explain the fundamentals of skill SK228 for ROLE031.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK228.","SK228, fundamentals, implementation, best practices",MNC
Q01001,ROLE031,SK229,Explain the fundamentals of skill SK229 for ROLE031.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK229.","SK229, fundamentals, implementation, best practices",FAANG
Q01002,ROLE031,SK230,Explain the fundamentals of skill SK230 for ROLE031.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK230.","SK230, fundamentals, implementation, best practices",Startup
Q01003,ROLE031,SK231,Explain the fundamentals of skill SK231 for ROLE031.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK231.","SK231, fundamentals, implementation, best practices",Mid-size
Q01004,ROLE031,SK232,Explain the fundamentals of skill SK232 for ROLE031.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK232.","SK232, fundamentals, implementation, best practices",MNC
Q01005,ROLE031,SK233,Explain the fundamentals of skill SK233 for ROLE031.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK233.","SK233, fundamentals, implementation, best practices",FAANG
Q01006,ROLE031,SK234,Explain the fundamentals of skill SK234 for ROLE031.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK234.","SK234, fundamentals, implementation, best practices",Startup
Q01007,ROLE031,SK235,Explain the fundamentals of skill SK235 for ROLE031.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK235.","SK235, fundamentals, implementation, best practices",Mid-size
Q01008,ROLE031,SK236,Explain the fundamentals of skill SK236 for ROLE031.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK236.","SK236, fundamentals, implementation, best practices",MNC
Q01009,ROLE031,SK237,Explain the fundamentals of skill SK237 for ROLE031.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK237.","SK237, fundamentals, implementation, best practices",FAANG
Q01010,ROLE031,SK238,Explain the fundamentals of skill SK238 for ROLE031.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK238.","SK238, fundamentals, implementation, best practices",Startup
Q01011,ROLE031,SK239,Explain the fundamentals of skill SK239 for ROLE031.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK239.","SK239, fundamentals, implementation, best practices",Mid-size
Q01012,ROLE031,SK240,Explain the fundamentals of skill SK240 for ROLE031.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK240.","SK240, fundamentals, implementation, best practices",MNC
Q01013,ROLE031,SK241,Explain the fundamentals of skill SK241 for ROLE031.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK241.","SK241, fundamentals, implementation, best practices",FAANG
Q01014,ROLE031,SK242,Explain the fundamentals of skill SK242 for ROLE031.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK242.","SK242, fundamentals, implementation, best practices",Startup
Q01015,ROLE031,SK243,Explain the fundamentals of skill SK243 for ROLE031.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK243.","SK243, fundamentals, implementation, best practices",Mid-size
Q01016,ROLE031,SK244,Explain the fundamentals of skill SK244 for ROLE031.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK244.","SK244, fundamentals, implementation, best practices",MNC
Q01017,ROLE031,SK245,Explain the fundamentals of skill SK245 for ROLE031.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK245.","SK245, fundamentals, implementation, best practices",FAANG
Q01018,ROLE031,SK246,Explain the fundamentals of skill SK246 for ROLE031.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK246.","SK246, fundamentals, implementation, best practices",Startup
Q01019,ROLE031,SK247,Explain the fundamentals of skill SK247 for ROLE031.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK247.","SK247, fundamentals, implementation, best practices",Mid-size
Q01020,ROLE031,SK248,Explain the fundamentals of skill SK248 for ROLE031.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK248.","SK248, fundamentals, implementation, best practices",MNC
Q01021,ROLE031,SK249,Explain the fundamentals of skill SK249 for ROLE031.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK249.","SK249, fundamentals, implementation, best practices",FAANG
Q01022,ROLE031,SK250,Explain the fundamentals of skill SK250 for ROLE031.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK250.","SK250, fundamentals, implementation, best practices",Startup
Q01023,ROLE031,SK251,Explain the fundamentals of skill SK251 for ROLE031.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK251.","SK251, fundamentals, implementation, best practices",Mid-size
Q01024,ROLE032,SK226,Explain the fundamentals of skill SK226 for ROLE032.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK226.","SK226, fundamentals, implementation, best practices",Mid-size
Q01025,ROLE032,SK227,Explain the fundamentals of skill SK227 for ROLE032.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK227.","SK227, fundamentals, implementation, best practices",MNC
Q01026,ROLE032,SK228,Explain the fundamentals of skill SK228 for ROLE032.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK228.","SK228, fundamentals, implementation, best practices",FAANG
Q01027,ROLE032,SK229,Explain the fundamentals of skill SK229 for ROLE032.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK229.","SK229, fundamentals, implementation, best practices",Startup
Q01028,ROLE032,SK230,Explain the fundamentals of skill SK230 for ROLE032.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK230.","SK230, fundamentals, implementation, best practices",Mid-size
Q01029,ROLE032,SK231,Explain the fundamentals of skill SK231 for ROLE032.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK231.","SK231, fundamentals, implementation, best practices",MNC
Q01030,ROLE032,SK232,Explain the fundamentals of skill SK232 for ROLE032.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK232.","SK232, fundamentals, implementation, best practices",FAANG
Q01031,ROLE032,SK233,Explain the fundamentals of skill SK233 for ROLE032.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK233.","SK233, fundamentals, implementation, best practices",Startup
Q01032,ROLE032,SK234,Explain the fundamentals of skill SK234 for ROLE032.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK234.","SK234, fundamentals, implementation, best practices",Mid-size
Q01033,ROLE032,SK235,Explain the fundamentals of skill SK235 for ROLE032.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK235.","SK235, fundamentals, implementation, best practices",MNC
Q01034,ROLE032,SK236,Explain the fundamentals of skill SK236 for ROLE032.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK236.","SK236, fundamentals, implementation, best practices",FAANG
Q01035,ROLE032,SK237,Explain the fundamentals of skill SK237 for ROLE032.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK237.","SK237, fundamentals, implementation, best practices",Startup
Q01036,ROLE032,SK238,Explain the fundamentals of skill SK238 for ROLE032.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK238.","SK238, fundamentals, implementation, best practices",Mid-size
Q01037,ROLE032,SK239,Explain the fundamentals of skill SK239 for ROLE032.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK239.","SK239, fundamentals, implementation, best practices",MNC
Q01038,ROLE032,SK240,Explain the fundamentals of skill SK240 for ROLE032.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK240.","SK240, fundamentals, implementation, best practices",FAANG
Q01039,ROLE032,SK241,Explain the fundamentals of skill SK241 for ROLE032.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK241.","SK241, fundamentals, implementation, best practices",Startup
Q01040,ROLE032,SK242,Explain the fundamentals of skill SK242 for ROLE032.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK242.","SK242, fundamentals, implementation, best practices",Mid-size
Q01041,ROLE032,SK243,Explain the fundamentals of skill SK243 for ROLE032.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK243.","SK243, fundamentals, implementation, best practices",MNC
Q01042,ROLE032,SK244,Explain the fundamentals of skill SK244 for ROLE032.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK244.","SK244, fundamentals, implementation, best practices",FAANG
Q01043,ROLE032,SK245,Explain the fundamentals of skill SK245 for ROLE032.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK245.","SK245, fundamentals, implementation, best practices",Startup
Q01044,ROLE032,SK246,Explain the fundamentals of skill SK246 for ROLE032.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK246.","SK246, fundamentals, implementation, best practices",Mid-size
Q01045,ROLE032,SK247,Explain the fundamentals of skill SK247 for ROLE032.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK247.","SK247, fundamentals, implementation, best practices",MNC
Q01046,ROLE032,SK248,Explain the fundamentals of skill SK248 for ROLE032.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK248.","SK248, fundamentals, implementation, best practices",FAANG
Q01047,ROLE032,SK249,Explain the fundamentals of skill SK249 for ROLE032.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK249.","SK249, fundamentals, implementation, best practices",Startup
Q01048,ROLE032,SK250,Explain the fundamentals of skill SK250 for ROLE032.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK250.","SK250, fundamentals, implementation, best practices",Mid-size
Q01049,ROLE032,SK251,Explain the fundamentals of skill SK251 for ROLE032.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK251.","SK251, fundamentals, implementation, best practices",MNC
Q01050,ROLE032,SK252,Explain the fundamentals of skill SK252 for ROLE032.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK252.","SK252, fundamentals, implementation, best practices",FAANG
Q01051,ROLE032,SK253,Explain the fundamentals of skill SK253 for ROLE032.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK253.","SK253, fundamentals, implementation, best practices",Startup
Q01052,ROLE032,SK254,Explain the fundamentals of skill SK254 for ROLE032.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK254.","SK254, fundamentals, implementation, best practices",Mid-size
Q01053,ROLE032,SK255,Explain the fundamentals of skill SK255 for ROLE032.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK255.","SK255, fundamentals, implementation, best practices",MNC
Q01054,ROLE032,SK256,Explain the fundamentals of skill SK256 for ROLE032.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK256.","SK256, fundamentals, implementation, best practices",FAANG
Q01055,ROLE032,SK257,Explain the fundamentals of skill SK257 for ROLE032.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK257.","SK257, fundamentals, implementation, best practices",Startup
Q01056,ROLE032,SK258,Explain the fundamentals of skill SK258 for ROLE032.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK258.","SK258, fundamentals, implementation, best practices",Mid-size
Q01057,ROLE033,SK233,Explain the fundamentals of skill SK233 for ROLE033.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK233.","SK233, fundamentals, implementation, best practices",Mid-size
Q01058,ROLE033,SK234,Explain the fundamentals of skill SK234 for ROLE033.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK234.","SK234, fundamentals, implementation, best practices",MNC
Q01059,ROLE033,SK235,Explain the fundamentals of skill SK235 for ROLE033.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK235.","SK235, fundamentals, implementation, best practices",FAANG
Q01060,ROLE033,SK236,Explain the fundamentals of skill SK236 for ROLE033.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK236.","SK236, fundamentals, implementation, best practices",Startup
